"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-69306","R-HSA-69306","DNA Replication","50/1707","98/7589",4.96543804664851e-10,6.78007995096915e-08,6.07731603986933e-08,"CCNA1/CCNA2/CDC45/CDC6/CDK2/CDT1/DBF4/E2F1/E2F2/FEN1/FZR1/GINS1/GINS2/GINS3/GINS4/GMNN/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/PCNA/POLD2/POLE2/POLE3/PRIM1/PRIM2/PSMA1/PSMA2/PSMA6/PSMB3/PSMB4/PSMB5/PSMC4/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD9/RFC2/RFC3/RFC4/RFC5/RPA1/RPA3",50
"R-HSA-69205","R-HSA-69205","G1/S-Specific Transcription","16/1707","17/7589",5.45784417882191e-10,6.83140163049209e-08,6.12331816202915e-08,"CCNA1/CCNE1/CDC25A/CDC45/CDC6/CDK1/CDT1/DHFR/E2F1/FBXO5/PCNA/RRM2/TFDP1/TFDP2/TK2/TYMS",16
"R-HSA-69481","R-HSA-69481","G2/M Checkpoints","59/1707","127/7589",1.60356322379434e-09,1.85273227856853e-07,1.66069422124126e-07,"BLM/BRCA1/BRCC3/BRIP1/CCNB1/CCNB2/CDC25A/CDC25C/CDC45/CDC6/CDK1/CDK2/CHEK1/CHEK2/CLSPN/DBF4/EXO1/GTSE1/H2AFX/HIST1H4I/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/PKMYT1/PSMA1/PSMA2/PSMA6/PSMB3/PSMB4/PSMB5/PSMC4/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD9/RAD9A/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RPA1/RPA3/SFN/TOPBP1/TP53/UBE2V2/WEE1/YWHAG/YWHAZ",59
"R-HSA-69190","R-HSA-69190","DNA strand elongation","23/1707","32/7589",3.62014118789661e-09,3.88389433158622e-07,3.48132374384945e-07,"CDC45/FEN1/GINS1/GINS2/GINS3/GINS4/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/PCNA/POLD2/PRIM1/PRIM2/RFC2/RFC3/RFC4/RFC5/RPA1/RPA3",23
"R-HSA-68886","R-HSA-68886","M Phase","95/1707","248/7589",8.21919147169887e-09,8.23015039366114e-07,7.37708483670376e-07,"ANAPC11/AURKB/BANF1/BIRC5/BUB1/BUB1B/CCNB1/CCNB2/CDC20/CDC23/CDCA5/CDCA8/CDK1/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/CSNK2A1/DSN1/ERCC6L/ESPL1/FBXO5/H2AFX/H2AFZ/HIST1H3H/HIST1H4I/INCENP/KIF18A/KIF20A/KIF23/KIF2C/LMNB1/MAD2L1/MASTL/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NDC80/NDE1/NUF2/NUP155/NUP210/NUP35/NUP37/NUP62/NUP93/PLK1/PPP2R5D/PSMA1/PSMA2/PSMA6/PSMB3/PSMB4/PSMB5/PSMC4/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD9/PTTG1/RAB1A/RAE1/RANGAP1/RCC2/RPS27/SKA1/SKA2/SMC2/SMC4/SPC24/SPC25/TMPO/TUBA1C/TUBA4A/TUBB2B/TUBB3/UBE2C/VRK1/VRK2/ZWILCH/ZWINT",95
"R-HSA-2500257","R-HSA-2500257","Resolution of Sister Chromatid Cohesion","48/1707","99/7589",9.64884105180263e-09,9.05784953737972e-07,8.11899191135235e-07,"AURKB/BIRC5/BUB1/BUB1B/CCNB1/CCNB2/CDC20/CDCA5/CDCA8/CDK1/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/DSN1/ERCC6L/INCENP/KIF18A/KIF2C/MAD2L1/NDC80/NDE1/NUF2/NUP37/PLK1/PPP2R5D/RANGAP1/RCC2/RPS27/SKA1/SKA2/SPC24/SPC25/TUBA1C/TUBA4A/TUBB2B/TUBB3/ZWILCH/ZWINT",48
"R-HSA-69239","R-HSA-69239","Synthesis of DNA","45/1707","91/7589",1.29349984362559e-08,1.14284515595626e-06,1.02438780185581e-06,"CCNA1/CCNA2/CDC45/CDC6/CDK2/CDT1/FEN1/FZR1/GINS1/GINS2/GINS3/GINS4/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/PCNA/POLD2/POLE2/POLE3/PRIM1/PRIM2/PSMA1/PSMA2/PSMA6/PSMB3/PSMB4/PSMB5/PSMC4/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD9/RFC2/RFC3/RFC4/RFC5/RPA1/RPA3",45
"R-HSA-73886","R-HSA-73886","Chromosome Maintenance","37/1707","69/7589",1.5976341300287e-08,1.28662887525859e-06,1.15326815576126e-06,"CENPA/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CENPW/DKC1/FEN1/H2AFX/H2AFZ/HIST1H4I/HJURP/NHP2/NPM1/OIP5/PCNA/POLD2/POLE2/POLE3/PRIM1/PRIM2/RBBP4/RBBP7/RFC2/RFC3/RFC4/RFC5/RPA1/RPA3/RUVBL1/RUVBL2/WRAP53",37
"R-HSA-176974","R-HSA-176974","Unwinding of DNA","12/1707","12/7589",1.62755982888903e-08,1.28662887525859e-06,1.15326815576126e-06,"CDC45/GINS1/GINS2/GINS3/GINS4/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8",12
"R-HSA-68962","R-HSA-68962","Activation of the pre-replicative complex","19/1707","25/7589",1.92299308509543e-08,1.44416780690667e-06,1.29447797675635e-06,"CDC45/CDC6/CDK2/CDT1/DBF4/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/POLE2/POLE3/PRIM1/PRIM2/RPA1/RPA3",19
"R-HSA-2555396","R-HSA-2555396","Mitotic Metaphase and Anaphase","70/1707","171/7589",3.69290975943269e-08,2.64130974222281e-06,2.36753462772652e-06,"ANAPC11/AURKB/BANF1/BIRC5/BUB1/BUB1B/CDC20/CDC23/CDCA5/CDCA8/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/DSN1/ERCC6L/ESPL1/FBXO5/INCENP/KIF18A/KIF2C/LMNB1/MAD2L1/NDC80/NDE1/NUF2/NUP37/PLK1/PPP2R5D/PSMA1/PSMA2/PSMA6/PSMB3/PSMB4/PSMB5/PSMC4/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD9/PTTG1/RANGAP1/RCC2/RPS27/SKA1/SKA2/SPC24/SPC25/TMPO/TUBA1C/TUBA4A/TUBB2B/TUBB3/UBE2C/VRK1/VRK2/ZWILCH/ZWINT",70
"R-HSA-113510","R-HSA-113510","E2F mediated regulation of DNA replication","20/1707","28/7589",4.66173679980073e-08,3.18269485150032e-06,2.85280448179193e-06,"CCNA1/CCNB1/CCNE1/CDC25A/CDC45/CDC6/CDK1/CDT1/DHFR/E2F1/FBXO5/MCM8/PCNA/PRIM1/PRIM2/RRM2/TFDP1/TFDP2/TK2/TYMS",20
"R-HSA-68882","R-HSA-68882","Mitotic Anaphase","69/1707","170/7589",6.91252388477987e-08,4.51417864127799e-06,4.04627828312744e-06,"ANAPC11/AURKB/BANF1/BIRC5/BUB1/BUB1B/CDC20/CDC23/CDCA5/CDCA8/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/DSN1/ERCC6L/ESPL1/INCENP/KIF18A/KIF2C/LMNB1/MAD2L1/NDC80/NDE1/NUF2/NUP37/PLK1/PPP2R5D/PSMA1/PSMA2/PSMA6/PSMB3/PSMB4/PSMB5/PSMC4/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD9/PTTG1/RANGAP1/RCC2/RPS27/SKA1/SKA2/SPC24/SPC25/TMPO/TUBA1C/TUBA4A/TUBB2B/TUBB3/UBE2C/VRK1/VRK2/ZWILCH/ZWINT",69
"R-HSA-2467813","R-HSA-2467813","Separation of Sister Chromatids","64/1707","159/7589",2.95670148647155e-07,1.85040234695011e-05,1.65860578999873e-05,"ANAPC11/AURKB/BIRC5/BUB1/BUB1B/CDC20/CDC23/CDCA5/CDCA8/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/DSN1/ERCC6L/ESPL1/INCENP/KIF18A/KIF2C/MAD2L1/NDC80/NDE1/NUF2/NUP37/PLK1/PPP2R5D/PSMA1/PSMA2/PSMA6/PSMB3/PSMB4/PSMB5/PSMC4/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD9/PTTG1/RANGAP1/RCC2/RPS27/SKA1/SKA2/SPC24/SPC25/TUBA1C/TUBA4A/TUBB2B/TUBB3/UBE2C/ZWILCH/ZWINT",64
"R-HSA-68874","R-HSA-68874","M/G1 Transition","36/1707","75/7589",9.27921307567556e-07,5.36053001525565e-05,4.80490426064334e-05,"CDC45/CDC6/CDK2/CDT1/DBF4/E2F1/E2F2/GMNN/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/POLE2/POLE3/PRIM1/PRIM2/PSMA1/PSMA2/PSMA6/PSMB3/PSMB4/PSMB5/PSMC4/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD9/RPA1/RPA3",36
"R-HSA-69002","R-HSA-69002","DNA Replication Pre-Initiation","36/1707","75/7589",9.27921307567556e-07,5.36053001525565e-05,4.80490426064334e-05,"CDC45/CDC6/CDK2/CDT1/DBF4/E2F1/E2F2/GMNN/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/POLE2/POLE3/PRIM1/PRIM2/PSMA1/PSMA2/PSMA6/PSMB3/PSMB4/PSMB5/PSMC4/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD9/RPA1/RPA3",36
"R-HSA-156711","R-HSA-156711","Polo-like kinase mediated events","13/1707","16/7589",1.01532389208403e-06,5.64820920707484e-05,5.06276513830592e-05,"CCNB1/CCNB2/CDC25A/CDC25C/CENPF/FOXM1/LIN37/LIN9/MYBL2/PKMYT1/PLK1/RBBP4/WEE1",13
"R-HSA-5368287","R-HSA-5368287","Mitochondrial translation","40/1707","88/7589",1.38601655900499e-06,7.28292085872392e-05,6.5280368479276e-05,"ERAL1/GFM1/GFM2/MRPL11/MRPL13/MRPL15/MRPL17/MRPL18/MRPL19/MRPL2/MRPL20/MRPL21/MRPL24/MRPL3/MRPL30/MRPL36/MRPL37/MRPL38/MRPL4/MRPL40/MRPL42/MRPL47/MRPL48/MRPL49/MRPL51/MRPL9/MRPS12/MRPS16/MRPS17/MRPS18A/MRPS22/MRPS23/MRPS26/MRPS30/MRPS33/MRPS34/MRPS35/MRPS7/MTIF2/TSFM",40
"R-HSA-5389840","R-HSA-5389840","Mitochondrial translation elongation","38/1707","82/7589",1.40615649069903e-06,7.28292085872392e-05,6.5280368479276e-05,"ERAL1/GFM1/MRPL11/MRPL13/MRPL15/MRPL17/MRPL18/MRPL19/MRPL2/MRPL20/MRPL21/MRPL24/MRPL3/MRPL30/MRPL36/MRPL37/MRPL38/MRPL4/MRPL40/MRPL42/MRPL47/MRPL48/MRPL49/MRPL51/MRPL9/MRPS12/MRPS16/MRPS17/MRPS18A/MRPS22/MRPS23/MRPS26/MRPS30/MRPS33/MRPS34/MRPS35/MRPS7/TSFM",38
"R-HSA-5663220","R-HSA-5663220","RHO GTPases Activate Formins","48/1707","113/7589",1.46221856280693e-06,7.32084093778672e-05,6.56202646256165e-05,"AURKB/BIRC5/BUB1/BUB1B/CDC20/CDCA8/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/DIAPH3/DSN1/ERCC6L/INCENP/KIF18A/KIF2C/MAD2L1/NDC80/NDE1/NUF2/NUP37/PFN2/PLK1/PPP2R5D/RANGAP1/RCC2/RHOD/RPS27/SCAI/SKA1/SKA2/SPC24/SPC25/TUBA1C/TUBA4A/TUBB2B/TUBB3/ZWILCH/ZWINT",48
"R-HSA-15869","R-HSA-15869","Metabolism of nucleotides","36/1707","78/7589",2.9860053597218e-06,0.000144676775816198,0.000129680843975694,"ADSL/ATIC/CAD/DCK/DCTPP1/DTYMK/ENTPD2/ENTPD3/ENTPD5/ENTPD6/ENTPD7/GART/GDA/GMPS/GSR/HPRT1/NME1/NME4/NT5C/NT5M/NUDT1/NUDT15/NUDT5/PAICS/PNP/PPAT/RRM1/RRM2/TK1/TK2/TXN/TYMS/UCK1/UCK2/UMPS/XDH",36
"R-HSA-5368286","R-HSA-5368286","Mitochondrial translation initiation","37/1707","82/7589",4.24668756447405e-06,0.000193288627934546,0.000173254015788271,"ERAL1/MRPL11/MRPL13/MRPL15/MRPL17/MRPL18/MRPL19/MRPL2/MRPL20/MRPL21/MRPL24/MRPL3/MRPL30/MRPL36/MRPL37/MRPL38/MRPL4/MRPL40/MRPL42/MRPL47/MRPL48/MRPL49/MRPL51/MRPL9/MRPS12/MRPS16/MRPS17/MRPS18A/MRPS22/MRPS23/MRPS26/MRPS30/MRPS33/MRPS34/MRPS35/MRPS7/MTIF2",37
"R-HSA-5419276","R-HSA-5419276","Mitochondrial translation termination","37/1707","82/7589",4.24668756447405e-06,0.000193288627934546,0.000173254015788271,"ERAL1/GFM2/MRPL11/MRPL13/MRPL15/MRPL17/MRPL18/MRPL19/MRPL2/MRPL20/MRPL21/MRPL24/MRPL3/MRPL30/MRPL36/MRPL37/MRPL38/MRPL4/MRPL40/MRPL42/MRPL47/MRPL48/MRPL49/MRPL51/MRPL9/MRPS12/MRPS16/MRPS17/MRPS18A/MRPS22/MRPS23/MRPS26/MRPS30/MRPS33/MRPS34/MRPS35/MRPS7",37
"R-HSA-5693538","R-HSA-5693538","Homology Directed Repair","42/1707","98/7589",4.99645630065429e-06,0.000220725804811257,0.000197847294381945,"BLM/BRCA1/BRCA2/BRCC3/BRIP1/CCNA1/CCNA2/CDK2/CHEK1/CLSPN/EME1/EME2/EXO1/FEN1/GEN1/H2AFX/HIST1H4I/LIG3/PARP1/PCNA/POLD2/POLE2/POLE3/POLQ/RAD51/RAD51AP1/RAD51C/RAD9A/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RPA1/RPA3/SUMO2/TIMELESS/TIPIN/TOPBP1/UBE2V2/XRCC2",42
"R-HSA-180786","R-HSA-180786","Extension of Telomeres","18/1707","29/7589",5.19658623035467e-06,0.000223007786228363,0.000199892745522515,"DKC1/FEN1/NHP2/PCNA/POLD2/POLE2/POLE3/PRIM1/PRIM2/RFC2/RFC3/RFC4/RFC5/RPA1/RPA3/RUVBL1/RUVBL2/WRAP53",18
"R-HSA-5693532","R-HSA-5693532","DNA Double-Strand Break Repair","50/1707","125/7589",7.16170054522437e-06,0.000298802061636861,0.000267830847875496,"BLM/BRCA1/BRCA2/BRCC3/BRIP1/CCNA1/CCNA2/CDK2/CHEK1/CHEK2/CLSPN/EME1/EME2/EXO1/EYA1/EYA2/FEN1/GEN1/H2AFX/HIST1H4I/KPNA2/LIG3/PARP1/PAXIP1/PCNA/POLD2/POLE2/POLE3/POLQ/PRKDC/RAD51/RAD51AP1/RAD51C/RAD9A/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RPA1/RPA3/SUMO2/TDP1/TIMELESS/TIPIN/TOPBP1/TP53/UBE2V2/XRCC2",50
"R-HSA-606279","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere","20/1707","35/7589",9.27716614701269e-06,0.000366692198758239,0.000328684085928788,"CENPA/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CENPW/H2AFX/H2AFZ/HIST1H4I/HJURP/NPM1/OIP5/RBBP4/RBBP7/RUVBL1",20
"R-HSA-774815","R-HSA-774815","Nucleosome assembly","20/1707","35/7589",9.27716614701269e-06,0.000366692198758239,0.000328684085928788,"CENPA/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CENPW/H2AFX/H2AFZ/HIST1H4I/HJURP/NPM1/OIP5/RBBP4/RBBP7/RUVBL1",20
"R-HSA-6804114","R-HSA-6804114","TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest","13/1707","18/7589",9.77617649036585e-06,0.000376508130475116,0.000337482583837461,"AURKA/CARM1/CCNB1/CDC25C/CDK1/PCNA/PRMT1/RBL1/SFN/TFDP1/TFDP2/TP53/ZNF385A",13
"R-HSA-5693616","R-HSA-5693616","Presynaptic phase of homologous DNA pairing and strand exchange","19/1707","33/7589",1.3410412668762e-05,0.000495730725992242,0.0004443476056795,"BLM/BRCA1/BRCA2/BRIP1/CHEK1/EXO1/RAD51/RAD51C/RAD9A/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RPA1/RPA3/TOPBP1/XRCC2",19
"R-HSA-69304","R-HSA-69304","Regulation of DNA replication","31/1707","67/7589",1.3531930602984e-05,0.000495730725992242,0.0004443476056795,"CCNA1/CCNA2/CDC6/CDK2/CDT1/E2F1/E2F2/FZR1/GMNN/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/PSMA1/PSMA2/PSMA6/PSMB3/PSMB4/PSMB5/PSMC4/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD9",31
"R-HSA-5693579","R-HSA-5693579","Homologous DNA Pairing and Strand Exchange","20/1707","36/7589",1.64826263543511e-05,0.000589450113910365,0.000528352859829951,"BLM/BRCA1/BRCA2/BRIP1/CHEK1/EXO1/RAD51/RAD51AP1/RAD51C/RAD9A/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RPA1/RPA3/TOPBP1/XRCC2",20
"R-HSA-5685942","R-HSA-5685942","HDR through Homologous Recombination (HRR)","27/1707","56/7589",1.91194802999213e-05,0.000667847893267018,0.000598624609635235,"BLM/BRCA1/BRCA2/BRIP1/CHEK1/EME1/EME2/EXO1/GEN1/PCNA/POLD2/POLE2/POLE3/RAD51/RAD51AP1/RAD51C/RAD9A/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RPA1/RPA3/TOPBP1/XRCC2",27
