"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-418346","R-HSA-418346","Platelet homeostasis","20/733","71/7444",9.98897196615755e-06,0.000890555269905892,0.000812867759189339,"FGR/GNG11/GNG2/GNG7/GUCY1A2/GUCY1B3/ITPR1/KCNMB1/MRVI1/P2RX1/P2RX2/P2RX7/PDE1B/PDE2A/PDE3A/PDE5A/PPP2R5B/PRKG1/PTGIR/TRPC6",20
"R-HSA-392154","R-HSA-392154","Nitric oxide stimulates guanylate cyclase","10/733","22/7444",1.73410747782566e-05,0.00143559326199996,0.00131035940993593,"GUCY1A2/GUCY1B3/ITPR1/KCNMB1/MRVI1/PDE1B/PDE2A/PDE3A/PDE5A/PRKG1",10
"R-HSA-5576891","R-HSA-5576891","Cardiac conduction","22/733","88/7444",2.91396935586112e-05,0.00225152698896202,0.0020551152299231,"ABCC9/ATP1A2/ATP1B2/CACNA1C/CACNA1D/CACNB2/CASQ2/CLIC2/DMPK/FXYD1/ITPR1/KAT2B/KCNK17/KCNK3/NPR1/PLN/RYR2/SCN1B/SCN4B/SCN7A/TBX5/TRPC1",22
"R-HSA-449147","R-HSA-449147","Signaling by Interleukins","67/733","421/7444",3.8878746388555e-05,0.00281627919152095,0.00257060132371696,"ACTN2/ALOX5/ANGPT1/ARRB1/ARRB2/BCL6/BRWD1/CD36/CSF1/CSF3R/DLG4/DUSP1/EREG/FGF2/FGF7/FGFR4/FYN/GAB2/GFRA1/HGF/IL10RA/IL11RA/IL15/IL15RA/IL16/IL18R1/IL18RAP/IL1R1/IL1RL1/IL3RA/IL6ST/INPP5D/IRAK2/IRAK3/ITGA2B/ITGAX/ITGB3/JAK2/KL/LAT/MAP3K3/MAP3K8/NOD1/PDGFRA/PDGFRB/PIK3CD/PPP2R5B/PRTN3/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/RELA/S1PR1/SHC2/SPTBN1/STAT5A/STAT5B/SYNGAP1/TEK/TNFRSF1B/TRAF6/ZEB1",67
"R-HSA-2172127","R-HSA-2172127","DAP12 interactions","52/733","306/7444",5.20021562106977e-05,0.00338796738961459,0.00309241835208452,"ACTN2/ADCY4/ADCY6/ANGPT1/ARRB1/ARRB2/BTK/CD300E/DLG4/DUSP1/EREG/FGF2/FGF7/FGFR4/FYN/GFRA1/GRAP2/HGF/HLA-E/IL3RA/ITGA2B/ITGB3/ITPR1/JAK2/KL/KLRD1/KLRK1/KLRC4-KLRK1/LAT/NR4A1/PDE1B/PDE1C/PDGFRA/PDGFRB/PHLPP2/PIK3CD/PLCG1/PPP2R5B/PRKAR2B/PRKCE/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/SHC2/SPTBN1/SYNGAP1/TEK",52
"R-HSA-418457","R-HSA-418457","cGMP effects","8/733","16/7444",5.33653920478154e-05,0.00338796738961459,0.00309241835208452,"ITPR1/KCNMB1/MRVI1/PDE1B/PDE2A/PDE3A/PDE5A/PRKG1",8
"R-HSA-2424491","R-HSA-2424491","DAP12 signaling","51/733","299/7444",5.55404490100753e-05,0.00338796738961459,0.00309241835208452,"ACTN2/ADCY4/ADCY6/ANGPT1/ARRB1/ARRB2/BTK/DLG4/DUSP1/EREG/FGF2/FGF7/FGFR4/FYN/GFRA1/GRAP2/HGF/HLA-E/IL3RA/ITGA2B/ITGB3/ITPR1/JAK2/KL/KLRD1/KLRK1/KLRC4-KLRK1/LAT/NR4A1/PDE1B/PDE1C/PDGFRA/PDGFRB/PHLPP2/PIK3CD/PLCG1/PPP2R5B/PRKAR2B/PRKCE/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/SHC2/SPTBN1/SYNGAP1/TEK",51
"R-HSA-2672351","R-HSA-2672351","Stimuli-sensing channels","18/733","68/7444",6.85113493519291e-05,0.00397023269494429,0.00362388979466783,"ANO2/ANO5/ANO6/ANO8/BEST1/CASQ2/CLCN6/CLIC2/MCOLN2/MLKL/RAF1/RYR2/TPCN1/TRPC1/TRPC4/TRPC6/TRPV2/TSC22D3",18
"R-HSA-422356","R-HSA-422356","Regulation of insulin secretion","17/733","63/7444",8.35401436951923e-05,0.00461062031155847,0.00420841325381796,"ADCY6/CACNA1C/CACNA1D/CACNB2/GNA14/GNAI2/GNAQ/GNG11/GNG2/GNG7/ITPR1/PLCB2/PRKAR2B/RAPGEF3/RAPGEF4/SNAP25/STXBP1",17
"R-HSA-375165","R-HSA-375165","NCAM signaling for neurite out-growth","41/733","230/7444",0.000110640112438256,0.00582872228708813,0.00532025421054772,"ACTN2/ANGPT1/ARRB1/ARRB2/CACNA1C/CACNA1D/CACNA1H/CACNB2/COL4A3/COL4A4/COL6A6/DLG4/DUSP1/EREG/FGF2/FGF7/FGFR4/FYN/GFRA1/HGF/IL3RA/ITGA2B/ITGB3/JAK2/KL/LAT/PDGFRA/PDGFRB/PPP2R5B/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/SHC2/SPTBN1/SYNGAP1/TEK",41
"R-HSA-3906995","R-HSA-3906995","Diseases associated with O-glycosylation of proteins","13/733","42/7444",0.000125350106715667,0.00614536727610434,0.00560927670177091,"ADAMTS10/ADAMTS3/ADAMTS4/ADAMTS6/ADAMTS7/ADAMTS8/ADAMTS9/ADAMTSL2/ADAMTSL3/ADAMTSL4/CFP/NOTCH4/THSD1",13
"R-HSA-1237044","R-HSA-1237044","Erythrocytes take up carbon dioxide and release oxygen","6/733","10/7444",0.000132557533997074,0.00614536727610434,0.00560927670177091,"AQP1/CA1/CA4/HBA1/HBA2/HBB",6
"R-HSA-1480926","R-HSA-1480926","O2/CO2 exchange in erythrocytes","6/733","10/7444",0.000132557533997074,0.00614536727610434,0.00560927670177091,"AQP1/CA1/CA4/HBA1/HBA2/HBB",6
"R-HSA-451927","R-HSA-451927","Interleukin-2 signaling","39/733","218/7444",0.000149811190703919,0.00667812192407084,0.00609555654483556,"ACTN2/ANGPT1/ARRB1/ARRB2/DLG4/DUSP1/EREG/FGF2/FGF7/FGFR4/FYN/GAB2/GFRA1/HGF/IL3RA/INPP5D/ITGA2B/ITGB3/JAK2/KL/LAT/PDGFRA/PDGFRB/PIK3CD/PPP2R5B/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/SHC2/SPTBN1/STAT5A/STAT5B/SYNGAP1/TEK",39
"R-HSA-5218921","R-HSA-5218921","VEGFR2 mediated cell proliferation","38/733","214/7444",0.00021277737943283,0.0091336660282463,0.00833689147485358,"ACTN2/ANGPT1/ARRB1/ARRB2/DLG4/DUSP1/EREG/FGF2/FGF7/FGFR4/FYN/GFRA1/HGF/IL3RA/ITGA2B/ITGB3/ITPR1/JAK2/KDR/KL/LAT/PDGFRA/PDGFRB/PLCG1/PPP2R5B/PRKCB/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/SHC2/SPTBN1/SYNGAP1/TEK",38
"R-HSA-1474244","R-HSA-1474244","Extracellular matrix organization","42/733","245/7444",0.000223986262817295,0.00927143137875875,0.00846263887711961,"A2M/ADAMTS3/ADAMTS4/ADAMTS8/ADAMTS9/CAPN10/CAPN3/COL13A1/COL21A1/COL4A3/COL4A4/COL6A6/DCN/DDR2/ELANE/ELN/FBLN1/FBLN5/FGF2/ICAM2/ICAM5/ITGA1/ITGA10/ITGA2B/ITGA7/ITGA8/ITGAL/ITGAX/ITGB3/JAM2/JAM3/KDR/LAMA2/LAMA4/LAMB2/LAMC3/LTBP2/MFAP4/MMP19/MMP25/TIMP2/TNXB",42
"R-HSA-500792","R-HSA-500792","GPCR ligand binding","34/733","185/7444",0.000232389649979954,0.00927700563403051,0.00846772686272255,"ADORA2A/ADRA1A/ADRA1D/ADRB1/ADRB2/AGTR1/CALCRL/CCL23/CXCL3/CXCR1/EDNRB/F2RL3/FZD4/GABBR1/GIPR/GNG11/GNG2/GNG7/GNRH1/GPR17/GPR4/NMUR1/P2RY14/PPBP/PROK2/PTGER2/PTGIR/PTH1R/RAMP2/RAMP3/S1PR1/SSTR1/TBXA2R/WNT2",34
"R-HSA-2586552","R-HSA-2586552","Signaling by Leptin","37/733","208/7444",0.000247657352254476,0.00927700563403051,0.00846772686272255,"ACTN2/ANGPT1/ARRB1/ARRB2/DLG4/DUSP1/EREG/FGF2/FGF7/FGFR4/FYN/GFRA1/HGF/IL3RA/ITGA2B/ITGB3/JAK2/KL/LAT/LEPR/PDGFRA/PDGFRB/PPP2R5B/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/SHC2/SPTBN1/STAT5A/STAT5B/SYNGAP1/TEK",37
"R-HSA-983712","R-HSA-983712","Ion channel transport","27/733","135/7444",0.00024813388667381,0.00927700563403051,0.00846772686272255,"ANO2/ANO5/ANO6/ANO8/ATP10A/ATP1A2/ATP1B2/ATP6V1B2/ATP8B2/ATP8B4/BEST1/CASQ2/CLCN6/CLIC2/FXYD1/MCOLN2/MLKL/PLN/RAF1/RYR2/TCIRG1/TPCN1/TRPC1/TRPC4/TRPC6/TRPV2/TSC22D3",27
"R-HSA-3781865","R-HSA-3781865","Diseases of glycosylation","16/733","63/7444",0.000289295395968949,0.0104779176227504,0.00956387739963139,"ADAMTS10/ADAMTS3/ADAMTS4/ADAMTS6/ADAMTS7/ADAMTS8/ADAMTS9/ADAMTSL2/ADAMTSL3/ADAMTSL4/CFP/DCN/NOTCH4/OGN/PRELP/THSD1",16
"R-HSA-912526","R-HSA-912526","Interleukin receptor SHC signaling","37/733","211/7444",0.00033204170963076,0.0116617073170319,0.0106443993039526,"ACTN2/ANGPT1/ARRB1/ARRB2/DLG4/DUSP1/EREG/FGF2/FGF7/FGFR4/FYN/GAB2/GFRA1/HGF/IL3RA/INPP5D/ITGA2B/ITGB3/JAK2/KL/LAT/PDGFRA/PDGFRB/PIK3CD/PPP2R5B/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/SHC2/SPTBN1/SYNGAP1/TEK",37
"R-HSA-512988","R-HSA-512988","Interleukin-3, 5 and GM-CSF signaling","39/733","227/7444",0.000355770336908036,0.0121275829551887,0.0110696343217516,"ACTN2/ANGPT1/ARRB1/ARRB2/DLG4/DUSP1/EREG/FGF2/FGF7/FGFR4/FYN/GAB2/GFRA1/HGF/IL3RA/INPP5D/ITGA2B/ITGB3/JAK2/KL/LAT/PDGFRA/PDGFRB/PIK3CD/PPP2R5B/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/SHC2/SPTBN1/STAT5A/STAT5B/SYNGAP1/TEK",39
"R-HSA-177929","R-HSA-177929","Signaling by EGFR","49/733","307/7444",0.000404039803900166,0.0133794895062941,0.0122123309148772,"ACTN2/ADCY4/ADCY6/ANGPT1/ARHGEF7/ARRB1/ARRB2/DLG4/DUSP1/EPS15/EREG/FGF2/FGF7/FGFR4/FYN/GFRA1/HGF/IL3RA/ITGA2B/ITGB3/ITPR1/JAK2/KL/LAT/NR4A1/PAG1/PDE1B/PDE1C/PDGFRA/PDGFRB/PHLPP2/PIK3CD/PLCG1/PPP2R5B/PRKAR2B/PRKCE/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/SHC2/SPRY1/SPTBN1/SYNGAP1/TEK",49
"R-HSA-8853659","R-HSA-8853659","RET signaling","38/733","223/7444",0.000498075365223712,0.0157383557051867,0.0143654216281846,"ACTN2/ANGPT1/ARRB1/ARRB2/DLG4/DOK6/DUSP1/EREG/FGF2/FGF7/FGFR4/FYN/GAB2/GFRA1/HGF/IL3RA/ITGA2B/ITGB3/JAK2/KL/LAT/PDGFRA/PDGFRB/PIK3CD/PLCG1/PPP2R5B/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/SHC2/SPTBN1/SYNGAP1/TEK",38
"R-HSA-422475","R-HSA-422475","Axon guidance","69/733","475/7444",0.000502432408189739,0.0157383557051867,0.0143654216281846,"ABLIM3/ACTN2/ANGPT1/ANK2/ARHGEF7/ARRB1/ARRB2/CACNA1C/CACNA1D/CACNA1H/CACNB2/CLASP2/CNTN6/CNTNAP1/COL4A3/COL4A4/COL6A6/DLG4/DNM3/DOK6/DUSP1/EREG/FGF2/FGF7/FGFR4/FYN/GAB2/GFRA1/HGF/IL3RA/ITGA1/ITGA10/ITGA2B/ITGB3/JAK2/KDR/KL/LAT/NFASC/PDGFRA/PDGFRB/PIK3CD/PLCG1/PPP2R5B/PSMD6/PTPRC/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/RHOB/RPS6KA2/SCN1B/SCN4B/SCN7A/SHC2/SLIT2/SLIT3/SPTBN1/SYNGAP1/TEK/TRPC1/TRPC4/TRPC6/TUBB1/UNC5C",69
"R-HSA-166520","R-HSA-166520","Signalling by NGF","61/733","411/7444",0.000609622236329513,0.0185934782080502,0.0169714777703923,"ACTN2/ADCY4/ADCY6/ADORA2A/ANGPT1/ARHGEF10/ARHGEF15/ARHGEF17/ARHGEF2/ARHGEF6/ARHGEF7/ARRB1/ARRB2/DLG4/DNM3/DUSP1/EREG/FGD2/FGD4/FGF2/FGF7/FGFR4/FYN/GFRA1/HGF/IL3RA/ITGA2B/ITGB3/ITPR1/JAK2/KL/LAT/MEF2C/NR4A1/OMG/LOC101927057/PDE1B/PDE1C/PDGFRA/PDGFRB/PHLPP2/PIK3CD/PLCG1/PPP2R5B/PRKAR2B/PRKCE/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/RELA/RPS6KA2/SHC2/SPTBN1/SYNGAP1/TEK/TRAF6",61
"R-HSA-186763","R-HSA-186763","Downstream signal transduction","47/733","297/7444",0.000641106450545937,0.0190523686200703,0.0173903369176428,"ACTN2/ADCY4/ADCY6/ANGPT1/ARRB1/ARRB2/DLG4/DUSP1/EREG/FGF2/FGF7/FGFR4/FYN/GFRA1/HGF/IL3RA/ITGA2B/ITGB3/ITPR1/JAK2/KL/LAT/NR4A1/PDE1B/PDE1C/PDGFRA/PDGFRB/PHLPP2/PIK3CD/PLCG1/PPP2R5B/PRKAR2B/PRKCE/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/SHC2/SPTBN1/STAT5A/STAT5B/SYNGAP1/TEK",47
"R-HSA-170968","R-HSA-170968","Frs2-mediated activation","35/733","204/7444",0.000722335642155721,0.020594415513625,0.018797863485939,"ACTN2/ANGPT1/ARRB1/ARRB2/DLG4/DUSP1/EREG/FGF2/FGF7/FGFR4/FYN/GFRA1/HGF/IL3RA/ITGA2B/ITGB3/JAK2/KL/LAT/PDGFRA/PDGFRB/PLCG1/PPP2R5B/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/SHC2/SPTBN1/SYNGAP1/TEK",35
"R-HSA-186797","R-HSA-186797","Signaling by PDGF","50/733","323/7444",0.000728534112216242,0.020594415513625,0.018797863485939,"ACTN2/ADCY4/ADCY6/ANGPT1/ARRB1/ARRB2/COL4A3/COL4A4/COL6A6/DLG4/DUSP1/EREG/FGF2/FGF7/FGFR4/FYN/GFRA1/HGF/IL3RA/ITGA2B/ITGB3/ITPR1/JAK2/KL/LAT/NR4A1/PDE1B/PDE1C/PDGFRA/PDGFRB/PHLPP2/PIK3CD/PLCG1/PPP2R5B/PRKAR2B/PRKCE/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/SHC2/SPTBN1/STAT5A/STAT5B/SYNGAP1/TEK",50
"R-HSA-169893","R-HSA-169893","Prolonged ERK activation events","35/733","206/7444",0.000866225951224698,0.0236035216593554,0.0215444705214588,"ACTN2/ANGPT1/ARRB1/ARRB2/DLG4/DUSP1/EREG/FGF2/FGF7/FGFR4/FYN/GFRA1/HGF/IL3RA/ITGA2B/ITGB3/JAK2/KL/LAT/PDGFRA/PDGFRB/PLCG1/PPP2R5B/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/SHC2/SPTBN1/SYNGAP1/TEK",35
"R-HSA-163685","R-HSA-163685","Integration of energy metabolism","19/733","89/7444",0.000875713055523972,0.0236035216593554,0.0215444705214588,"ACACB/ADCY4/ADCY6/CACNA1C/CACNA1D/CACNB2/GNA14/GNAI2/GNAQ/GNG11/GNG2/GNG7/ITPR1/PLCB2/PRKAR2B/RAPGEF3/RAPGEF4/SNAP25/STXBP1",19
"R-HSA-5684996","R-HSA-5684996","MAPK1/MAPK3 signaling","35/733","207/7444",0.000947194101103391,0.0249499537086098,0.0227734466892083,"ACTN2/ANGPT1/ARRB1/ARRB2/DLG4/DUSP1/EREG/FGF2/FGF7/FGFR4/FYN/GFRA1/HGF/IL3RA/IL6ST/ITGA2B/ITGB3/JAK2/KL/LAT/PDGFRA/PDGFRB/PPP2R5B/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/SHC2/SPTBN1/SYNGAP1/TEK",35
"R-HSA-5578775","R-HSA-5578775","Ion homeostasis","11/733","39/7444",0.000994008766609423,0.0256012480111183,0.0233679253904671,"ABCC9/ATP1A2/ATP1B2/CASQ2/CLIC2/DMPK/FXYD1/ITPR1/PLN/RYR2/TRPC1",11
"R-HSA-400042","R-HSA-400042","Adrenaline,noradrenaline inhibits insulin secretion","8/733","23/7444",0.00108709248809636,0.02562885768088,0.0233931265331133,"ADCY6/CACNA1C/CACNA1D/CACNB2/GNAI2/GNG11/GNG2/GNG7",8
"R-HSA-112412","R-HSA-112412","SOS-mediated signalling","34/733","201/7444",0.00110564528390336,0.02562885768088,0.0233931265331133,"ACTN2/ANGPT1/ARRB1/ARRB2/DLG4/DUSP1/EREG/FGF2/FGF7/FGFR4/FYN/GFRA1/HGF/IL3RA/ITGA2B/ITGB3/JAK2/KL/LAT/PDGFRA/PDGFRB/PPP2R5B/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/SHC2/SPTBN1/SYNGAP1/TEK",34
"R-HSA-179812","R-HSA-179812","GRB2 events in EGFR signaling","34/733","201/7444",0.00110564528390336,0.02562885768088,0.0233931265331133,"ACTN2/ANGPT1/ARRB1/ARRB2/DLG4/DUSP1/EREG/FGF2/FGF7/FGFR4/FYN/GFRA1/HGF/IL3RA/ITGA2B/ITGB3/JAK2/KL/LAT/PDGFRA/PDGFRB/PPP2R5B/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/SHC2/SPTBN1/SYNGAP1/TEK",34
"R-HSA-180336","R-HSA-180336","SHC1 events in EGFR signaling","34/733","201/7444",0.00110564528390336,0.02562885768088,0.0233931265331133,"ACTN2/ANGPT1/ARRB1/ARRB2/DLG4/DUSP1/EREG/FGF2/FGF7/FGFR4/FYN/GFRA1/HGF/IL3RA/ITGA2B/ITGB3/JAK2/KL/LAT/PDGFRA/PDGFRB/PPP2R5B/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/SHC2/SPTBN1/SYNGAP1/TEK",34
"R-HSA-5673001","R-HSA-5673001","RAF/MAP kinase cascade","34/733","201/7444",0.00110564528390336,0.02562885768088,0.0233931265331133,"ACTN2/ANGPT1/ARRB1/ARRB2/DLG4/DUSP1/EREG/FGF2/FGF7/FGFR4/FYN/GFRA1/HGF/IL3RA/ITGA2B/ITGB3/JAK2/KL/LAT/PDGFRA/PDGFRB/PPP2R5B/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/SHC2/SPTBN1/SYNGAP1/TEK",34
"R-HSA-187706","R-HSA-187706","Signalling to p38 via RIT and RIN","34/733","202/7444",0.00120798893732037,0.0274521407520452,0.0250573556657785,"ACTN2/ANGPT1/ARRB1/ARRB2/DLG4/DUSP1/EREG/FGF2/FGF7/FGFR4/FYN/GFRA1/HGF/IL3RA/ITGA2B/ITGB3/JAK2/KL/LAT/PDGFRA/PDGFRB/PPP2R5B/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/SHC2/SPTBN1/SYNGAP1/TEK",34
