"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-606279","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere","28/1430","38/7620",2.41572539128184e-13,2.78613661794506e-11,2.39029670295256e-11,"CENPA/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CENPW/H2AFX/H2AFZ/HIST1H2AE/HIST1H2BD/HIST1H2BG/HIST1H2BH/HIST1H2BJ/HIST1H2BK/HIST1H2BN/HIST1H4H/HIST1H4I/HIST2H2BE/HIST3H2BB/HIST4H4/HJURP/OIP5/RUVBL1",28
"R-HSA-774815","R-HSA-774815","Nucleosome assembly","28/1430","38/7620",2.41572539128184e-13,2.78613661794506e-11,2.39029670295256e-11,"CENPA/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CENPW/H2AFX/H2AFZ/HIST1H2AE/HIST1H2BD/HIST1H2BG/HIST1H2BH/HIST1H2BJ/HIST1H2BK/HIST1H2BN/HIST1H4H/HIST1H4I/HIST2H2BE/HIST3H2BB/HIST4H4/HJURP/OIP5/RUVBL1",28
"R-HSA-5693532","R-HSA-5693532","DNA Double-Strand Break Repair","60/1430","128/7620",2.62932482582423e-13,2.79921966072364e-11,2.401520974518e-11,"ATR/BARD1/BLM/BRCA1/BRCA2/BRIP1/CCNA2/CDK2/CHEK1/CHEK2/CLSPN/DNA2/EME1/EXO1/EYA2/FEN1/GEN1/H2AFX/HIST1H2BD/HIST1H2BG/HIST1H2BH/HIST1H2BJ/HIST1H2BK/HIST1H2BN/HIST1H4H/HIST1H4I/HIST2H2BE/HIST3H2BB/HIST4H4/KPNA2/LIG3/PALB2/PARP1/PARP2/PAXIP1/PCNA/POLD2/POLE/POLE2/POLE3/POLQ/PRKDC/RAD51/RAD51AP1/RAD51C/RAD9A/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/RPA3/TDP1/TIMELESS/TIPIN/TOPBP1/XRCC2/XRCC3",60
"R-HSA-69190","R-HSA-69190","DNA strand elongation","25/1430","32/7620",4.92117418855779e-13,4.86493219783142e-11,4.17374773285202e-11,"CDC45/DNA2/FEN1/GINS1/GINS2/GINS3/GINS4/LIG1/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/PCNA/POLA2/POLD2/PRIM1/PRIM2/RFC2/RFC3/RFC4/RFC5/RPA3",25
"R-HSA-2500257","R-HSA-2500257","Resolution of Sister Chromatid Cohesion","50/1430","99/7620",7.44415156801757e-13,6.53722022337606e-11,5.60844570426544e-11,"AURKB/BIRC5/BUB1/BUB1B/CCNB1/CCNB2/CDC20/CDCA5/CDCA8/CDK1/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/DSN1/ERCC6L/INCENP/KIF18A/KIF2C/KNTC1/MAD2L1/NDC80/NDE1/NUF2/NUP107/NUP37/NUP43/NUP85/PLK1/RANGAP1/RCC2/SKA1/SPC24/SPC25/TUBA1C/TUBB2A/TUBB2B/TUBB3/XPO1/ZWILCH/ZWINT",50
"R-HSA-5693567","R-HSA-5693567","HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA)","49/1430","96/7620",7.55748002702435e-13,6.53722022337606e-11,5.60844570426544e-11,"ATR/BARD1/BLM/BRCA1/BRCA2/BRIP1/CCNA2/CDK2/CHEK1/CLSPN/DNA2/EME1/EXO1/GEN1/H2AFX/HIST1H2BD/HIST1H2BG/HIST1H2BH/HIST1H2BJ/HIST1H2BK/HIST1H2BN/HIST1H4H/HIST1H4I/HIST2H2BE/HIST3H2BB/HIST4H4/PALB2/PCNA/POLD2/POLE/POLE2/POLE3/RAD51/RAD51AP1/RAD51C/RAD9A/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/RPA3/TIMELESS/TIPIN/TOPBP1/XRCC2/XRCC3",49
"R-HSA-68962","R-HSA-68962","Activation of the pre-replicative complex","21/1430","25/7620",2.83653992905229e-12,2.30927721282845e-10,1.98118702165386e-10,"CDC45/CDC6/CDC7/CDK2/CDT1/DBF4/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/POLA2/POLE/POLE2/POLE3/PRIM1/PRIM2/RPA3",21
"R-HSA-157579","R-HSA-157579","Telomere Maintenance","33/1430","53/7620",3.0724554059522e-12,2.36237682324325e-10,2.02674251340005e-10,"DKC1/DNA2/FEN1/H2AFX/H2AFZ/HIST1H2AE/HIST1H2BD/HIST1H2BG/HIST1H2BH/HIST1H2BJ/HIST1H2BK/HIST1H2BN/HIST1H4H/HIST1H4I/HIST2H2BE/HIST3H2BB/HIST4H4/LIG1/PCNA/POLA2/POLD2/POLE/POLE2/POLE3/PRIM1/PRIM2/RFC2/RFC3/RFC4/RFC5/RPA3/RUVBL1/TERT",33
"R-HSA-69473","R-HSA-69473","G2/M DNA damage checkpoint","37/1430","65/7620",7.03981066611855e-12,5.12794629574109e-10,4.39939414480982e-10,"ATR/BARD1/BLM/BRCA1/BRIP1/CCNB1/CDC25C/CDK1/CHEK1/CHEK2/DNA2/EXO1/H2AFX/HIST1H2BD/HIST1H2BG/HIST1H2BH/HIST1H2BJ/HIST1H2BK/HIST1H2BN/HIST1H4H/HIST1H4I/HIST2H2BE/HIST3H2BB/HIST4H4/RAD9A/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/RPA3/SFN/TOPBP1/YWHAG/YWHAZ",37
"R-HSA-912446","R-HSA-912446","Meiotic recombination","27/1430","40/7620",1.85258358301647e-11,1.2819878394474e-09,1.09984962191715e-09,"BLM/BRCA1/BRCA2/CDK2/CDK4/DMC1/H2AFX/H2AFZ/HIST1H2AE/HIST1H2BD/HIST1H2BG/HIST1H2BH/HIST1H2BJ/HIST1H2BK/HIST1H2BN/HIST1H3H/HIST1H4H/HIST1H4I/HIST2H2BE/HIST3H2BB/HIST4H4/MND1/PSMC3IP/RAD51/RAD51C/RBBP8/RPA3",27
"R-HSA-73894","R-HSA-73894","DNA Repair","92/1430","260/7620",8.72672732733039e-11,5.75132886715488e-09,4.93420973695673e-09,"ACTL6A/ALKBH2/ATR/BARD1/BLM/BRCA1/BRCA2/BRIP1/CCNA2/CDK2/CHEK1/CHEK2/CLSPN/DNA2/DTL/EME1/EXO1/EYA2/FANCA/FANCB/FANCD2/FANCE/FANCF/FANCG/FANCI/FANCL/FANCM/FEN1/GEN1/GTF2H4/H2AFX/HIST1H2BD/HIST1H2BG/HIST1H2BH/HIST1H2BJ/HIST1H2BK/HIST1H2BN/HIST1H4H/HIST1H4I/HIST2H2BE/HIST3H2BB/HIST4H4/INO80B/KPNA2/LIG1/LIG3/MAD2L2/MNAT1/MSH2/MSH6/PALB2/PARP1/PARP2/PAXIP1/PCNA/PIAS3/PMS2/LOC107984056/POLB/POLD2/POLE/POLE2/POLE3/POLQ/POLR2D/POLR2H/POLR2J/PRKDC/PRPF19/RAD51/RAD51AP1/RAD51C/RAD9A/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/RPA3/RUVBL1/SMUG1/TDG/TDP1/TIMELESS/TIPIN/TOPBP1/UBE2T/UNG/XRCC2/XRCC3",92
"R-HSA-5693579","R-HSA-5693579","Homologous DNA Pairing and Strand Exchange","24/1430","35/7620",1.51209207480185e-10,9.51243377966256e-09,8.16095626974397e-09,"ATR/BARD1/BLM/BRCA1/BRCA2/BRIP1/CHEK1/DNA2/EXO1/PALB2/RAD51/RAD51AP1/RAD51C/RAD9A/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RPA3/TOPBP1/XRCC2/XRCC3",24
"R-HSA-5663220","R-HSA-5663220","RHO GTPases Activate Formins","50/1430","113/7620",3.45596805727717e-10,2.07959121359635e-08,1.78413362407718e-08,"AURKB/BIRC5/BUB1/BUB1B/CDC20/CDCA8/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/DIAPH3/DSN1/DVL3/ERCC6L/INCENP/KIF18A/KIF2C/KNTC1/MAD2L1/NDC80/NDE1/NUF2/NUP107/NUP37/NUP43/NUP85/PFN2/PLK1/RANGAP1/RCC2/RHOD/SKA1/SPC24/SPC25/TUBA1C/TUBB2A/TUBB2B/TUBB3/XPO1/ZWILCH/ZWINT",50
"R-HSA-69306","R-HSA-69306","DNA Replication","45/1430","98/7620",6.07754285665635e-10,3.50471638067183e-08,3.00678436066156e-08,"CCNA2/CDC45/CDC6/CDC7/CDK2/CDT1/DBF4/DNA2/E2F1/E2F2/E2F3/FEN1/GINS1/GINS2/GINS3/GINS4/GMNN/LIG1/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/PCNA/POLA2/POLD2/POLE/POLE2/POLE3/PRIM1/PRIM2/PSMC4/PSMD11/PSMD14/PSMD2/PSMD7/PSME4/RFC2/RFC3/RFC4/RFC5/RPA3",45
"R-HSA-2299718","R-HSA-2299718","Condensation of Prophase Chromosomes","22/1430","32/7620",8.32952443951955e-10,4.61122472971802e-08,3.95608571274865e-08,"CCNB1/CDK1/H2AFX/H2AFZ/HIST1H2AE/HIST1H2BD/HIST1H2BG/HIST1H2BH/HIST1H2BJ/HIST1H2BK/HIST1H2BN/HIST1H3H/HIST1H4H/HIST1H4I/HIST2H2BE/HIST3H2BB/HIST4H4/NCAPD3/NCAPG2/PLK1/SMC2/SMC4",22
"R-HSA-5685942","R-HSA-5685942","HDR through Homologous Recombination (HRR)","31/1430","56/7620",9.38577834137919e-10,4.99612200941108e-08,4.28629877290515e-08,"ATR/BARD1/BLM/BRCA1/BRCA2/BRIP1/CHEK1/DNA2/EME1/EXO1/GEN1/PALB2/PCNA/POLD2/POLE/POLE2/POLE3/RAD51/RAD51AP1/RAD51C/RAD9A/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RPA3/TOPBP1/XRCC2/XRCC3",31
"R-HSA-5693607","R-HSA-5693607","Processing of DNA double-strand break ends","35/1430","68/7620",1.10039170797883e-09,5.64052638460261e-08,4.83914949941569e-08,"ATR/BARD1/BLM/BRCA1/BRIP1/CCNA2/CDK2/CHEK1/CLSPN/DNA2/EXO1/H2AFX/HIST1H2BD/HIST1H2BG/HIST1H2BH/HIST1H2BJ/HIST1H2BK/HIST1H2BN/HIST1H4H/HIST1H4I/HIST2H2BE/HIST3H2BB/HIST4H4/RAD9A/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/RPA3/TIMELESS/TIPIN/TOPBP1",35
"R-HSA-176974","R-HSA-176974","Unwinding of DNA","12/1430","12/7620",1.83754500097436e-09,9.08272243338757e-08,7.79229609435745e-08,"CDC45/GINS1/GINS2/GINS3/GINS4/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8",12
"R-HSA-5334118","R-HSA-5334118","DNA methylation","18/1430","24/7620",3.22337560886802e-09,1.53832822161149e-07,1.31977048522799e-07,"DNMT3A/DNMT3B/H2AFX/H2AFZ/HIST1H2AE/HIST1H2BD/HIST1H2BG/HIST1H2BH/HIST1H2BJ/HIST1H2BK/HIST1H2BN/HIST1H3H/HIST1H4H/HIST1H4I/HIST2H2BE/HIST3H2BB/HIST4H4/UHRF1",18
"R-HSA-5693616","R-HSA-5693616","Presynaptic phase of homologous DNA pairing and strand exchange","21/1430","32/7620",7.42665776139995e-09,3.42616478059251e-07,2.93939296661724e-07,"ATR/BARD1/BLM/BRCA1/BRCA2/BRIP1/CHEK1/DNA2/EXO1/RAD51/RAD51C/RAD9A/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RPA3/TOPBP1/XRCC2",21
"R-HSA-113510","R-HSA-113510","E2F mediated regulation of DNA replication","19/1430","28/7620",1.71497696691793e-08,7.65654232972392e-07,6.56874030113217e-07,"CCNB1/CCNE1/CDC25A/CDC45/CDC6/CDK1/CDT1/DHFR/E2F1/FBXO5/MCM8/PCNA/POLA2/PPP2R3B/PRIM1/PRIM2/RRM2/TFDP1/TYMS",19
"R-HSA-453279","R-HSA-453279","Mitotic G1-G1/S phases","52/1430","134/7620",3.8187710989024e-08,1.64518447072711e-06,1.4114451498176e-06,"CCNA2/CCNB1/CCNE1/CCNE2/CDC25A/CDC45/CDC6/CDC7/CDK1/CDK2/CDK4/CDKN2A/CDT1/CKS1B/DBF4/DHFR/E2F1/E2F2/E2F3/FBXO5/HDAC1/LIN9/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/MNAT1/MYBL2/PCNA/POLA2/POLE/POLE2/POLE3/PPP2R3B/PRIM1/PRIM2/PSMC4/PSMD11/PSMD14/PSMD2/PSMD7/RBL1/RPA3/RRM2/SKP2/TFDP1/TOP2A/TYMS",52
"R-HSA-2555396","R-HSA-2555396","Mitotic Metaphase and Anaphase","62/1430","171/7620",3.92276644031754e-08,1.64518447072711e-06,1.4114451498176e-06,"ANAPC1/ANAPC7/AURKB/BIRC5/BUB1/BUB1B/CDC20/CDCA5/CDCA8/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/DSN1/ERCC6L/ESPL1/FBXO5/INCENP/KIF18A/KIF2C/KNTC1/LMNB1/MAD2L1/NDC80/NDE1/NUF2/NUP107/NUP37/NUP43/NUP85/PLK1/PSMC4/PSMD11/PSMD14/PSMD2/PSMD7/PSME4/PTTG1/RANGAP1/RCC2/SKA1/SPC24/SPC25/TMPO/TUBA1C/TUBB2A/TUBB2B/TUBB3/UBE2C/VRK1/XPO1/ZWILCH/ZWINT",62
"R-HSA-69242","R-HSA-69242","S Phase","47/1430","118/7620",6.76285583403302e-08,2.7528801395005e-06,2.36176513337128e-06,"CCNA2/CCNE1/CCNE2/CDC25A/CDC45/CDC6/CDCA5/CDK2/CDK4/CDT1/CKS1B/DNA2/ESCO2/FEN1/GINS1/GINS2/GINS3/GINS4/LIG1/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/MNAT1/PCNA/POLA2/POLD2/POLE/POLE2/POLE3/PRIM1/PRIM2/PSMC4/PSMD11/PSMD14/PSMD2/PSMD7/PSME4/RFC2/RFC3/RFC4/RFC5/RPA3/SKP2",47
"R-HSA-68882","R-HSA-68882","Mitotic Anaphase","61/1430","170/7620",7.81931285793837e-08,3.09197971296763e-06,2.65268718909909e-06,"ANAPC1/ANAPC7/AURKB/BIRC5/BUB1/BUB1B/CDC20/CDCA5/CDCA8/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/DSN1/ERCC6L/ESPL1/INCENP/KIF18A/KIF2C/KNTC1/LMNB1/MAD2L1/NDC80/NDE1/NUF2/NUP107/NUP37/NUP43/NUP85/PLK1/PSMC4/PSMD11/PSMD14/PSMD2/PSMD7/PSME4/PTTG1/RANGAP1/RCC2/SKA1/SPC24/SPC25/TMPO/TUBA1C/TUBB2A/TUBB2B/TUBB3/UBE2C/VRK1/XPO1/ZWILCH/ZWINT",61
"R-HSA-2467813","R-HSA-2467813","Separation of Sister Chromatids","58/1430","159/7620",8.43895746393034e-08,3.244310313911e-06,2.78337544424369e-06,"ANAPC1/ANAPC7/AURKB/BIRC5/BUB1/BUB1B/CDC20/CDCA5/CDCA8/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/DSN1/ERCC6L/ESPL1/INCENP/KIF18A/KIF2C/KNTC1/MAD2L1/NDC80/NDE1/NUF2/NUP107/NUP37/NUP43/NUP85/PLK1/PSMC4/PSMD11/PSMD14/PSMD2/PSMD7/PSME4/PTTG1/RANGAP1/RCC2/SKA1/SPC24/SPC25/TUBA1C/TUBB2A/TUBB2B/TUBB3/UBE2C/XPO1/ZWILCH/ZWINT",58
"R-HSA-180786","R-HSA-180786","Extension of Telomeres","19/1430","30/7620",9.21889387299339e-08,3.37900206227491e-06,2.89893088397178e-06,"DKC1/DNA2/FEN1/LIG1/PCNA/POLA2/POLD2/POLE/POLE2/POLE3/PRIM1/PRIM2/RFC2/RFC3/RFC4/RFC5/RPA3/RUVBL1/TERT",19
"R-HSA-195258","R-HSA-195258","RHO GTPase Effectors","79/1430","241/7620",9.35494924158896e-08,3.37900206227491e-06,2.89893088397178e-06,"AURKB/BIRC5/BUB1/BUB1B/CDC20/CDC25C/CDCA8/CDH1/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/DIAPH3/DSN1/DVL3/ERCC6L/H2AFX/H2AFZ/HIST1H2AE/HIST1H2BD/HIST1H2BG/HIST1H2BH/HIST1H2BJ/HIST1H2BK/HIST1H2BN/HIST1H3H/HIST1H4H/HIST1H4I/HIST2H2BE/HIST3H2BB/HIST4H4/INCENP/IQGAP3/KIF14/KIF18A/KIF2C/KIF5A/KLC3/KNTC1/MAD2L1/NDC80/NDE1/NUF2/NUP107/NUP37/NUP43/NUP85/PAK1/PFN2/PLK1/PRC1/RANGAP1/RCC2/RHOD/RTKN/SFN/SKA1/SPC24/SPC25/TUBA1C/TUBB2A/TUBB2B/TUBB3/WASF1/WIPF3/XPO1/YWHAG/YWHAZ/ZWILCH/ZWINT",79
"R-HSA-5693568","R-HSA-5693568","Resolution of D-loop Structures through Holliday Junction Intermediates","17/1430","25/7620",9.5217543662371e-08,3.37900206227491e-06,2.89893088397178e-06,"BARD1/BLM/BRCA1/BRCA2/BRIP1/DNA2/EME1/EXO1/GEN1/PALB2/RAD51/RAD51AP1/RAD51C/RBBP8/RMI1/XRCC2/XRCC3",17
