"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-69206","R-HSA-69206","G1/S Transition","28/452","109/7444",3.12537085034221e-11,2.77305631812182e-09,2.10551299391475e-09,"CCNB1/CDC6/CDK1/CDK4/CDT1/DHFR/MCM2/MCM3/MCM4/MCM5/PCNA/PRIM2/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1/RPA1/RRM2",28
"R-HSA-68867","R-HSA-68867","Assembly of the pre-replicative complex","20/452","59/7444",9.40627463666939e-11,7.6504367044911e-09,5.80878714404847e-09,"CDC6/CDT1/MCM2/MCM3/MCM4/MCM5/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",20
"R-HSA-453279","R-HSA-453279","Mitotic G1-G1/S phases","30/452","132/7444",1.66778854350016e-10,1.21209652551352e-08,9.20314877007677e-09,"CCNB1/CDC6/CDK1/CDK4/CDT1/DHFR/MCM2/MCM3/MCM4/MCM5/MYBL2/PCNA/PRIM2/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1/RPA1/RRM2/TOP2A",30
"R-HSA-70263","R-HSA-70263","Gluconeogenesis","13/452","24/7444",1.73866304889234e-10,1.21209652551352e-08,9.20314877007677e-09,"ALDOA/ENO1/GAPDH/GOT1/GOT2/GPI/MDH1/MDH2/PGK1/SLC25A1/SLC25A10/SLC25A11/TPI1",13
"R-HSA-68949","R-HSA-68949","Orc1 removal from chromatin","20/452","62/7444",2.61202773397984e-10,1.43153973822675e-08,1.08693267440858e-08,"CDC6/CDT1/MCM2/MCM3/MCM4/MCM5/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",20
"R-HSA-69052","R-HSA-69052","Switching of origins to a post-replicative state","20/452","62/7444",2.61202773397984e-10,1.43153973822675e-08,1.08693267440858e-08,"CDC6/CDT1/MCM2/MCM3/MCM4/MCM5/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",20
"R-HSA-68874","R-HSA-68874","M/G1 Transition","22/452","75/7444",2.64013476312311e-10,1.43153973822675e-08,1.08693267440858e-08,"CDC6/CDT1/MCM2/MCM3/MCM4/MCM5/PRIM2/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1/RPA1",22
"R-HSA-69002","R-HSA-69002","DNA Replication Pre-Initiation","22/452","75/7444",2.64013476312311e-10,1.43153973822675e-08,1.08693267440858e-08,"CDC6/CDT1/MCM2/MCM3/MCM4/MCM5/PRIM2/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1/RPA1",22
"R-HSA-1852241","R-HSA-1852241","Organelle biogenesis and maintenance","49/452","313/7444",4.68975344675928e-10,2.40905229686161e-08,1.8291337543039e-08,"CCT3/CCT4/CCT5/CDK1/CKAP5/CYCS/DAP3/DYNLL1/ERAL1/MRPL1/MRPL11/MRPL12/MRPL13/MRPL15/MRPL18/MRPL19/MRPL27/MRPL28/MRPL3/MRPL37/MRPL42/MRPL47/MRPL48/MRPL51/MRPS10/MRPS11/MRPS16/MRPS18A/MRPS23/MRPS26/MRPS28/MRPS33/MRPS34/MRPS35/MRPS7/MTIF2/PLK4/PRKAG1/RAB8A/SSBP1/SSNA1/TFB2M/TGS1/TSFM/TTC30A/TTC30B/TUBA1C/TUFM/YWHAG",49
"R-HSA-69300","R-HSA-69300","Removal of licensing factors from origins","20/452","64/7444",4.9670948204418e-10,2.4239422723756e-08,1.84043934399528e-08,"CDC6/CDT1/MCM2/MCM3/MCM4/MCM5/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",20
"R-HSA-69304","R-HSA-69304","Regulation of DNA replication","20/452","67/7444",1.23697855386124e-09,5.74900508842174e-08,4.36507720259804e-08,"CDC6/CDT1/MCM2/MCM3/MCM4/MCM5/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",20
"R-HSA-68886","R-HSA-68886","M Phase","40/452","247/7444",7.69276915560437e-09,3.4127921344863e-07,2.59124855767726e-07,"BANF1/CCNB1/CDC20/CDCA5/CDK1/CENPE/CENPF/CENPH/CKAP5/CSNK2A1/GORASP2/KIF23/LMNB1/MAD2L1/NCAPD2/NCAPG/NCAPG2/NUP155/NUP35/NUP37/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1/SMC2/SPC25/TUBA1C/ZW10/ZWILCH/ZWINT",40
"R-HSA-68827","R-HSA-68827","CDT1 association with the CDC6:ORC:origin complex","16/452","50/7444",1.89728569039241e-08,8.05109058183909e-07,6.11299371183641e-07,"CDC6/CDT1/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",16
"R-HSA-6790901","R-HSA-6790901","rRNA modification in the nucleus and cytosol","16/452","51/7444",2.61240466790794e-08,1.06237789828256e-06,8.06637230792626e-07,"DCAF13/DDX49/DDX52/DKC1/FBL/FCF1/GAR1/HEATR1/IMP4/MPHOSPH10/NAT10/NOL11/NOP56/UTP14A/WDR3/WDR43",16
"R-HSA-72165","R-HSA-72165","mRNA Splicing - Minor Pathway","15/452","45/7444",2.84448606556861e-08,1.11048735999799e-06,8.43165553751706e-07,"EFTUD2/NCBP2/POLR2D/PRPF6/SF3B3/SF3B4/SF3B5/SNRNP40/SNRPB/SNRPD1/SNRPD3/SNRPE/SNRPF/SNRPG/ZCRB1",15
"R-HSA-1236978","R-HSA-1236978","Cross-presentation of soluble exogenous antigens (endosomes)","15/452","46/7444",3.98896639336802e-08,1.49739661535661e-06,1.13693617041744e-06,"MRC1/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",15
"R-HSA-350562","R-HSA-350562","Regulation of ornithine decarboxylase (ODC)","15/452","47/7444",5.53697543231162e-08,2.00151408219857e-06,1.5197000796676e-06,"AZIN1/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",15
"R-HSA-69017","R-HSA-69017","CDK-mediated phosphorylation and removal of Cdc6","15/452","48/7444",7.61146393018434e-08,2.47626293195331e-06,1.88016512521045e-06,"CDC6/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",15
"R-HSA-69229","R-HSA-69229","Ubiquitin-dependent degradation of Cyclin D1","15/452","48/7444",7.61146393018434e-08,2.47626293195331e-06,1.88016512521045e-06,"CDK4/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",15
"R-HSA-75815","R-HSA-75815","Ubiquitin-dependent degradation of Cyclin D","15/452","48/7444",7.61146393018434e-08,2.47626293195331e-06,1.88016512521045e-06,"CDK4/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",15
"R-HSA-176409","R-HSA-176409","APC/C:Cdc20 mediated degradation of mitotic proteins","18/452","71/7444",1.39048055130834e-07,3.90317272367217e-06,2.96358239588568e-06,"CCNB1/CDC20/CDK1/MAD2L1/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",18
"R-HSA-169911","R-HSA-169911","Regulation of Apoptosis","15/452","50/7444",1.39970333328408e-07,3.90317272367217e-06,2.96358239588568e-06,"OPA1/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",15
"R-HSA-69601","R-HSA-69601","Ubiquitin Mediated Degradation of Phosphorylated Cdc25A","15/452","50/7444",1.39970333328408e-07,3.90317272367217e-06,2.96358239588568e-06,"CHEK1/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",15
"R-HSA-69610","R-HSA-69610","p53-Independent DNA Damage Response","15/452","50/7444",1.39970333328408e-07,3.90317272367217e-06,2.96358239588568e-06,"CHEK1/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",15
"R-HSA-69613","R-HSA-69613","p53-Independent G1/S DNA damage checkpoint","15/452","50/7444",1.39970333328408e-07,3.90317272367217e-06,2.96358239588568e-06,"CHEK1/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",15
"R-HSA-69190","R-HSA-69190","DNA strand elongation","12/452","32/7444",1.60906441933382e-07,4.36235242574947e-06,3.3122261731316e-06,"FEN1/MCM2/MCM3/MCM4/MCM5/PCNA/POLD2/PRIM2/RFC2/RFC3/RFC5/RPA1",12
"R-HSA-176814","R-HSA-176814","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins","18/452","72/7444",1.75166990152336e-07,4.62062114564e-06,3.50832321670682e-06,"CCNB1/CDC20/CDK1/MAD2L1/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",18
"R-HSA-8852276","R-HSA-8852276","The role of GTSE1 in G2/M progression after G2 checkpoint","17/452","66/7444",2.4222377307069e-07,5.92565523146364e-06,4.49920328187058e-06,"CCNB1/CDK1/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1/TUBA1C",17
"R-HSA-174113","R-HSA-174113","SCF-beta-TrCP mediated degradation of Emi1","15/452","52/7444",2.48926090665993e-07,5.92565523146364e-06,4.49920328187058e-06,"CDC20/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",15
"R-HSA-450408","R-HSA-450408","AUF1 (hnRNP D0) binds and destabilizes mRNA","15/452","52/7444",2.48926090665993e-07,5.92565523146364e-06,4.49920328187058e-06,"EIF4G1/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",15
"R-HSA-8854050","R-HSA-8854050","FBXL7 down-regulates AURKA during mitotic entry and in early mitosis","15/452","52/7444",2.48926090665993e-07,5.92565523146364e-06,4.49920328187058e-06,"AURKA/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",15
"R-HSA-174143","R-HSA-174143","APC/C-mediated degradation of cell cycle proteins","19/452","82/7444",2.90992681591433e-07,6.60485714495904e-06,5.01490447589643e-06,"AURKA/CCNB1/CDC20/CDK1/MAD2L1/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",19
"R-HSA-453276","R-HSA-453276","Regulation of mitotic cell cycle","19/452","82/7444",2.90992681591433e-07,6.60485714495904e-06,5.01490447589643e-06,"AURKA/CCNB1/CDC20/CDK1/MAD2L1/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",19
"R-HSA-4641258","R-HSA-4641258","Degradation of DVL","15/452","53/7444",3.28134240727626e-07,7.27861406704916e-06,5.52647142278107e-06,"KLHL12/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",15
"R-HSA-351202","R-HSA-351202","Metabolism of polyamines","18/452","75/7444",3.40959942597207e-07,7.39504231055277e-06,5.61487250499261e-06,"AZIN1/ENOPH1/GOT1/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1/SLC25A15",18
"R-HSA-68882","R-HSA-68882","Mitotic Anaphase","29/452","171/7444",3.52642539130524e-07,7.48215474329112e-06,5.6810148180295e-06,"BANF1/CDC20/CDCA5/CENPE/CENPF/CENPH/CKAP5/LMNB1/MAD2L1/NUP37/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1/SPC25/TUBA1C/ZW10/ZWILCH/ZWINT",29
"R-HSA-174184","R-HSA-174184","Cdc20:Phospho-APC/C mediated degradation of Cyclin A","17/452","68/7444",3.86407989188152e-07,8.02413186058801e-06,6.0925246223619e-06,"CDC20/CDK1/MAD2L1/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",17
"R-HSA-2555396","R-HSA-2555396","Mitotic Metaphase and Anaphase","29/452","172/7444",4.00628830454939e-07,8.08112113424751e-06,6.13579516664177e-06,"BANF1/CDC20/CDCA5/CENPE/CENPF/CENPH/CKAP5/LMNB1/MAD2L1/NUP37/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1/SPC25/TUBA1C/ZW10/ZWILCH/ZWINT",29
"R-HSA-211733","R-HSA-211733","Regulation of activated PAK-2p34 by proteasome mediated degradation","14/452","47/7444",4.05712024157918e-07,8.08112113424751e-06,6.13579516664177e-06,"PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",14
"R-HSA-176408","R-HSA-176408","Regulation of APC/C activators between G1/S and early anaphase","18/452","76/7444",4.22131423284447e-07,8.24000538251241e-06,6.25643204194212e-06,"CCNB1/CDC20/CDK1/MAD2L1/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",18
"R-HSA-180786","R-HSA-180786","Extension of Telomeres","11/452","29/7444",4.67337055480095e-07,8.94354835585436e-06,6.79061479995845e-06,"DKC1/FEN1/PCNA/POLD2/PRIM2/RFC2/RFC3/RFC5/RPA1/RUVBL1/RUVBL2",11
"R-HSA-179419","R-HSA-179419","APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint","17/452","69/7444",4.84495064391076e-07,9.09359967010943e-06,6.90454504719267e-06,"CDC20/CDK1/MAD2L1/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",17
"R-HSA-109581","R-HSA-109581","Apoptosis","27/452","156/7444",5.93566772130098e-07,1.09305881056411e-05,8.29932487744964e-06,"BCAP31/CDH1/CYCS/DIABLO/DSG2/DSP/DYNLL1/H1F0/LMNB1/OPA1/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1/SFN/YWHAG/YWHAZ",27
"R-HSA-72172","R-HSA-72172","mRNA Splicing","28/452","166/7444",6.32221632732643e-07,1.14268206212419e-05,8.67610193847526e-06,"BCAS2/CDC5L/CPSF3/CSTF1/DHX9/EFTUD2/HNRNPU/LSM4/NCBP2/POLR2D/PPIL1/PRPF19/PRPF6/PUF60/RBM8A/SF3B3/SF3B4/SF3B5/SNRNP40/SNRPB/SNRPB2/SNRPC/SNRPD1/SNRPD3/SNRPE/SNRPF/SNRPG/ZCRB1",28
"R-HSA-180534","R-HSA-180534","Vpu mediated degradation of CD4","14/452","49/7444",7.16531595989455e-07,1.22690322401001e-05,9.3155723652184e-06,"PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",14
"R-HSA-180585","R-HSA-180585","Vif-mediated degradation of APOBEC3G","14/452","49/7444",7.16531595989455e-07,1.22690322401001e-05,9.3155723652184e-06,"PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",14
"R-HSA-349425","R-HSA-349425","Autodegradation of the E3 ubiquitin ligase COP1","14/452","49/7444",7.16531595989455e-07,1.22690322401001e-05,9.3155723652184e-06,"PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",14
"R-HSA-72163","R-HSA-72163","mRNA Splicing - Major Pathway","27/452","158/7444",7.71348682913597e-07,1.29799364573047e-05,9.85534433341511e-06,"BCAS2/CDC5L/CPSF3/CSTF1/DHX9/EFTUD2/HNRNPU/LSM4/NCBP2/POLR2D/PPIL1/PRPF19/PRPF6/PUF60/RBM8A/SF3B3/SF3B4/SF3B5/SNRNP40/SNRPB/SNRPB2/SNRPC/SNRPD1/SNRPD3/SNRPE/SNRPF/SNRPG",27
"R-HSA-5357801","R-HSA-5357801","Programmed Cell Death","27/452","159/7444",8.77594144530371e-07,1.4517489577316e-05,1.10227703434323e-05,"BCAP31/CDH1/CYCS/DIABLO/DSG2/DSP/DYNLL1/H1F0/LMNB1/OPA1/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1/SFN/YWHAG/YWHAZ",27
"R-HSA-2467813","R-HSA-2467813","Separation of Sister Chromatids","27/452","160/7444",9.97199446189345e-07,1.62211109913467e-05,1.23162878967947e-05,"CDC20/CDCA5/CENPE/CENPF/CENPH/CKAP5/MAD2L1/NUP37/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1/SPC25/TUBA1C/ZW10/ZWILCH/ZWINT",27
"R-HSA-187577","R-HSA-187577","SCF(Skp2)-mediated degradation of p27/p21","15/452","58/7444",1.17809968238493e-06,1.88495949181589e-05,1.43120306539947e-05,"CDK4/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",15
"R-HSA-69275","R-HSA-69275","G2/M Transition","28/452","172/7444",1.32648697373844e-06,2.08814723607858e-05,1.58547848813559e-05,"AURKA/CCNB1/CDK1/CENPF/CKAP5/DYNLL1/HMMR/MYBL2/PLK4/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1/RAB8A/SSNA1/TPX2/TUBA1C/YWHAG",28
"R-HSA-4641257","R-HSA-4641257","Degradation of AXIN","14/452","52/7444",1.58569925335001e-06,2.41819136135877e-05,1.83607281966844e-05,"PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",14
"R-HSA-69541","R-HSA-69541","Stabilization of p53","14/452","52/7444",1.58569925335001e-06,2.41819136135877e-05,1.83607281966844e-05,"PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",14
"R-HSA-453274","R-HSA-453274","Mitotic G2-G2/M phases","28/452","174/7444",1.68271318235091e-06,2.50299999808393e-05,1.90046591744078e-05,"AURKA/CCNB1/CDK1/CENPF/CKAP5/DYNLL1/HMMR/MYBL2/PLK4/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1/RAB8A/SSNA1/TPX2/TUBA1C/YWHAG",28
"R-HSA-450531","R-HSA-450531","Regulation of mRNA stability by proteins that bind AU-rich elements","18/452","83/7444",1.69260245772069e-06,2.50299999808393e-05,1.90046591744078e-05,"EIF4G1/EXOSC4/PARN/PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1/YWHAZ",18
"R-HSA-5362768","R-HSA-5362768","Hh mutants that don't undergo autocatalytic processing are degraded by ERAD","14/452","53/7444",2.03713284762471e-06,2.89375418954667e-05,2.19715589887926e-05,"PSMA4/PSMA5/PSMB2/PSMB6/PSMC1/PSMC2/PSMC4/PSMD1/PSMD12/PSMD14/PSMD2/PSMD4/PSME3/PSMF1",14
