"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-5693532","R-HSA-5693532","DNA Double-Strand Break Repair","58/1375","125/7582",2.48147190000718e-13,2.99021955908242e-11,2.55099570227877e-11,"ATR/BARD1/BLM/BRCA1/BRCA2/BRIP1/CCNA1/CCNA2/CDK2/CHEK1/CHEK2/CLSPN/DNA2/EME1/EXO1/EYA2/FEN1/GEN1/H2AFX/HIST1H2BD/HIST1H2BG/HIST1H2BJ/HIST1H4H/HIST1H4I/HIST2H2BE/HIST4H4/KPNA2/LIG3/PALB2/PARP1/PARP2/PAXIP1/PCNA/POLD1/POLD2/POLE/POLE2/POLE3/POLQ/PRKDC/RAD51/RAD51AP1/RAD51C/RAD9A/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/RPA3/TDP1/TIMELESS/TIPIN/TOPBP1/XRCC2/XRCC3",58
"R-HSA-176187","R-HSA-176187","Activation of ATR in response to replication stress","24/1375","30/7582",2.60585582490843e-13,2.99021955908242e-11,2.55099570227877e-11,"ATR/CDC25A/CDC25C/CDC45/CDC6/CDC7/CDK2/CHEK1/CLSPN/DBF4/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/RAD9A/RFC2/RFC3/RFC4/RFC5/RPA3",24
"R-HSA-69481","R-HSA-69481","G2/M Checkpoints","58/1375","127/7582",5.79255259544147e-13,6.13564994147916e-11,5.23440380284428e-11,"ATR/BARD1/BLM/BRCA1/BRIP1/CCNB1/CCNB2/CDC25A/CDC25C/CDC45/CDC6/CDC7/CDK1/CDK2/CHEK1/CHEK2/CLSPN/DBF4/DNA2/EXO1/GTSE1/H2AFX/HIST1H2BD/HIST1H2BG/HIST1H2BJ/HIST1H4H/HIST1H4I/HIST2H2BE/HIST4H4/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/PKMYT1/PSMB4/PSMC4/PSMD11/PSMD14/PSMD2/PSMD7/PSME4/RAD9A/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/RPA3/SFN/TOPBP1/YWHAG/YWHAZ",58
"R-HSA-5693567","R-HSA-5693567","HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA)","47/1375","93/7582",9.77849621453697e-13,9.61784949101243e-11,8.20511411685959e-11,"ATR/BARD1/BLM/BRCA1/BRCA2/BRIP1/CCNA1/CCNA2/CDK2/CHEK1/CLSPN/DNA2/EME1/EXO1/GEN1/H2AFX/HIST1H2BD/HIST1H2BG/HIST1H2BJ/HIST1H4H/HIST1H4I/HIST2H2BE/HIST4H4/PALB2/PCNA/POLD1/POLD2/POLE/POLE2/POLE3/RAD51/RAD51AP1/RAD51C/RAD9A/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/RPA3/TIMELESS/TIPIN/TOPBP1/XRCC2/XRCC3",47
"R-HSA-68962","R-HSA-68962","Activation of the pre-replicative complex","21/1375","25/7582",1.41540739569912e-12,1.29934398925179e-10,1.10848747621068e-10,"CDC45/CDC6/CDC7/CDK2/CDT1/DBF4/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/POLA2/POLE/POLE2/POLE3/PRIM1/PRIM2/RPA3",21
"R-HSA-69306","R-HSA-69306","DNA Replication","48/1375","98/7582",2.48154997784752e-12,2.13568394968502e-10,1.82198011531437e-10,"CCNA1/CCNA2/CDC45/CDC6/CDC7/CDK2/CDT1/DBF4/DNA2/E2F1/E2F2/E2F3/FEN1/GINS1/GINS2/GINS3/GINS4/GMNN/LIG1/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/PCNA/POLA2/POLD1/POLD2/POLE/POLE2/POLE3/PRIM1/PRIM2/PSMB4/PSMC4/PSMD11/PSMD14/PSMD2/PSMD7/PSME4/RFC2/RFC3/RFC4/RFC5/RPA3",48
"R-HSA-73894","R-HSA-73894","DNA Repair","90/1375","257/7582",3.92786184463143e-11,3.18156809415146e-09,2.71423765858123e-09,"ACTL6A/ALKBH2/ATR/BARD1/BLM/BRCA1/BRCA2/BRIP1/CCNA1/CCNA2/CDK2/CHEK1/CHEK2/CLSPN/DNA2/DTL/EME1/EXO1/EYA2/FANCA/FANCB/FANCD2/FANCE/FANCG/FANCI/FANCL/FANCM/FEN1/GEN1/GTF2H4/H2AFX/HIST1H2BD/HIST1H2BG/HIST1H2BJ/HIST1H4H/HIST1H4I/HIST2H2BE/HIST4H4/INO80B/KPNA2/LIG1/LIG3/MAD2L2/MNAT1/MSH2/MSH6/MUTYH/PALB2/PARP1/PARP2/PAXIP1/PCNA/PIAS3/PMS2/LOC107984056/POLB/POLD1/POLD2/POLE/POLE2/POLE3/POLQ/POLR2D/POLR2H/POLR2J/PRKDC/PRPF19/RAD51/RAD51AP1/RAD51C/RAD9A/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/RPA3/RUVBL1/SMUG1/TDG/TDP1/TIMELESS/TIPIN/TOPBP1/UBE2T/UNG/XRCC2/XRCC3",90
"R-HSA-5685942","R-HSA-5685942","HDR through Homologous Recombination (HRR)","32/1375","56/7582",6.46828069862162e-11,4.92732810085359e-09,4.20356852085205e-09,"ATR/BARD1/BLM/BRCA1/BRCA2/BRIP1/CHEK1/DNA2/EME1/EXO1/GEN1/PALB2/PCNA/POLD1/POLD2/POLE/POLE2/POLE3/RAD51/RAD51AP1/RAD51C/RAD9A/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RPA3/TOPBP1/XRCC2/XRCC3",32
"R-HSA-606279","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere","24/1375","35/7582",7.1566130731352e-11,4.92732810085359e-09,4.20356852085205e-09,"CENPA/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CENPW/H2AFX/H2AFZ/HIST1H2AE/HIST1H2BD/HIST1H2BG/HIST1H2BJ/HIST1H4H/HIST1H4I/HIST2H2BE/HIST4H4/HJURP/OIP5/RUVBL1",24
"R-HSA-774815","R-HSA-774815","Nucleosome assembly","24/1375","35/7582",7.1566130731352e-11,4.92732810085359e-09,4.20356852085205e-09,"CENPA/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CENPW/H2AFX/H2AFZ/HIST1H2AE/HIST1H2BD/HIST1H2BG/HIST1H2BJ/HIST1H4H/HIST1H4I/HIST2H2BE/HIST4H4/HJURP/OIP5/RUVBL1",24
"R-HSA-5663220","R-HSA-5663220","RHO GTPases Activate Formins","50/1375","113/7582",9.7146828504445e-11,6.37005632622003e-09,5.43437897799301e-09,"AURKB/BIRC5/BUB1/BUB1B/CDC20/CDCA8/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/DIAPH3/DSN1/DVL3/ERCC6L/INCENP/KIF18A/KIF2C/KNTC1/MAD2L1/NDC80/NDE1/NUF2/NUP107/NUP37/NUP43/NUP85/PFN2/PLK1/RANGAP1/RCC2/RHOD/SKA1/SPC24/SPC25/TUBA1C/TUBB2A/TUBB2B/TUBB3/XPO1/ZWILCH/ZWINT",50
"R-HSA-157579","R-HSA-157579","Telomere Maintenance","29/1375","49/7582",1.5943325083471e-10,9.97907210906346e-09,8.51327789146108e-09,"DKC1/DNA2/FEN1/H2AFX/H2AFZ/HIST1H2AE/HIST1H2BD/HIST1H2BG/HIST1H2BJ/HIST1H4H/HIST1H4I/HIST2H2BE/HIST4H4/LIG1/PCNA/POLA2/POLD1/POLD2/POLE/POLE2/POLE3/PRIM1/PRIM2/RFC2/RFC3/RFC4/RFC5/RPA3/RUVBL1",29
"R-HSA-5693579","R-HSA-5693579","Homologous DNA Pairing and Strand Exchange","24/1375","36/7582",1.77950317798199e-10,1.06538081568748e-08,9.08890410356021e-09,"ATR/BARD1/BLM/BRCA1/BRCA2/BRIP1/CHEK1/DNA2/EXO1/PALB2/RAD51/RAD51AP1/RAD51C/RAD9A/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RPA3/TOPBP1/XRCC2/XRCC3",24
"R-HSA-69242","R-HSA-69242","S Phase","50/1375","118/7582",6.31859910952744e-10,3.62529623909137e-08,3.09278798518975e-08,"CCNA1/CCNA2/CCNE1/CCNE2/CDC25A/CDC45/CDC6/CDCA5/CDK2/CDK4/CDT1/CKS1B/DNA2/ESCO2/FEN1/GINS1/GINS2/GINS3/GINS4/LIG1/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/MNAT1/PCNA/POLA2/POLD1/POLD2/POLE/POLE2/POLE3/PRIM1/PRIM2/PSMB4/PSMC4/PSMD11/PSMD14/PSMD2/PSMD7/PSME4/RFC2/RFC3/RFC4/RFC5/RPA3/SKP2",50
"R-HSA-69473","R-HSA-69473","G2/M DNA damage checkpoint","33/1375","63/7582",7.30327318954337e-10,4.02264287280049e-08,3.43176963348648e-08,"ATR/BARD1/BLM/BRCA1/BRIP1/CCNB1/CDC25C/CDK1/CHEK1/CHEK2/DNA2/EXO1/H2AFX/HIST1H2BD/HIST1H2BG/HIST1H2BJ/HIST1H4H/HIST1H4I/HIST2H2BE/HIST4H4/RAD9A/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/RPA3/SFN/TOPBP1/YWHAG/YWHAZ",33
"R-HSA-113510","R-HSA-113510","E2F mediated regulation of DNA replication","20/1375","28/7582",9.21000925793583e-10,4.87776259545294e-08,4.16128353516453e-08,"CCNA1/CCNB1/CCNE1/CDC25A/CDC45/CDC6/CDK1/CDT1/DHFR/E2F1/FBXO5/MCM8/PCNA/POLA2/PPP2R3B/PRIM1/PRIM2/RRM2/TFDP1/TYMS",20
"R-HSA-453279","R-HSA-453279","Mitotic G1-G1/S phases","54/1375","134/7582",1.21191814292085e-09,5.98247374904057e-08,5.10372717496409e-08,"CCNA1/CCNA2/CCNB1/CCNE1/CCNE2/CDC25A/CDC45/CDC6/CDC7/CDK1/CDK2/CDK4/CDKN2A/CDT1/CKS1B/DBF4/DHFR/E2F1/E2F2/E2F3/FBXO5/HDAC1/LIN9/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/MNAT1/MYBL2/PCNA/POLA2/POLE/POLE2/POLE3/PPP2R3B/PRIM1/PRIM2/PSMB4/PSMC4/PSMD11/PSMD14/PSMD2/PSMD7/RBL1/RPA3/RRM2/SKP2/TFDP1/TOP2A/TYMS",54
"R-HSA-176974","R-HSA-176974","Unwinding of DNA","12/1375","12/7582",1.21647977467782e-09,5.98247374904057e-08,5.10372717496409e-08,"CDC45/GINS1/GINS2/GINS3/GINS4/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8",12
"R-HSA-69239","R-HSA-69239","Synthesis of DNA","41/1375","91/7582",2.47168235235805e-09,1.17362296524036e-07,1.00123321424014e-07,"CCNA1/CCNA2/CDC45/CDC6/CDK2/CDT1/DNA2/FEN1/GINS1/GINS2/GINS3/GINS4/LIG1/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/PCNA/POLA2/POLD1/POLD2/POLE/POLE2/POLE3/PRIM1/PRIM2/PSMB4/PSMC4/PSMD11/PSMD14/PSMD2/PSMD7/PSME4/RFC2/RFC3/RFC4/RFC5/RPA3",41
"R-HSA-2555396","R-HSA-2555396","Mitotic Metaphase and Anaphase","63/1375","171/7582",3.74967302851085e-09,1.72109992008648e-07,1.46829301748004e-07,"ANAPC1/ANAPC7/AURKB/BIRC5/BUB1/BUB1B/CDC20/CDCA5/CDCA8/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/DSN1/ERCC6L/ESPL1/FBXO5/INCENP/KIF18A/KIF2C/KNTC1/LMNB1/MAD2L1/NDC80/NDE1/NUF2/NUP107/NUP37/NUP43/NUP85/PLK1/PSMB4/PSMC4/PSMD11/PSMD14/PSMD2/PSMD7/PSME4/PTTG1/RANGAP1/RCC2/SKA1/SPC24/SPC25/TMPO/TUBA1C/TUBB2A/TUBB2B/TUBB3/UBE2C/VRK1/XPO1/ZWILCH/ZWINT",63
"R-HSA-69206","R-HSA-69206","G1/S Transition","46/1375","110/7582",5.11571869447632e-09,2.27236923944964e-07,1.93858813685418e-07,"CCNA1/CCNA2/CCNB1/CCNE1/CCNE2/CDC25A/CDC45/CDC6/CDC7/CDK1/CDK2/CDK4/CDT1/CKS1B/DBF4/DHFR/E2F1/FBXO5/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/MNAT1/PCNA/POLA2/POLE/POLE2/POLE3/PPP2R3B/PRIM1/PRIM2/PSMB4/PSMC4/PSMD11/PSMD14/PSMD2/PSMD7/RPA3/RRM2/SKP2/TFDP1/TYMS",46
"R-HSA-68882","R-HSA-68882","Mitotic Anaphase","62/1375","170/7582",7.86943337618786e-09,3.38631554969084e-07,2.88891041046896e-07,"ANAPC1/ANAPC7/AURKB/BIRC5/BUB1/BUB1B/CDC20/CDCA5/CDCA8/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/DSN1/ERCC6L/ESPL1/INCENP/KIF18A/KIF2C/KNTC1/LMNB1/MAD2L1/NDC80/NDE1/NUF2/NUP107/NUP37/NUP43/NUP85/PLK1/PSMB4/PSMC4/PSMD11/PSMD14/PSMD2/PSMD7/PSME4/PTTG1/RANGAP1/RCC2/SKA1/SPC24/SPC25/TMPO/TUBA1C/TUBB2A/TUBB2B/TUBB3/UBE2C/VRK1/XPO1/ZWILCH/ZWINT",62
"R-HSA-2467813","R-HSA-2467813","Separation of Sister Chromatids","59/1375","159/7582",8.66068526900415e-09,3.60344771255004e-07,3.07414871934093e-07,"ANAPC1/ANAPC7/AURKB/BIRC5/BUB1/BUB1B/CDC20/CDCA5/CDCA8/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/DSN1/ERCC6L/ESPL1/INCENP/KIF18A/KIF2C/KNTC1/MAD2L1/NDC80/NDE1/NUF2/NUP107/NUP37/NUP43/NUP85/PLK1/PSMB4/PSMC4/PSMD11/PSMD14/PSMD2/PSMD7/PSME4/PTTG1/RANGAP1/RCC2/SKA1/SPC24/SPC25/TUBA1C/TUBB2A/TUBB2B/TUBB3/UBE2C/XPO1/ZWILCH/ZWINT",59
"R-HSA-5693616","R-HSA-5693616","Presynaptic phase of homologous DNA pairing and strand exchange","21/1375","33/7582",8.8974017593828e-09,3.60344771255004e-07,3.07414871934093e-07,"ATR/BARD1/BLM/BRCA1/BRCA2/BRIP1/CHEK1/DNA2/EXO1/RAD51/RAD51C/RAD9A/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RPA3/TOPBP1/XRCC2",21
"R-HSA-912446","R-HSA-912446","Meiotic recombination","22/1375","36/7582",1.16803726113992e-08,4.5953923102562e-07,3.92038972460797e-07,"BLM/BRCA1/BRCA2/CDK2/CDK4/H2AFX/H2AFZ/HIST1H2AE/HIST1H2BD/HIST1H2BG/HIST1H2BJ/HIST1H3H/HIST1H4H/HIST1H4I/HIST2H2BE/HIST4H4/MND1/PSMC3IP/RAD51/RAD51C/RBBP8/RPA3",22
"R-HSA-69205","R-HSA-69205","G1/S-Specific Transcription","14/1375","17/7582",1.54514095005209e-08,5.8670956078832e-07,5.00529656262481e-07,"CCNA1/CCNE1/CDC25A/CDC45/CDC6/CDK1/CDT1/DHFR/E2F1/FBXO5/PCNA/RRM2/TFDP1/TYMS",14
"R-HSA-5693607","R-HSA-5693607","Processing of DNA double-strand break ends","32/1375","66/7582",1.57648901591633e-08,5.8670956078832e-07,5.00529656262481e-07,"ATR/BARD1/BLM/BRCA1/BRIP1/CCNA1/CCNA2/CDK2/CHEK1/CLSPN/DNA2/EXO1/H2AFX/HIST1H2BD/HIST1H2BG/HIST1H2BJ/HIST1H4H/HIST1H4I/HIST2H2BE/HIST4H4/RAD9A/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/RPA3/TIMELESS/TIPIN/TOPBP1",32
"R-HSA-174417","R-HSA-174417","Telomere C-strand (Lagging Strand) Synthesis","17/1375","24/7582",2.16231652199391e-08,7.83555223890951e-07,6.68461284915569e-07,"DNA2/FEN1/LIG1/PCNA/POLA2/POLD1/POLD2/POLE/POLE2/POLE3/PRIM1/PRIM2/RFC2/RFC3/RFC4/RFC5/RPA3",17
"R-HSA-180786","R-HSA-180786","Extension of Telomeres","19/1375","29/7582",2.28989559073095e-08,8.08509289342697e-07,6.89749926924626e-07,"DKC1/DNA2/FEN1/LIG1/PCNA/POLA2/POLD1/POLD2/POLE/POLE2/POLE3/PRIM1/PRIM2/RFC2/RFC3/RFC4/RFC5/RPA3/RUVBL1",19
"R-HSA-5693537","R-HSA-5693537","Resolution of D-Loop Structures","17/1375","25/7582",5.61601869141544e-08,1.88616042392172e-06,1.60910830798964e-06,"BARD1/BLM/BRCA1/BRCA2/BRIP1/DNA2/EME1/EXO1/GEN1/PALB2/RAD51/RAD51AP1/RAD51C/RBBP8/RMI1/XRCC2/XRCC3",17
"R-HSA-5693568","R-HSA-5693568","Resolution of D-loop Structures through Holliday Junction Intermediates","17/1375","25/7582",5.61601869141544e-08,1.88616042392172e-06,1.60910830798964e-06,"BARD1/BLM/BRCA1/BRCA2/BRIP1/DNA2/EME1/EXO1/GEN1/PALB2/RAD51/RAD51AP1/RAD51C/RBBP8/RMI1/XRCC2/XRCC3",17
