"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-202430","R-HSA-202430","Translocation of ZAP-70 to Immunological synapse","16/1458","17/7620",4.21579100757671e-11,4.87881995695014e-09,4.22789375688076e-09,"CD247/CD3D/CD3E/CD3G/CD4/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQA2/HLA-DQB1/HLA-DQB2/HLA-DRA/HLA-DRB1/HLA-DRB5/PTPN22/ZAP70",16
"R-HSA-202433","R-HSA-202433","Generation of second messenger molecules","21/1458","28/7620",2.16699438119945e-10,2.29881987272241e-08,1.99211413289212e-08,"CD101/CD247/CD3D/CD3E/CD3G/CD4/EVL/GRAP2/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQA2/HLA-DQB1/HLA-DQB2/HLA-DRA/HLA-DRB1/HLA-DRB5/ITK/LCP2/WAS/ZAP70",21
"R-HSA-418594","R-HSA-418594","G alpha (i) signalling events","51/1458","118/7620",1.30603484914876e-09,1.27890950997413e-07,1.10827896510761e-07,"ADCY4/ADCY6/ADCY7/ADCY8/ADCY9/ADORA1/ADRA2A/AGT/AGTR2/APLN/APLNR/C3/C3AR1/C5/C5AR1/CCL21/CCL5/CCR1/CCR2/CCR4/CCR5/CCR7/CNR1/CXCL12/CXCL16/CXCL2/CXCL3/CXCL5/CXCR1/CXCR2/CXCR3/CXCR4/CXCR6/FPR1/FPR2/FPR3/GNAI2/GNG11/GNG2/GNG7/P2RY13/P2RY14/PTGER3/RGS11/RGS16/RGS18/RGS9/S1PR1/S1PR4/SSTR1/SUCNR1",51
"R-HSA-389948","R-HSA-389948","PD-1 signaling","17/1458","21/7620",1.55772160396215e-09,1.41641400131701e-07,1.22743777515213e-07,"CD247/CD274/CD3D/CD3E/CD3G/CD4/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQA2/HLA-DQB1/HLA-DQB2/HLA-DRA/HLA-DRB1/HLA-DRB5/PDCD1LG2/PTPN6",17
"R-HSA-449147","R-HSA-449147","Signaling by Interleukins","132/1458","432/7620",2.9381364271727e-09,2.40738651958751e-07,2.0861959503268e-07,"ALOX15/ALOX5/ANGPT1/APBB1IP/ARRB1/ARRB2/BTC/CASP1/CCL2/CCL3/CCL4/CCL5/CCR1/CCR2/CCR5/CD36/CD4/CD86/CEBPD/CNKSR2/CNTFR/CSF1/CSF1R/CSF2RA/CSF2RB/CSF3/CSF3R/CXCL2/DUSP1/DUSP6/DUSP8/ERBB4/EREG/F13A1/FGA/FGF2/FGF7/FGFR4/FGG/FOS/FPR1/FYN/GAB2/GFRA1/HAVCR2/HBEGF/HCK/HGF/HMOX1/ICAM1/IL10RA/IL11RA/IL12RB1/IL15/IL15RA/IL16/IL17RE/IL18BP/IL18R1/IL1B/IL1R1/IL1RL1/IL2RB/IL2RG/IL32/IL33/IL34/IL3RA/IL4R/IL6/IL6R/IL6ST/IL7/IL7R/INPP5D/IRAK3/ITGAM/ITGAX/ITGB2/ITGB3/JAK2/JUNB/KIT/KL/KLB/LGALS9/LIF/LIFR/MAOA/MAP3K3/MAP3K8/MAPK3/MCL1/MUC1/MYD88/NDN/NOD1/PDGFB/PDGFRA/PDGFRB/PIK3R1/PSMB10/PTAFR/PTGS2/PTK2B/PTPN6/RAP1A/RAPGEF2/RASA3/RASAL3/RASGRF1/RASGRP3/RASGRP4/RHOU/RORC/S1PR1/SHC2/SHC3/SOCS3/SPRED1/SPTBN1/STAT5A/STAT5B/TEC/TEK/TLN1/TNF/TNFRSF1B/VAV1/VIM/VWF/ZEB1",132
"R-HSA-418555","R-HSA-418555","G alpha (s) signalling events","37/1458","75/7620",3.02578038597017e-09,2.40738651958751e-07,2.0861959503268e-07,"ADCY4/ADCY6/ADCY7/ADCY8/ADCY9/ADRB1/ADRB2/ARRB1/ARRB2/CALCRL/GIPR/GNAI2/GNG11/GNG2/GNG7/GRK5/PDE1A/PDE1B/PDE2A/PDE3A/PDE3B/PDE4A/PDE4B/PDE4C/LOC729966/PDE4D/PDE7B/PDE8B/PTGER2/PTGER4/PTGIR/PTH1R/RAMP2/RAMP3/RXFP1/SCTR/VIPR1",37
"R-HSA-375276","R-HSA-375276","Peptide ligand-binding receptors","41/1458","88/7620",3.75245995848267e-09,2.80993031008732e-07,2.43503283993179e-07,"AGT/AGTR1/AGTR2/APLN/APLNR/C3/C3AR1/C5/C5AR1/CCL13/CCL21/CCL5/CCR1/CCR2/CCR4/CCR5/CCR7/CCRL2/CX3CL1/CX3CR1/CXCL12/CXCL16/CXCL2/CXCL3/CXCL5/CXCR1/CXCR2/CXCR3/CXCR4/CXCR6/EDN1/EDN3/EDNRA/EDNRB/F2RL3/FPR1/FPR2/FPR3/RXFP1/SSTR1/TACR1",41
"R-HSA-380108","R-HSA-380108","Chemokine receptors bind chemokines","21/1458","32/7620",1.06789294222972e-08,7.55237619699127e-07,6.54474738863592e-07,"CCL13/CCL21/CCL5/CCR1/CCR2/CCR4/CCR5/CCR7/CCRL2/CX3CL1/CX3CR1/CXCL12/CXCL16/CXCL2/CXCL3/CXCL5/CXCR1/CXCR2/CXCR3/CXCR4/CXCR6",21
"R-HSA-202733","R-HSA-202733","Cell surface interactions at the vascular wall","45/1458","109/7620",6.58555255843545e-08,4.41232021415175e-06,3.82363384002235e-06,"ANGPT1/ATP1B2/CAV1/CD2/CD244/CD47/CD48/CD74/CD84/CEACAM6/DOK2/ESAM/FCER1G/FYN/GAS6/GYPC/INPP5D/ITGA3/ITGA4/ITGAL/ITGAM/ITGAX/ITGB2/ITGB3/JAM2/JAM3/OLR1/PIK3R1/PROS1/PTPN6/LOC105369247/SDC2/SDC4/SELE/SELL/SELP/SELPLG/SIRPA/SLC7A7/SPN/TEK/THBD/TNFRSF10D/TREM1/TSPAN7",45
"R-HSA-6783783","R-HSA-6783783","Interleukin-10 signaling","22/1458","39/7620",2.4186872574833e-07,1.53949443938812e-05,1.33409697149605e-05,"CCL2/CCL3/CCL4/CCL5/CCR1/CCR2/CCR5/CD86/CSF1/CSF3/CXCL2/FPR1/ICAM1/IL10RA/IL1B/IL1R1/IL6/LIF/PTAFR/PTGS2/TNF/TNFRSF1B",22
"R-HSA-1474244","R-HSA-1474244","Extracellular matrix organization","80/1458","246/7620",2.66998577633338e-07,1.61851994917733e-05,1.4025789942844e-05,"A2M/ADAMTS1/ADAMTS8/ADAMTS9/BMP2/CAPN13/CAPN2/CAPN8/CAPN9/CD151/CD47/CEACAM6/COL13A1/COL14A1/COL21A1/COL4A3/COL4A4/COL6A6/COL8A1/CTSD/CTSS/DCN/DDR2/DMD/EFEMP1/EFEMP2/ELN/EMILIN2/FBLN5/FBN3/FGA/FGF2/FGG/FMOD/ICAM1/ICAM2/ICAM3/ICAM5/ITGA1/ITGA10/ITGA3/ITGA4/ITGA7/ITGA8/ITGA9/ITGAL/ITGAM/ITGAX/ITGB2/ITGB3/ITGB6/LOC100505984/JAM2/JAM3/KDR/LAMA2/LAMA4/LAMB2/LAMC3/LTBP2/LTBP4/LUM/MATN3/MFAP4/MMP19/MMP24/MMP25/NTN4/PCOLCE2/PDGFB/SDC2/SDC4/TGFB2/THBS1/TIMP2/TLL1/TNXB/TPSAB1/VTN/VWF",80
"R-HSA-392154","R-HSA-392154","Nitric oxide stimulates guanylate cyclase","15/1458","22/7620",6.91051709839153e-07,3.82482098532714e-05,3.31451804078459e-05,"GUCY1A2/GUCY1A3/ITPR1/KCNMB1/MRVI1/NOS1/NOS3/PDE1A/PDE1B/PDE2A/PDE3A/PDE3B/PDE5A/PRKG1/PRKG2",15
"R-HSA-5683826","R-HSA-5683826","Surfactant metabolism","15/1458","22/7620",6.91051709839153e-07,3.82482098532714e-05,3.31451804078459e-05,"ABCA3/ADRA2A/CSF2RA/CSF2RB/CTSH/DMBT1/GATA6/LMCD1/NAPSA/SFTPA1/SFTPA2/SFTPB/SFTPC/SFTPD/SLC34A2",15
"R-HSA-166663","R-HSA-166663","Initial triggering of complement","12/1458","16/7620",1.95562300241084e-06,0.000103729503419541,8.98900397599367e-05,"C1QA/C1QB/C1QC/C2/C3/C4A/CFD/CFP/FCN1/FCN3/GZMM/MASP1",12
"R-HSA-877300","R-HSA-877300","Interferon gamma signaling","34/1458","82/7620",2.35340089491542e-06,0.000119835173569093,0.000103846911068268,"CIITA/FCGR1A/GBP1/GBP2/GBP3/GBP4/HLA-B/HLA-C/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQA2/HLA-DQB1/HLA-DQB2/HLA-DRA/HLA-DRB1/HLA-DRB5/HLA-E/HLA-F/HLA-G/ICAM1/IFNGR1/IRF1/IRF8/JAK2/MT2A/OASL/PRKCD/PTAFR/PTPN6/SOCS3/SP100/TRIM21/TRIM22",34
"R-HSA-216083","R-HSA-216083","Integrin cell surface interactions","33/1458","79/7620",2.71595126238176e-06,0.000132977152192769,0.000115235502954497,"CD47/COL13A1/COL4A3/COL4A4/COL6A6/COL8A1/FGA/FGG/ICAM1/ICAM2/ICAM3/ICAM5/ITGA1/ITGA10/ITGA3/ITGA4/ITGA7/ITGA8/ITGA9/ITGAL/ITGAM/ITGAX/ITGB2/ITGB3/ITGB6/LOC100505984/JAM2/JAM3/KDR/LUM/THBS1/VTN/VWF",33
"R-HSA-6785807","R-HSA-6785807","Interleukin-4 and 13 signaling","36/1458","93/7620",7.99622925935383e-06,0.000351546332636773,0.00030464345028597,"ALOX15/ALOX5/CCL2/CD36/CEBPD/F13A1/FGF2/FOS/HGF/HMOX1/ICAM1/IL1B/IL2RG/IL4R/IL6/IL6R/ITGAM/ITGAX/ITGB2/JAK2/JUNB/LIF/MAOA/MCL1/MUC1/NDN/PIK3R1/PTGS2/RHOU/RORC/S1PR1/SOCS3/TNF/TNFRSF1B/VIM/ZEB1",36
"R-HSA-114608","R-HSA-114608","Platelet degranulation ","39/1458","104/7620",8.30479130993409e-06,0.000351546332636773,0.00030464345028597,"A2M/ANXA5/APLP2/CD36/CD63/CFD/CLEC3B/CLU/CTSW/F13A1/F8/FERMT3/FGA/FGG/GAS6/HGF/IGF1/ITGB3/LHFPL2/MMRN1/ORM1/PDGFB/PHACTR2/PLEK/PROS1/QSOX1/RARRES2/SELP/SERPINA1/SERPINF2/SERPING1/SRGN/TGFB2/THBS1/TIMP3/TLN1/TTN/VEGFC/VWF",39
"R-HSA-76005","R-HSA-76005","Response to elevated platelet cytosolic Ca2+","40/1458","108/7620",9.06131330290832e-06,0.000351546332636773,0.00030464345028597,"A2M/ANXA5/APLP2/CD36/CD63/CFD/CLEC3B/CLU/CTSW/F13A1/F8/FERMT3/FGA/FGG/GAS6/HGF/IGF1/ITGB3/LHFPL2/MMRN1/ORM1/PDGFB/PHACTR2/PLEK/PRKCB/PROS1/QSOX1/RARRES2/SELP/SERPINA1/SERPINF2/SERPING1/SRGN/TGFB2/THBS1/TIMP3/TLN1/TTN/VEGFC/VWF",40
"R-HSA-5688849","R-HSA-5688849","Defective CSF2RB causes pulmonary surfactant metabolism dysfunction 5 (SMDP5)","7/1458","7/7620",9.28005386158015e-06,0.000351546332636773,0.00030464345028597,"CSF2RA/CSF2RB/SFTPA1/SFTPA2/SFTPB/SFTPC/SFTPD",7
"R-HSA-5688890","R-HSA-5688890","Defective CSF2RA causes pulmonary surfactant metabolism dysfunction 4 (SMDP4)","7/1458","7/7620",9.28005386158015e-06,0.000351546332636773,0.00030464345028597,"CSF2RA/CSF2RB/SFTPA1/SFTPA2/SFTPB/SFTPC/SFTPD",7
"R-HSA-397014","R-HSA-397014","Muscle contraction","49/1458","142/7620",9.31578002050544e-06,0.000351546332636773,0.00030464345028597,"ABCC9/ACTA2/ACTG2/ANXA6/ATP1A2/ATP1B2/ATP2A3/CACNA1C/CACNA1D/CACNA2D2/CACNB4/CACNG4/CLIC2/CORIN/DES/DMD/DYSF/FGF14/FXYD6/ITGA1/ITPR1/ITPR2/KAT2B/KCND3/KCNJ12/KCNK3/KCNK5/KCNQ1/LMOD1/MYH11/MYL9/MYLK/NOS1/NPR1/PLN/RYR2/SCN1A/SCN4B/SCN7A/SLC8A1/SORBS1/SORBS3/TBX5/TLN1/TMOD1/TNNC1/TNNI2/TTN/VIM",49
"R-HSA-2142753","R-HSA-2142753","Arachidonic acid metabolism","22/1458","46/7620",9.37016707471437e-06,0.000351546332636773,0.00030464345028597,"ALOX15/ALOX15B/ALOX5/ALOX5AP/CYP1B1/CYP2U1/CYP4B1/DPEP2/DPEP3/FAAH/GGT1/GGT2/LOC102724197/HPGD/HPGDS/LTA4H/PON3/PTGDS/PTGIS/PTGS1/PTGS2/TBXAS1",22
"R-HSA-3781865","R-HSA-3781865","Diseases of glycosylation","29/1458","69/7620",9.38929717961531e-06,0.000351546332636773,0.00030464345028597,"ADAMTS1/ADAMTS10/ADAMTS15/ADAMTS8/ADAMTS9/ADAMTSL2/ADAMTSL3/ADAMTSL4/CFP/DCN/FMOD/GPC3/LUM/MUC1/MUC15/MUC21/MUC5B/NOTCH4/OGN/OMD/PRELP/SDC2/SDC4/SEMA5A/SPON1/THBS1/THSD1/THSD4/THSD7A",29
"R-HSA-2022377","R-HSA-2022377","Metabolism of Angiotensinogen to Angiotensins","10/1458","13/7620",1.0387768405395e-05,0.000377817976573367,0.000327409963574556,"ACE/AGT/ANPEP/CPA3/CPB2/CTSD/CTSZ/ENPEP/GZMH/MME",10
"R-HSA-194840","R-HSA-194840","Rho GTPase cycle","46/1458","132/7620",1.29775807210937e-05,0.000458901673832009,0.000397675572973866,"A2M/ABR/AKAP13/ARAP2/ARAP3/ARHGAP15/ARHGAP18/ARHGAP20/ARHGAP24/ARHGAP25/ARHGAP29/ARHGAP30/ARHGAP31/ARHGAP6/ARHGAP9/ARHGDIB/ARHGEF10/ARHGEF15/ARHGEF17/ARHGEF2/ARHGEF3/ARHGEF38/ARHGEF6/CHN2/LOC101928168/DLC1/FAM13B/FGD2/FGD3/FGD4/MYO9A/PREX1/RAC2/RHOA/RHOB/RHOBTB1/RHOBTB2/RHOF/RHOH/RHOJ/RHOU/STARD13/STARD8/SYDE1/TAGAP/VAV1",46
"R-HSA-416476","R-HSA-416476","G alpha (q) signalling events","41/1458","114/7620",1.6081569471694e-05,0.000553292917228825,0.000479473251958331,"ABHD6/ADRA1D/AGT/AGTR1/CYSLTR1/CYSLTR2/EDN1/EDN3/EDNRA/EDNRB/F2RL3/FFAR2/FPR2/GNA14/GNAQ/GNG11/GNG2/GNG7/GPR132/GPR4/GPR65/GRK5/ITPR1/ITPR2/MGLL/P2RY10/PIK3R1/PLCB2/PRKCD/PRKCE/PRKCH/PRKCQ/PTAFR/PTGFR/RASGRP2/RGS18/RGS2/RGS3/TACR1/TBXA2R/TRPC6",41
"R-HSA-418457","R-HSA-418457","cGMP effects","11/1458","16/7620",2.05191699328399e-05,0.000687392192750138,0.000595681165917348,"ITPR1/KCNMB1/MRVI1/PDE1A/PDE1B/PDE2A/PDE3A/PDE3B/PDE5A/PRKG1/PRKG2",11
"R-HSA-140877","R-HSA-140877","Formation of Fibrin Clot (Clotting Cascade)","13/1458","22/7620",3.85746609855147e-05,0.00125911649832206,0.00109112671289661,"A2M/F10/F13A1/F3/F8/FGA/FGG/PROS1/SERPIND1/SERPING1/TFPI/THBD/VWF",13
"R-HSA-881907","R-HSA-881907","Gastrin-CREB signalling pathway via PKC and MAPK","92/1458","329/7620",4.48862187521808e-05,0.00142850391178815,0.00123791466453383,"ABHD6/ADRA1D/AGT/AGTR1/ANGPT1/APBB1IP/ARRB1/ARRB2/BTC/CNKSR2/CSF2RA/CSF2RB/CYSLTR1/CYSLTR2/DUSP1/DUSP6/DUSP8/EDN1/EDN3/EDNRA/EDNRB/ERBB4/EREG/F2RL3/FFAR2/FGA/FGF2/FGF7/FGFR4/FGG/FPR2/FYN/GFRA1/GNA14/GNAQ/GNG11/GNG2/GNG7/GPR132/GPR4/GPR65/GRK5/HBEGF/HGF/IL2RB/IL2RG/IL3RA/ITGB3/ITPR1/ITPR2/JAK2/KIT/KL/KLB/MAPK3/MGLL/P2RY10/PDGFB/PDGFRA/PDGFRB/PIK3R1/PLCB2/PRKCD/PRKCE/PRKCH/PRKCQ/PSMB10/PTAFR/PTGFR/RAP1A/RAPGEF2/RASA3/RASAL3/RASGRF1/RASGRP2/RASGRP3/RASGRP4/RGS18/RGS2/RGS3/RPS6KA1/RPS6KA2/SHC2/SHC3/SPRED1/SPTBN1/TACR1/TBXA2R/TEK/TLN1/TRPC6/VWF",92
"R-HSA-391908","R-HSA-391908","Prostanoid ligand receptors","6/1458","6/7620",4.8662761778286e-05,0.00151091940838434,0.00130933438622962,"PTGER2/PTGER3/PTGER4/PTGFR/PTGIR/TBXA2R",6
