"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-5693538","R-HSA-5693538","Homology Directed Repair","42/1126","98/7442",3.04975473972183e-11,3.69852074798993e-09,3.27447351001713e-09,"BARD1/BLM/BRCA1/BRCA2/BRIP1/CCNA2/CHEK1/CLSPN/DNA2/EME1/EXO1/FEN1/GEN1/H2AFX/HIST1H2BD/HIST1H2BJ/HIST1H4H/HIST1H4J/HIST2H4A/LIG3/PALB2/PARP1/PCNA/POLD2/POLE/POLE2/POLQ/RAD51/RAD51AP1/RAD51C/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/TIMELESS/TIPIN/TOPBP1/XRCC2/XRCC3",42
"R-HSA-5693532","R-HSA-5693532","DNA Double-Strand Break Repair","49/1126","126/7442",4.87463758040624e-11,5.00212810173994e-09,4.42861810948648e-09,"BARD1/BLM/BRCA1/BRCA2/BRIP1/CCNA2/CHEK1/CHEK2/CLSPN/DNA2/EME1/EXO1/EYA1/EYA2/FEN1/GEN1/H2AFX/HIST1H2BD/HIST1H2BJ/HIST1H4H/HIST1H4J/HIST2H4A/KPNA2/LIG3/PALB2/PARP1/PAXIP1/PCNA/POLD2/POLE/POLE2/POLQ/PRKDC/RAD51/RAD51AP1/RAD51C/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/TDP1/TIMELESS/TIPIN/TOPBP1/XRCC2/XRCC3",49
"R-HSA-69481","R-HSA-69481","G2/M Checkpoints","49/1126","126/7442",4.87463758040624e-11,5.00212810173994e-09,4.42861810948648e-09,"BARD1/BLM/BRCA1/BRIP1/CCNB1/CCNB2/CDC25A/CDC25C/CDC45/CDC6/CDC7/CDK1/CHEK1/CHEK2/CLSPN/DBF4/DNA2/EXO1/GTSE1/H2AFX/HIST1H2BD/HIST1H2BJ/HIST1H4H/HIST1H4J/HIST2H4A/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/PKMYT1/PSMC4/PSMD11/PSMD14/PSMD2/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/SFN/TOPBP1/YWHAG/YWHAZ",49
"R-HSA-176974","R-HSA-176974","Unwinding of DNA","12/1126","12/7442",1.36928916615547e-10,1.30473696260814e-08,1.15514469505747e-08,"CDC45/GINS1/GINS2/GINS3/GINS4/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8",12
"R-HSA-176187","R-HSA-176187","Activation of ATR in response to replication stress","20/1126","30/7442",2.22977693689617e-10,1.98301495587966e-08,1.75565594610351e-08,"CDC25A/CDC25C/CDC45/CDC6/CDC7/CHEK1/CLSPN/DBF4/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/RFC2/RFC3/RFC4/RFC5",20
"R-HSA-68962","R-HSA-68962","Activation of the pre-replicative complex","18/1126","25/7442",2.54595588628947e-10,2.12269072019385e-08,1.87931743711631e-08,"CDC45/CDC6/CDC7/CDT1/DBF4/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/POLA2/POLE/POLE2/PRIM1/PRIM2",18
"R-HSA-606279","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere","21/1126","33/7442",2.88229103172137e-10,2.13609790906461e-08,1.89118744888384e-08,"CENPA/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CENPW/H2AFX/H2AFZ/HIST1H2BD/HIST1H2BJ/HIST1H4H/HIST1H4J/HIST2H4A/HJURP/OIP5/RUVBL1",21
"R-HSA-774815","R-HSA-774815","Nucleosome assembly","21/1126","33/7442",2.88229103172137e-10,2.13609790906461e-08,1.89118744888384e-08,"CENPA/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CENPW/H2AFX/H2AFZ/HIST1H2BD/HIST1H2BJ/HIST1H4H/HIST1H4J/HIST2H4A/HJURP/OIP5/RUVBL1",21
"R-HSA-113510","R-HSA-113510","E2F mediated regulation of DNA replication","19/1126","28/7442",4.01534780079812e-10,2.81919682434984e-08,2.49596688780914e-08,"CCNB1/CCNE1/CDC25A/CDC45/CDC6/CDK1/CDT1/DHFR/E2F1/FBXO5/MCM8/PCNA/POLA2/PPP2R3B/PRIM1/PRIM2/RRM2/TFDP1/TYMS",19
"R-HSA-69306","R-HSA-69306","DNA Replication","40/1126","98/7442",5.41742663920699e-10,3.61342356835106e-08,3.19913299431065e-08,"CCNA2/CDC45/CDC6/CDC7/CDT1/DBF4/DNA2/E2F1/E2F2/E2F3/FEN1/GINS1/GINS2/GINS3/GINS4/GMNN/LIG1/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/PCNA/POLA2/POLD2/POLE/POLE2/PRIM1/PRIM2/PSMC4/PSMD11/PSMD14/PSMD2/RFC2/RFC3/RFC4/RFC5",40
"R-HSA-5693567","R-HSA-5693567","HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA)","38/1126","93/7442",1.41557593455052e-09,8.99227760328757e-08,7.96128420333674e-08,"BARD1/BLM/BRCA1/BRCA2/BRIP1/CCNA2/CHEK1/CLSPN/DNA2/EME1/EXO1/GEN1/H2AFX/HIST1H2BD/HIST1H2BJ/HIST1H4H/HIST1H4J/HIST2H4A/PALB2/PCNA/POLD2/POLE/POLE2/RAD51/RAD51AP1/RAD51C/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/TIMELESS/TIPIN/TOPBP1/XRCC2/XRCC3",38
"R-HSA-5693579","R-HSA-5693579","Homologous DNA Pairing and Strand Exchange","21/1126","36/7442",2.8600444749795e-09,1.73422696801029e-07,1.53539229709426e-07,"BARD1/BLM/BRCA1/BRCA2/BRIP1/CHEK1/DNA2/EXO1/PALB2/RAD51/RAD51AP1/RAD51C/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/TOPBP1/XRCC2/XRCC3",21
"R-HSA-5693568","R-HSA-5693568","Resolution of D-loop Structures through Holliday Junction Intermediates","17/1126","25/7442",3.30524350807389e-09,1.91704123468285e-07,1.69724632313909e-07,"BARD1/BLM/BRCA1/BRCA2/BRIP1/DNA2/EME1/EXO1/GEN1/PALB2/RAD51/RAD51AP1/RAD51C/RBBP8/RMI1/XRCC2/XRCC3",17
"R-HSA-453279","R-HSA-453279","Mitotic G1-G1/S phases","47/1126","132/7442",3.7797867216445e-09,2.10093145278073e-07,1.86005293933558e-07,"CCNA2/CCNB1/CCNE1/CCNE2/CDC25A/CDC45/CDC6/CDC7/CDK1/CDK4/CDK6/CDKN2A/CDT1/DBF4/DHFR/E2F1/E2F2/E2F3/FBXO5/HDAC1/LIN9/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/MNAT1/MYBL2/PCNA/POLA2/POLE/POLE2/PPP2R3B/PRIM1/PRIM2/PSMC4/PSMD11/PSMD14/PSMD2/RRM2/SKP2/TFDP1/TOP2A/TYMS",47
"R-HSA-73894","R-HSA-73894","DNA Repair","75/1126","258/7442",4.58224094166833e-09,2.44508376647422e-07,2.16474708907447e-07,"ACTL6A/ALKBH2/BARD1/BLM/BRCA1/BRCA2/BRIP1/CCNA2/CHEK1/CHEK2/CLSPN/DNA2/DTL/EME1/EXO1/EYA1/EYA2/FANCA/FANCD2/FANCE/FANCF/FANCG/FANCI/FANCL/FANCM/FEN1/GEN1/H2AFX/HIST1H2BD/HIST1H2BJ/HIST1H4H/HIST1H4J/HIST2H4A/KPNA2/LIG1/LIG3/MNAT1/MSH2/MSH6/PALB2/PARP1/PAXIP1/PCNA/PMS2/LOC107984056/POLB/POLD2/POLE/POLE2/POLQ/POLR2D/POLR2H/PRKDC/PRPF19/RAD51/RAD51AP1/RAD51C/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/RUVBL1/SMUG1/TDG/TDP1/TIMELESS/TIPIN/TOPBP1/UBE2T/UNG/XRCC2/XRCC3",75
"R-HSA-2555396","R-HSA-2555396","Mitotic Metaphase and Anaphase","56/1126","172/7442",5.46697086320806e-09,2.80497658904598e-07,2.48337704798358e-07,"ANAPC1/AURKB/BIRC5/BUB1/BUB1B/CDC20/CDCA5/CDCA8/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/DSN1/ERCC6L/ESPL1/FBXO5/INCENP/KIF18A/KIF2C/KNTC1/LMNB1/MAD2L1/NDC80/NDE1/NUF2/NUP107/NUP37/PLK1/PSMC4/PSMD11/PSMD14/PSMD2/PTTG1/RANGAP1/RCC2/SKA1/SPC24/SPC25/TMPO/TUBA1C/TUBB2B/TUBB3/UBE2C/VRK1/XPO1/ZWILCH/ZWINT",56
"R-HSA-5685942","R-HSA-5685942","HDR through Homologous Recombination (HRR)","27/1126","57/7442",7.60562907816747e-09,3.75774414454644e-07,3.32690675466039e-07,"BARD1/BLM/BRCA1/BRCA2/BRIP1/CHEK1/DNA2/EME1/EXO1/GEN1/PALB2/PCNA/POLD2/POLE/POLE2/RAD51/RAD51AP1/RAD51C/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/TOPBP1/XRCC2/XRCC3",27
"R-HSA-5693537","R-HSA-5693537","Resolution of D-Loop Structures","17/1126","26/7442",8.20598625056628e-09,3.90956630651979e-07,3.4613220199757e-07,"BARD1/BLM/BRCA1/BRCA2/BRIP1/DNA2/EME1/EXO1/GEN1/PALB2/RAD51/RAD51AP1/RAD51C/RBBP8/RMI1/XRCC2/XRCC3",17
"R-HSA-68882","R-HSA-68882","Mitotic Anaphase","55/1126","171/7442",1.22021483363329e-08,5.61298823471313e-07,4.96944117363539e-07,"ANAPC1/AURKB/BIRC5/BUB1/BUB1B/CDC20/CDCA5/CDCA8/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/DSN1/ERCC6L/ESPL1/INCENP/KIF18A/KIF2C/KNTC1/LMNB1/MAD2L1/NDC80/NDE1/NUF2/NUP107/NUP37/PLK1/PSMC4/PSMD11/PSMD14/PSMD2/PTTG1/RANGAP1/RCC2/SKA1/SPC24/SPC25/TMPO/TUBA1C/TUBB2B/TUBB3/UBE2C/VRK1/XPO1/ZWILCH/ZWINT",55
"R-HSA-69473","R-HSA-69473","G2/M DNA damage checkpoint","28/1126","62/7442",1.5129237559015e-08,6.72746763457533e-07,5.9561419442859e-07,"BARD1/BLM/BRCA1/BRIP1/CCNB1/CDC25C/CDK1/CHEK1/CHEK2/DNA2/EXO1/H2AFX/HIST1H2BD/HIST1H2BJ/HIST1H4H/HIST1H4J/HIST2H4A/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/SFN/TOPBP1/YWHAG/YWHAZ",28
"R-HSA-2467813","R-HSA-2467813","Separation of Sister Chromatids","52/1126","160/7442",2.07050199212471e-08,8.90983760482052e-07,7.88829621447852e-07,"ANAPC1/AURKB/BIRC5/BUB1/BUB1B/CDC20/CDCA5/CDCA8/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/DSN1/ERCC6L/ESPL1/INCENP/KIF18A/KIF2C/KNTC1/MAD2L1/NDC80/NDE1/NUF2/NUP107/NUP37/PLK1/PSMC4/PSMD11/PSMD14/PSMD2/PTTG1/RANGAP1/RCC2/SKA1/SPC24/SPC25/TUBA1C/TUBB2B/TUBB3/UBE2C/XPO1/ZWILCH/ZWINT",52
"R-HSA-69205","R-HSA-69205","G1/S-Specific Transcription","13/1126","17/7442",2.68563027592185e-08,1.10433659796266e-06,9.77720873442831e-07,"CCNE1/CDC25A/CDC45/CDC6/CDK1/CDT1/DHFR/E2F1/FBXO5/PCNA/RRM2/TFDP1/TYMS",13
"R-HSA-5693554","R-HSA-5693554","Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)","15/1126","22/7442",2.73186714638438e-08,1.10433659796266e-06,9.77720873442831e-07,"BARD1/BLM/BRCA1/BRCA2/BRIP1/DNA2/EXO1/PALB2/RAD51/RAD51AP1/RAD51C/RBBP8/RMI1/XRCC2/XRCC3",15
"R-HSA-157579","R-HSA-157579","Telomere Maintenance","23/1126","47/7442",4.59420457849518e-08,1.80254967873899e-06,1.59588159042464e-06,"DKC1/DNA2/FEN1/H2AFX/H2AFZ/HIST1H2BD/HIST1H2BJ/HIST1H4H/HIST1H4J/HIST2H4A/LIG1/PCNA/POLA2/POLD2/POLE/POLE2/PRIM1/PRIM2/RFC2/RFC3/RFC4/RFC5/RUVBL1",23
"R-HSA-69242","R-HSA-69242","S Phase","41/1126","117/7442",6.30947139256007e-08,2.40480995362147e-06,2.12909079773005e-06,"CCNA2/CCNE1/CCNE2/CDC25A/CDC45/CDC6/CDCA5/CDK4/CDT1/DNA2/ESCO2/FEN1/GINS1/GINS2/GINS3/GINS4/LIG1/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/MNAT1/PCNA/POLA2/POLD2/POLE/POLE2/PRIM1/PRIM2/PSMC4/PSMD11/PSMD14/PSMD2/RFC2/RFC3/RFC4/RFC5/SKP2",41
"R-HSA-69206","R-HSA-69206","G1/S Transition","39/1126","109/7442",6.95563966621728e-08,2.5774509207594e-06,2.28193792558356e-06,"CCNA2/CCNB1/CCNE1/CCNE2/CDC25A/CDC45/CDC6/CDC7/CDK1/CDK4/CDT1/DBF4/DHFR/E2F1/FBXO5/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/MNAT1/PCNA/POLA2/POLE/POLE2/PPP2R3B/PRIM1/PRIM2/PSMC4/PSMD11/PSMD14/PSMD2/RRM2/SKP2/TFDP1/TYMS",39
"R-HSA-195258","R-HSA-195258","RHO GTPase Effectors","67/1126","235/7442",7.1899402410097e-08,2.59226494094782e-06,2.29505347095673e-06,"AURKB/BIRC5/BUB1/BUB1B/CDC20/CDC25C/CDCA8/CDH1/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/DIAPH3/DSN1/DVL3/ERCC6L/H2AFX/H2AFZ/HIST1H2BD/HIST1H2BJ/HIST1H4H/HIST1H4J/HIST2H4A/INCENP/IQGAP3/KIF14/KIF18A/KIF2C/KLC3/KNTC1/MAD2L1/NDC80/NDE1/NUF2/NUP107/NUP37/PAK1/PFN2/PLK1/PRC1/RANGAP1/RCC2/RHOD/RTKN/SFN/SKA1/SPC24/SPC25/TUBA1C/TUBB2B/TUBB3/WASF1/WIPF3/XPO1/YWHAG/YWHAZ/ZWILCH/ZWINT",67
"R-HSA-983189","R-HSA-983189","Kinesins","22/1126","45/7442",9.2369176556052e-08,3.24264425067825e-06,2.87086471179752e-06,"CENPE/KIF11/KIF15/KIF18A/KIF18B/KIF1A/KIF20A/KIF20B/KIF21A/KIF22/KIF23/KIF26B/KIF2C/KIF3C/KIF4A/KIFC1/KIFC2/KLC3/RACGAP1/TUBA1C/TUBB2B/TUBB3",22
"R-HSA-5693616","R-HSA-5693616","Presynaptic phase of homologous DNA pairing and strand exchange","18/1126","33/7442",1.6307889228973e-07,5.57813441832049e-06,4.93858345881448e-06,"BARD1/BLM/BRCA1/BRCA2/BRIP1/CHEK1/DNA2/EXO1/RAD51/RAD51C/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/TOPBP1/XRCC2",18
"R-HSA-69239","R-HSA-69239","Synthesis of DNA","33/1126","91/7442",4.94665229456938e-07,1.64970854023889e-05,1.4605641775018e-05,"CCNA2/CDC45/CDC6/CDT1/DNA2/FEN1/GINS1/GINS2/GINS3/GINS4/LIG1/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/PCNA/POLA2/POLD2/POLE/POLE2/PRIM1/PRIM2/PSMC4/PSMD11/PSMD14/PSMD2/RFC2/RFC3/RFC4/RFC5",33
"R-HSA-180786","R-HSA-180786","Extension of Telomeres","16/1126","29/7442",6.55217861930755e-07,2.13185518979421e-05,1.88743117095329e-05,"DKC1/DNA2/FEN1/LIG1/PCNA/POLA2/POLD2/POLE/POLE2/PRIM1/PRIM2/RFC2/RFC3/RFC4/RFC5/RUVBL1",16
"R-HSA-174417","R-HSA-174417","Telomere C-strand (Lagging Strand) Synthesis","14/1126","24/7442",1.34552657986733e-06,4.27364870843577e-05,3.78366120955175e-05,"DNA2/FEN1/LIG1/PCNA/POLA2/POLD2/POLE/POLE2/PRIM1/PRIM2/RFC2/RFC3/RFC4/RFC5",14
"R-HSA-2514853","R-HSA-2514853","Condensation of Prometaphase Chromosomes","9/1126","11/7442",1.66366080584388e-06,5.16121747673427e-05,4.5694673785969e-05,"CCNB1/CCNB2/CDK1/CSNK2A1/NCAPD2/NCAPG/NCAPH/SMC2/SMC4",9
"R-HSA-5693607","R-HSA-5693607","Processing of DNA double-strand break ends","25/1126","65/7442",3.50739324197632e-06,0.0001063377860181,9.41458186004169e-05,"BARD1/BLM/BRCA1/BRIP1/CCNA2/CHEK1/CLSPN/DNA2/EXO1/H2AFX/HIST1H2BD/HIST1H2BJ/HIST1H4H/HIST1H4J/HIST2H4A/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/TIMELESS/TIPIN/TOPBP1",25
"R-HSA-2022090","R-HSA-2022090","Assembly of collagen fibrils and other multimeric structures","22/1126","54/7442",4.44295629077655e-06,0.00013170897093102,0.000116608115982486,"COL10A1/COL11A1/COL17A1/COL1A1/COL1A2/COL24A1/COL2A1/COL3A1/COL4A5/COL4A6/COL5A1/COL5A2/COL7A1/COL9A3/ITGA6/ITGB4/LAMB3/LAMC2/LOXL2/MMP13/MMP3/MMP9",22
"R-HSA-2299718","R-HSA-2299718","Condensation of Prophase Chromosomes","14/1126","26/7442",4.91468937605541e-06,0.000142525991905607,0.000126184930890942,"CCNB1/CDK1/H2AFX/H2AFZ/HIST1H2BD/HIST1H2BJ/HIST1H4H/HIST1H4J/HIST2H4A/NCAPD3/NCAPG2/PLK1/SMC2/SMC4",14
"R-HSA-69186","R-HSA-69186","Lagging Strand Synthesis","12/1126","20/7442",5.25912561486032e-06,0.000149269650430291,0.000132155407387979,"DNA2/FEN1/LIG1/PCNA/POLA2/POLD2/PRIM1/PRIM2/RFC2/RFC3/RFC4/RFC5",12
"R-HSA-912446","R-HSA-912446","Meiotic recombination","16/1126","33/7442",6.17269940508068e-06,0.000171549604299534,0.000151880893256591,"BLM/BRCA1/BRCA2/CDK4/H2AFX/H2AFZ/HIST1H2BD/HIST1H2BJ/HIST1H4H/HIST1H4J/HIST2H4A/MND1/PSMC3IP/RAD51/RAD51C/RBBP8",16
"R-HSA-1538133","R-HSA-1538133","G0 and Early G1","13/1126","24/7442",9.93019262314688e-06,0.000270344427740366,0.000239348574074561,"CCNA2/CCNE1/CCNE2/CDC25A/CDC6/CDK1/E2F1/HDAC1/LIN9/MYBL2/PCNA/TFDP1/TOP2A",13
"R-HSA-1442490","R-HSA-1442490","Collagen degradation","21/1126","53/7442",1.22756704615125e-05,0.000327514887913153,0.000289964258059306,"COL10A1/COL11A1/COL17A1/COL1A1/COL1A2/COL2A1/COL3A1/COL4A5/COL4A6/COL5A1/COL5A2/COL7A1/COL9A3/MMP1/MMP10/MMP11/MMP13/MMP14/MMP3/MMP8/MMP9",21
