"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-416476","R-HSA-416476","G alpha (q) signalling events","53/1778","108/7589",4.40471533740087e-09,5.83024139205061e-07,5.22243282587529e-07,"ADRA1A/ADRA1B/ADRA1D/AGT/AGTR1/CCL23/CHRM1/DGKD/DGKE/DGKG/DGKH/EDN1/EDN3/EDNRA/EDNRB/F2RL3/FFAR2/FPR2/GNA14/GNAQ/GNG11/GNG7/GNGT2/GNRH1/GPR132/GPR17/GPR4/GPR65/GRK5/ITPR1/KALRN/LPAR6/MGLL/NMUR1/P2RY10/PIK3R1/PIK3R3/PLCB2/PLCB4/PRKCD/PRKCE/PRKCH/PRKCQ/PROK2/PTGFR/RASGRP2/RGS18/RGS2/RGS3/TAC1/TACR1/TBXA2R/TRPC6",53
"R-HSA-449147","R-HSA-449147","Signaling by Interleukins","153/1778","434/7589",6.59771613335048e-09,8.00522890846525e-07,7.17067569229934e-07,"ACTN2/ALOX5/ANGPT1/APBB1IP/ARRB1/ARRB2/BCL6/CASP1/CCL2/CCL3/CCR1/CCR2/CD36/CD4/CD80/CEBPD/CNKSR2/CNTFR/CSF1/CSF1R/CSF2RA/CSF2RB/CSF3/CSF3R/CXCL2/DAB2IP/DLG4/DUSP1/DUSP4/DUSP8/ERBB4/EREG/F13A1/FGA/FGF10/FGF18/FGF7/FGF9/FGFR1/FGFR4/FGG/FLT3/FLT3LG/FN1/FOS/FOXO1/FOXO3/FPR1/FYN/GAB2/GATA3/GFRA1/GFRA2/HAVCR2/HBEGF/HGF/HMOX1/ICAM1/IKBKG/IL10RA/IL11RA/IL12A/IL12RB1/IL15/IL15RA/IL16/IL17RB/IL18R1/IL18RAP/IL1R1/IL1R2/IL1RL1/IL2RG/IL32/IL33/IL3RA/IL4R/IL6/IL6R/IL6ST/IL7R/INPP5D/IRAK2/IRAK3/IRF4/IRS2/ITGA2B/ITGAM/ITGAX/ITGB2/ITGB3/JAK2/JAK3/JUNB/KIT/KL/LAMA5/LAT/LIF/LIFR/MAOA/MAP3K8/MCL1/MMP2/MUC1/NCAM1/NDN/NOD1/NOD2/NRG4/OSM/PDGFB/PDGFRB/PIK3R1/PIK3R3/PRTN3/PTGS2/PTK2B/RAPGEF1/RAPGEF2/RASA3/RASAL2/RASAL3/RASGRF1/RASGRF2/RASGRP3/RASGRP4/RHOU/RORA/RORC/S1PR1/SHC2/SOCS3/SPTBN1/SPTBN5/STAT5A/STAT5B/STX3/SYNGAP1/TEC/TEK/TIMP1/TLN1/TNF/TNFRSF1B/TYK2/UBB/UBC/VAV1/VCL/VIM/VWF/ZEB1",153
"R-HSA-977606","R-HSA-977606","Regulation of Complement cascade","17/1778","20/7589",9.86787987897027e-09,1.10520254644467e-06,9.89984062351754e-07,"C3/C3AR1/C4A/C4BPA/C4BPB/C5/C5AR1/C6/C7/CD55/CD59/CFH/CFI/CFP/CR1/PROS1/VTN",17
"R-HSA-76005","R-HSA-76005","Response to elevated platelet cytosolic Ca2+","54/1778","114/7589",1.53286300280205e-08,1.51135860005599e-06,1.35379793628497e-06,"A1BG/A2M/ACTN2/ALB/ANXA5/CD36/CFD/CLEC3B/CLU/CTSW/F13A1/F5/F8/FERMT3/FGA/FGG/FLNA/FN1/GAS6/HGF/IGF1/ITGA2B/ITGB3/ITIH3/LEFTY2/LHFPL2/MMRN1/ORM1/ORM2/PDGFB/PF4/PLEK/PPBP/PRKCA/PRKCB/PROS1/QSOX1/RARRES2/SELP/SERPINA1/SERPINE1/SERPINF2/SERPING1/SRGN/SYTL4/TGFB2/THBS1/TIMP1/TIMP3/TLN1/TTN/VCL/VEGFC/VWF",54
"R-HSA-6785807","R-HSA-6785807","Interleukin-4 and 13 signaling","47/1778","94/7589",1.55703152478296e-08,1.51135860005599e-06,1.35379793628497e-06,"ALOX5/BCL6/CCL2/CD36/CEBPD/F13A1/FN1/FOS/FOXO1/FOXO3/GATA3/HGF/HMOX1/ICAM1/IL12A/IL2RG/IL4R/IL6/IL6R/IRF4/ITGAM/ITGAX/ITGB2/JAK2/JAK3/JUNB/LAMA5/LIF/MAOA/MCL1/MMP2/MUC1/NDN/OSM/PIK3R1/PTGS2/RHOU/RORA/RORC/S1PR1/SOCS3/TIMP1/TNF/TNFRSF1B/TYK2/VIM/ZEB1",47
"R-HSA-5173214","R-HSA-5173214","O-glycosylation of TSR domain-containing proteins","23/1778","33/7589",2.15499291219723e-08,1.96104355009948e-06,1.75660277513972e-06,"ADAMTS1/ADAMTS10/ADAMTS15/ADAMTS2/ADAMTS3/ADAMTS4/ADAMTS5/ADAMTS6/ADAMTS7/ADAMTS8/ADAMTS9/ADAMTSL2/ADAMTSL3/ADAMTSL4/CFP/POFUT2/SEMA5A/SPON1/SPON2/THBS1/THSD1/THSD4/THSD7A",23
"R-HSA-114608","R-HSA-114608","Platelet degranulation ","52/1778","110/7589",3.08192582205325e-08,2.63957882171149e-06,2.36440005790958e-06,"A1BG/A2M/ACTN2/ALB/ANXA5/CD36/CFD/CLEC3B/CLU/CTSW/F13A1/F5/F8/FERMT3/FGA/FGG/FLNA/FN1/GAS6/HGF/IGF1/ITGA2B/ITGB3/ITIH3/LEFTY2/LHFPL2/MMRN1/ORM1/ORM2/PDGFB/PF4/PLEK/PPBP/PROS1/QSOX1/RARRES2/SELP/SERPINA1/SERPINE1/SERPINF2/SERPING1/SRGN/SYTL4/TGFB2/THBS1/TIMP1/TIMP3/TLN1/TTN/VCL/VEGFC/VWF",52
"R-HSA-390522","R-HSA-390522","Striated Muscle Contraction","19/1778","25/7589",3.91285324112001e-08,3.16506351059485e-06,2.83510243610976e-06,"ACTA1/ACTC1/ACTN2/DES/DMD/MYBPC1/MYBPC3/MYH3/TCAP/TMOD1/TMOD2/TNNC1/TNNI2/TNNT2/TNNT3/TPM1/TPM2/TTN/VIM",19
"R-HSA-3781865","R-HSA-3781865","Diseases of glycosylation","37/1778","69/7589",5.04985542695794e-08,3.86978394823724e-06,3.46635505484814e-06,"ADAMTS1/ADAMTS10/ADAMTS15/ADAMTS2/ADAMTS3/ADAMTS4/ADAMTS5/ADAMTS6/ADAMTS7/ADAMTS8/ADAMTS9/ADAMTSL2/ADAMTSL3/ADAMTSL4/BGN/CFP/CSPG4/DCN/FMOD/GPC3/GPC6/LUM/MUC1/MUC21/NOTCH4/OGN/OMD/PRELP/SDC2/SEMA5A/SPON1/SPON2/THBS1/THSD1/THSD4/THSD7A/VCAN",37
"R-HSA-5083635","R-HSA-5083635","Defective B3GALTL causes Peters-plus syndrome (PpS)","22/1778","32/7589",6.50313029305851e-08,4.7342788533466e-06,4.240725491105e-06,"ADAMTS1/ADAMTS10/ADAMTS15/ADAMTS2/ADAMTS3/ADAMTS4/ADAMTS5/ADAMTS6/ADAMTS7/ADAMTS8/ADAMTS9/ADAMTSL2/ADAMTSL3/ADAMTSL4/CFP/SEMA5A/SPON1/SPON2/THBS1/THSD1/THSD4/THSD7A",22
"R-HSA-6798695","R-HSA-6798695","Neutrophil degranulation","148/1778","435/7589",1.58495499399442e-07,1.09890212916946e-05,9.8434046995443e-06,"A1BG/ADAM8/ALDH3B1/ALOX5/ANO6/ANPEP/ARG1/ARHGAP9/ASAH1/ATP11A/ATP6V0A1/ATP8A1/ATP8B4/AZU1/BPI/BST1/C3/C3AR1/C5AR1/CAT/CD14/CD177/CD300A/CD33/CD36/CD53/CD55/CD59/CD68/CD93/CDA/CEACAM3/CEACAM6/CFD/CFP/CLEC12A/CLEC4D/CR1/CRISP3/CRISPLD2/CST3/CTSG/CTSH/CTSS/CXCR1/CXCR2/CYBB/DEFA4/DOCK2/DOK3/ELANE/ENPP4/FCAR/FCER1G/FCGR2A/FCGR2C/FCGR3B/FCN1/FGL2/FGR/FOLR3/FPR1/FPR2/GCA/GMFG/HBB/HK3/HP/HSPA6/IQGAP2/ITGAL/ITGAM/ITGAX/ITGB2/KCNAB2/KRT1/LAIR1/LILRB2/LPCAT1/LRMP/LYZ/METTL7A/MGAM/MME/MMP25/MMP8/MNDA/MPO/MVP/NBEAL2/NCKAP1L/NFAM1/NFASC/OLFM4/OLR1/ORM1/ORM2/OSCAR/P2RX1/PADI2/PGLYRP1/PIGR/PLAC8/PLEKHO2/PPBP/PRKCD/PRTN3/PTPRB/PTPRC/PTPRN2/PTX3/QSOX1/RAB24/RAB27A/RAB37/RAB9B/RETN/RNASE2/ROCK1/S100A12/S100A8/SDCBP/SELL/SERPINA1/SERPINB6/SIGLEC14/SIGLEC9/SIRPA/SIRPB1/SLC11A1/SLC2A3/SLC44A2/SLPI/SNAP23/SNAP25/STK10/TBC1D10C/TCIRG1/TIMP2/TLR2/TMEM173/TMEM63A/TNFRSF1B/TYROBP/UBR4/UNC13D/VCL/VNN1",148
"R-HSA-216083","R-HSA-216083","Integrin cell surface interactions","40/1778","80/7589",1.8310820160874e-07,1.21184337064694e-05,1.08550747269488e-05,"COL13A1/COL23A1/COL4A1/COL4A2/COL4A3/COL4A4/COL5A3/COL6A1/COL6A2/COL6A6/COL8A1/FBN1/FGA/FGG/FN1/ICAM1/ICAM2/ICAM3/ICAM4/ICAM5/ITGA1/ITGA10/ITGA2B/ITGA4/ITGA5/ITGA7/ITGA8/ITGA9/ITGAL/ITGAM/ITGAX/ITGB2/ITGB3/ITGB7/JAM2/KDR/LUM/THBS1/VTN/VWF",40
"R-HSA-881907","R-HSA-881907","Gastrin-CREB signalling pathway via PKC and MAPK","116/1778","324/7589",1.92983710238414e-07,1.22167079177014e-05,1.0943103752192e-05,"ACTN2/ADRA1A/ADRA1B/ADRA1D/AGT/AGTR1/ANGPT1/APBB1IP/ARRB1/ARRB2/CCL23/CHRM1/CNKSR2/CSF2RA/CSF2RB/DAB2IP/DGKD/DGKE/DGKG/DGKH/DLG4/DUSP1/DUSP4/DUSP8/EDN1/EDN3/EDNRA/EDNRB/ERBB4/EREG/F2RL3/FFAR2/FGA/FGF10/FGF18/FGF7/FGF9/FGFR1/FGFR4/FGG/FN1/FPR2/FYN/GFRA1/GFRA2/GNA14/GNAQ/GNG11/GNG7/GNGT2/GNRH1/GPR132/GPR17/GPR4/GPR65/GRK5/HBEGF/HGF/IL2RG/IL3RA/IRS2/ITGA2B/ITGB3/ITPR1/JAK2/JAK3/KALRN/KIT/KL/LAT/LPAR6/MGLL/NCAM1/NMUR1/NRG4/P2RY10/PDGFB/PDGFRB/PIK3R1/PIK3R3/PLCB2/PLCB4/PRKCA/PRKCD/PRKCE/PRKCH/PRKCQ/PROK2/PTGFR/RAPGEF2/RASA3/RASAL2/RASAL3/RASGRF1/RASGRF2/RASGRP2/RASGRP3/RASGRP4/RGS18/RGS2/RGS3/RPS6KA2/SHC2/SPTBN1/SPTBN5/SYNGAP1/TAC1/TACR1/TBXA2R/TEK/TLN1/TRPC6/UBB/UBC/VCL/VWF",116
"R-HSA-418594","R-HSA-418594","G alpha (i) signalling events","54/1778","123/7589",3.61215776567406e-07,2.10767292973214e-05,1.88794589353537e-05,"ADCY4/ADCY5/ADCY6/ADCY7/ADCY9/ADRA2A/ADRA2C/AGT/AGTR2/C3/C3AR1/C5/C5AR1/CCL21/CCL23/CCR1/CCR10/CCR2/CCR4/CHRM2/CNR1/CXCL2/CXCL3/CXCL5/CXCR1/CXCR2/CXCR4/FPR1/FPR2/GABBR1/GNAI2/GNG11/GNG7/GNGT2/GPR17/NMUR1/NPY1R/P2RY13/P2RY14/PENK/PF4/PPBP/PTGER3/RGS11/RGS13/RGS18/RGS22/RGS5/RGS9/S1PR1/S1PR3/S1PR4/SSTR1/TAS2R14",54
"R-HSA-5576891","R-HSA-5576891","Cardiac conduction","46/1778","99/7589",3.61894390407305e-07,2.10767292973214e-05,1.88794589353537e-05,"ABCC9/ATP1A2/ATP1B2/ATP2A3/CACNA1C/CACNA1D/CACNA1F/CACNA2D2/CACNA2D4/CACNB1/CACNB2/CACNB4/CASQ2/CLIC2/DMPK/FXYD1/FXYD6/HIPK2/ITPR1/KAT2B/KCND1/KCND3/KCNE1/KCNIP2/KCNIP3/KCNJ12/KCNK15/KCNK17/KCNK3/KCNK5/KCNQ1/NOS1/NPPA/NPR1/NPR2/PLN/RYR2/SCN1A/SCN1B/SCN2B/SCN3B/SCN4B/SCN7A/SLC8A1/TBX5/TRPC1",46
"R-HSA-5683826","R-HSA-5683826","Surfactant metabolism","17/1778","23/7589",4.16331048635518e-07,2.3314538723589e-05,2.08839744639436e-05,"ABCA3/ADRA2A/ADRA2C/CSF2RA/CSF2RB/CTSH/DMBT1/GATA6/LMCD1/NAPSA/SFTA3/SFTPA1/SFTPA2/SFTPB/SFTPC/SFTPD/SLC34A2",17
"R-HSA-392154","R-HSA-392154","Nitric oxide stimulates guanylate cyclase","16/1778","22/7589",1.32993911543477e-06,7.17181982249266e-05,6.42415034707086e-05,"GUCY1A2/GUCY1A3/GUCY1B3/ITPR1/KCNMB1/KCNMB4/MRVI1/NOS1/NOS3/PDE1A/PDE1B/PDE2A/PDE3A/PDE3B/PDE5A/PRKG1",16
"R-HSA-140877","R-HSA-140877","Formation of Fibrin Clot (Clotting Cascade)","17/1778","25/7589",2.72446298521941e-06,0.000141672075231409,0.000126902617995746,"A2M/CD177/F10/F11/F13A1/F5/F8/FGA/FGG/GP1BA/PF4/PROS1/PRTN3/SERPING1/TFPI/THBD/VWF",17
"R-HSA-375276","R-HSA-375276","Peptide ligand-binding receptors","39/1778","84/7589",2.85042956098783e-06,0.000143111222096493,0.000128191732343518,"AGT/AGTR1/AGTR2/C3/C3AR1/C5/C5AR1/CCL13/CCL21/CCL23/CCR1/CCR10/CCR2/CCR4/CCRL2/CX3CR1/CXCL2/CXCL3/CXCL5/CXCR1/CXCR2/CXCR4/EDN1/EDN3/EDNRA/EDNRB/F2RL3/FPR1/FPR2/NMUR1/NPY1R/PENK/PF4/PPBP/PROK2/RXFP1/SSTR1/TAC1/TACR1",39
"R-HSA-3000178","R-HSA-3000178","ECM proteoglycans","32/1778","65/7589",4.71342890451786e-06,0.000228758416165934,0.000204910119743777,"BGN/COL4A1/COL4A2/COL4A3/COL4A4/COL5A3/COL6A1/COL6A2/COL6A6/DCN/FMOD/FN1/ITGA2B/ITGA7/ITGA8/ITGA9/ITGAX/ITGB3/LAMA2/LAMA4/LAMA5/LAMB1/LAMB2/LUM/MATN3/NCAM1/SERPINE1/TGFB2/TNR/TNXB/VCAN/VTN",32
"R-HSA-166663","R-HSA-166663","Initial triggering of complement","13/1778","17/7589",5.5736778713825e-06,0.00026178306389461,0.000234491914520982,"C1QA/C1QB/C1R/C1S/C3/C4A/CFD/CFP/FCN1/FCN3/GZMM/MASP1/MASP2",13
"R-HSA-5688849","R-HSA-5688849","Defective CSF2RB causes pulmonary surfactant metabolism dysfunction 5 (SMDP5)","8/1778","8/7589",8.9687432200371e-06,0.00039072295250635,0.000349989689238988,"CSF2RA/CSF2RB/SFTA3/SFTPA1/SFTPA2/SFTPB/SFTPC/SFTPD",8
"R-HSA-5688890","R-HSA-5688890","Defective CSF2RA causes pulmonary surfactant metabolism dysfunction 4 (SMDP4)","8/1778","8/7589",8.9687432200371e-06,0.00039072295250635,0.000349989689238988,"CSF2RA/CSF2RB/SFTA3/SFTPA1/SFTPA2/SFTPB/SFTPC/SFTPD",8
"R-HSA-3906995","R-HSA-3906995","Diseases associated with O-glycosylation of proteins","25/1778","47/7589",9.12402498984609e-06,0.00039072295250635,0.000349989689238988,"ADAMTS1/ADAMTS10/ADAMTS15/ADAMTS2/ADAMTS3/ADAMTS4/ADAMTS5/ADAMTS6/ADAMTS7/ADAMTS8/ADAMTS9/ADAMTSL2/ADAMTSL3/ADAMTSL4/CFP/MUC1/MUC21/NOTCH4/SEMA5A/SPON1/SPON2/THBS1/THSD1/THSD4/THSD7A",25
"R-HSA-2129379","R-HSA-2129379","Molecules associated with elastic fibres","20/1778","36/7589",3.12403462155874e-05,0.00129959840256844,0.00116411395371768,"BMP2/BMP4/EFEMP1/EFEMP2/ELN/EMILIN2/FBLN1/FBLN5/FBN1/FBN3/FN1/ITGA8/ITGB3/LTBP2/LTBP4/MFAP3/MFAP4/MFAP5/TGFB2/VTN",20
"R-HSA-6783783","R-HSA-6783783","Interleukin-10 signaling","21/1778","39/7589",3.73262331700649e-05,0.00147120972619293,0.00131783462315865,"CCL2/CCL3/CCR1/CCR2/CD80/CSF1/CSF3/CXCL2/FPR1/ICAM1/IL10RA/IL12A/IL1R1/IL1R2/IL6/LIF/PTGS2/TIMP1/TNF/TNFRSF1B/TYK2",21
