"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-2500257","R-HSA-2500257","Resolution of Sister Chromatid Cohesion","51/1515","100/7444",6.92438911139931e-12,8.90728235693638e-10,7.77917015960075e-10,"AURKB/BIRC5/BUB1/BUB1B/CCNB1/CCNB2/CDC20/CDCA5/CDCA8/CDK1/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/DSN1/ERCC6L/INCENP/KIF18A/KIF2C/KNTC1/MAD2L1/NDC80/NDE1/NSL1/NUF2/NUP37/PLK1/RANGAP1/RCC2/SKA1/SKA2/SPC24/SPC25/TUBA1B/TUBA1C/TUBA4A/TUBB2A/TUBB2B/TUBB3/ZW10/ZWILCH/ZWINT",51
"R-HSA-5368286","R-HSA-5368286","Mitochondrial translation initiation","45/1515","85/7444",2.3151999809853e-11,2.73000664424517e-09,2.3842498049796e-09,"ERAL1/GADD45GIP1/MRPL1/MRPL11/MRPL12/MRPL13/MRPL15/MRPL17/MRPL18/MRPL19/MRPL21/MRPL24/MRPL27/MRPL3/MRPL30/MRPL35/MRPL36/MRPL37/MRPL4/MRPL40/MRPL42/MRPL45/MRPL47/MRPL48/MRPL51/MRPL53/MRPL9/MRPS10/MRPS11/MRPS12/MRPS16/MRPS17/MRPS18A/MRPS2/MRPS22/MRPS23/MRPS24/MRPS26/MRPS28/MRPS30/MRPS33/MRPS34/MRPS35/MRPS7/MTIF2",45
"R-HSA-5368287","R-HSA-5368287","Mitochondrial translation","47/1515","91/7444",2.62041677131462e-11,2.85222287031553e-09,2.49098727896629e-09,"ERAL1/GADD45GIP1/GFM1/MRPL1/MRPL11/MRPL12/MRPL13/MRPL15/MRPL17/MRPL18/MRPL19/MRPL21/MRPL24/MRPL27/MRPL3/MRPL30/MRPL35/MRPL36/MRPL37/MRPL4/MRPL40/MRPL42/MRPL45/MRPL47/MRPL48/MRPL51/MRPL53/MRPL9/MRPS10/MRPS11/MRPS12/MRPS16/MRPS17/MRPS18A/MRPS2/MRPS22/MRPS23/MRPS24/MRPS26/MRPS28/MRPS30/MRPS33/MRPS34/MRPS35/MRPS7/MTIF2/TSFM",47
"R-HSA-69242","R-HSA-69242","S Phase","55/1515","117/7444",6.44761578653214e-11,6.51669738424499e-09,5.69135408525469e-09,"CCNA1/CCNA2/CCNE1/CCNE2/CDC25A/CDC45/CDC6/CDCA5/CDK4/CDT1/DNA2/ESCO1/ESCO2/FEN1/GINS1/GINS2/GINS3/GINS4/LIG1/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/MNAT1/MYC/PCNA/POLA2/POLD2/POLE2/POLE3/PRIM1/PRIM2/PSMB3/PSMB5/PSMC4/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD8/PSME3/PTK6/RFC2/RFC3/RFC4/RFC5/RPA1/RPA3/SKP2/WEE1",55
"R-HSA-5419276","R-HSA-5419276","Mitochondrial translation termination","44/1515","85/7444",1.03077007366436e-10,9.72359769490042e-09,8.49209871215406e-09,"ERAL1/GADD45GIP1/MRPL1/MRPL11/MRPL12/MRPL13/MRPL15/MRPL17/MRPL18/MRPL19/MRPL21/MRPL24/MRPL27/MRPL3/MRPL30/MRPL35/MRPL36/MRPL37/MRPL4/MRPL40/MRPL42/MRPL45/MRPL47/MRPL48/MRPL51/MRPL53/MRPL9/MRPS10/MRPS11/MRPS12/MRPS16/MRPS17/MRPS18A/MRPS2/MRPS22/MRPS23/MRPS24/MRPS26/MRPS28/MRPS30/MRPS33/MRPS34/MRPS35/MRPS7",44
"R-HSA-69306","R-HSA-69306","DNA Replication","48/1515","98/7444",1.80566233662886e-10,1.59688262895615e-08,1.39463656789624e-08,"CCNA1/CCNA2/CDC45/CDC6/CDT1/DBF4/DNA2/E2F1/E2F2/FEN1/GINS1/GINS2/GINS3/GINS4/GMNN/LIG1/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/PCNA/POLA2/POLD2/POLE2/POLE3/PRIM1/PRIM2/PSMB3/PSMB5/PSMC4/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD8/PSME3/RFC2/RFC3/RFC4/RFC5/RPA1/RPA3",48
"R-HSA-69206","R-HSA-69206","G1/S Transition","51/1515","109/7444",3.96312699915509e-10,3.29872041400262e-08,2.88093566378209e-08,"CCNA1/CCNA2/CCNB1/CCNE1/CCNE2/CDC25A/CDC45/CDC6/CDK1/CDK4/CDT1/DBF4/DHFR/E2F1/FBXO5/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/MNAT1/MYC/PCNA/POLA2/POLE2/POLE3/PRIM1/PRIM2/PSMB3/PSMB5/PSMC4/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD8/PSME3/PTK6/RPA1/RPA3/RRM2/SKP2/TFDP1/TFDP2/TYMS/WEE1",51
"R-HSA-5693538","R-HSA-5693538","Homology Directed Repair","47/1515","98/7444",6.90171794140095e-10,5.42551715949019e-08,4.73837243462264e-08,"BLM/BRCA1/BRCA2/BRCC3/BRIP1/CCNA1/CCNA2/CHEK1/CLSPN/DNA2/EME1/EXO1/FEN1/GEN1/H2AFX/HIST1H2BD/HIST1H2BK/HIST1H4H/HIST1H4J/HIST2H4A/LIG3/PALB2/PARP1/PCNA/POLD2/POLE2/POLE3/POLQ/PPP4C/RAD51/RAD51AP1/RAD51C/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/RPA1/RPA3/SUMO2/TIMELESS/TIPIN/TOPBP1/UBE2V2/XRCC2",47
"R-HSA-2555396","R-HSA-2555396","Mitotic Metaphase and Anaphase","69/1515","172/7444",1.59900727804839e-09,1.19083963075709e-07,1.0400191381877e-07,"ANAPC11/AURKB/BANF1/BIRC5/BUB1/BUB1B/CDC20/CDCA5/CDCA8/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/DSN1/ERCC6L/ESPL1/FBXO5/INCENP/KIF18A/KIF2C/KNTC1/LMNB1/MAD2L1/NDC80/NDE1/NSL1/NUF2/NUP37/PLK1/PSMB3/PSMB5/PSMC4/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD8/PSME3/PTTG1/RANGAP1/RCC2/SKA1/SKA2/SPC24/SPC25/TMPO/TUBA1B/TUBA1C/TUBA4A/TUBB2A/TUBB2B/TUBB3/UBE2C/VRK1/VRK2/ZW10/ZWILCH/ZWINT",69
"R-HSA-68882","R-HSA-68882","Mitotic Anaphase","68/1515","171/7444",3.25121714901978e-09,2.22927309490673e-07,1.94693443438386e-07,"ANAPC11/AURKB/BANF1/BIRC5/BUB1/BUB1B/CDC20/CDCA5/CDCA8/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/DSN1/ERCC6L/ESPL1/INCENP/KIF18A/KIF2C/KNTC1/LMNB1/MAD2L1/NDC80/NDE1/NSL1/NUF2/NUP37/PLK1/PSMB3/PSMB5/PSMC4/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD8/PSME3/PTTG1/RANGAP1/RCC2/SKA1/SKA2/SPC24/SPC25/TMPO/TUBA1B/TUBA1C/TUBA4A/TUBB2A/TUBB2B/TUBB3/UBE2C/VRK1/VRK2/ZW10/ZWILCH/ZWINT",68
"R-HSA-68962","R-HSA-68962","Activation of the pre-replicative complex","19/1515","25/7444",3.30846183696406e-09,2.22927309490673e-07,1.94693443438386e-07,"CDC45/CDC6/CDT1/DBF4/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/POLA2/POLE2/POLE3/PRIM1/PRIM2/RPA1/RPA3",19
"R-HSA-69205","R-HSA-69205","G1/S-Specific Transcription","15/1515","17/7444",3.60060782409784e-09,2.31584548686293e-07,2.02254238540233e-07,"CCNA1/CCNE1/CDC25A/CDC45/CDC6/CDK1/CDT1/DHFR/E2F1/FBXO5/PCNA/RRM2/TFDP1/TFDP2/TYMS",15
"R-HSA-176974","R-HSA-176974","Unwinding of DNA","12/1515","12/7444",4.87708060690764e-09,3.00046480816274e-07,2.62045429405472e-07,"CDC45/GINS1/GINS2/GINS3/GINS4/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8",12
"R-HSA-453279","R-HSA-453279","Mitotic G1-G1/S phases","56/1515","132/7444",5.19521150687415e-09,3.06301011759455e-07,2.67507820573257e-07,"CCNA1/CCNA2/CCNB1/CCNE1/CCNE2/CDC25A/CDC45/CDC6/CDK1/CDK4/CDKN2A/CDT1/DBF4/DHFR/E2F1/E2F2/FBXO5/LIN9/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/MNAT1/MYBL2/MYC/PCNA/POLA2/POLE2/POLE3/PRIM1/PRIM2/PSMB3/PSMB5/PSMC4/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD8/PSME3/PTK6/RPA1/RPA3/RRM2/SKP2/TFDP1/TFDP2/TOP2A/TYMS/WEE1",56
"R-HSA-176187","R-HSA-176187","Activation of ATR in response to replication stress","21/1515","30/7444",5.69704770888538e-09,3.22452900322913e-07,2.81614063588692e-07,"CDC25A/CDC25C/CDC45/CDC6/CHEK1/CLSPN/DBF4/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/RFC2/RFC3/RFC4/RFC5/RPA1/RPA3",21
"R-HSA-5693532","R-HSA-5693532","DNA Double-Strand Break Repair","54/1515","126/7444",6.33378930901878e-09,3.41566767555107e-07,2.9830714904943e-07,"BLM/BRCA1/BRCA2/BRCC3/BRIP1/CCNA1/CCNA2/CHEK1/CHEK2/CLSPN/DNA2/EME1/EXO1/EYA1/EYA2/FEN1/GEN1/H2AFX/HIST1H2BD/HIST1H2BK/HIST1H4H/HIST1H4J/HIST2H4A/KPNA2/LIG3/PALB2/PARP1/PCNA/POLD2/POLE2/POLE3/POLQ/PPP4C/PRKDC/RAD51/RAD51AP1/RAD51C/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/RPA1/RPA3/SUMO2/TDP1/TIMELESS/TIPIN/TOPBP1/TP53/UBE2V2/XRCC2",54
"R-HSA-69239","R-HSA-69239","Synthesis of DNA","43/1515","91/7444",6.51752842684656e-09,3.41566767555107e-07,2.9830714904943e-07,"CCNA1/CCNA2/CDC45/CDC6/CDT1/DNA2/FEN1/GINS1/GINS2/GINS3/GINS4/LIG1/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/PCNA/POLA2/POLD2/POLE2/POLE3/PRIM1/PRIM2/PSMB3/PSMB5/PSMC4/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD8/PSME3/RFC2/RFC3/RFC4/RFC5/RPA1/RPA3",43
"R-HSA-113510","R-HSA-113510","E2F mediated regulation of DNA replication","20/1515","28/7444",7.62930616275982e-09,3.8555243643947e-07,3.36722008837595e-07,"CCNA1/CCNB1/CCNE1/CDC25A/CDC45/CDC6/CDK1/CDT1/DHFR/E2F1/FBXO5/MCM8/PCNA/POLA2/PRIM1/PRIM2/RRM2/TFDP1/TFDP2/TYMS",20
"R-HSA-5663220","R-HSA-5663220","RHO GTPases Activate Formins","50/1515","114/7444",9.10358057905399e-09,4.32073316760859e-07,3.77350994143388e-07,"AURKB/BIRC5/BUB1/BUB1B/CDC20/CDCA8/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/DIAPH3/DSN1/ERCC6L/INCENP/KIF18A/KIF2C/KNTC1/MAD2L1/NDC80/NDE1/NSL1/NUF2/NUP37/PFN2/PLK1/RANGAP1/RCC2/RHOD/SKA1/SKA2/SPC24/SPC25/TUBA1B/TUBA1C/TUBA4A/TUBB2A/TUBB2B/TUBB3/ZW10/ZWILCH/ZWINT",50
"R-HSA-69473","R-HSA-69473","G2/M DNA damage checkpoint","33/1515","62/7444",9.16056501966486e-09,4.32073316760859e-07,3.77350994143388e-07,"BLM/BRCA1/BRCC3/BRIP1/CCNB1/CDC25C/CDK1/CHEK1/CHEK2/DNA2/EXO1/H2AFX/HIST1H2BD/HIST1H2BK/HIST1H4H/HIST1H4J/HIST2H4A/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/RPA1/RPA3/SFN/TOPBP1/TP53/UBE2V2/WEE1/YWHAG/YWHAZ",33
"R-HSA-5693567","R-HSA-5693567","HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA)","43/1515","93/7444",1.47846971620898e-08,6.74849886592165e-07,5.89379778210304e-07,"BLM/BRCA1/BRCA2/BRCC3/BRIP1/CCNA1/CCNA2/CHEK1/CLSPN/DNA2/EME1/EXO1/GEN1/H2AFX/HIST1H2BD/HIST1H2BK/HIST1H4H/HIST1H4J/HIST2H4A/PALB2/PCNA/POLD2/POLE2/POLE3/PPP4C/RAD51/RAD51AP1/RAD51C/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/RPA1/RPA3/SUMO2/TIMELESS/TIPIN/TOPBP1/UBE2V2/XRCC2",43
"R-HSA-2467813","R-HSA-2467813","Separation of Sister Chromatids","63/1515","160/7444",1.94030808125278e-08,8.57979979678964e-07,7.49316344536436e-07,"ANAPC11/AURKB/BIRC5/BUB1/BUB1B/CDC20/CDCA5/CDCA8/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/DSN1/ERCC6L/ESPL1/INCENP/KIF18A/KIF2C/KNTC1/MAD2L1/NDC80/NDE1/NSL1/NUF2/NUP37/PLK1/PSMB3/PSMB5/PSMC4/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD8/PSME3/PTTG1/RANGAP1/RCC2/SKA1/SKA2/SPC24/SPC25/TUBA1B/TUBA1C/TUBA4A/TUBB2A/TUBB2B/TUBB3/UBE2C/ZW10/ZWILCH/ZWINT",63
"R-HSA-606279","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere","22/1515","34/7444",2.31228071362605e-08,9.62316826406135e-07,8.40438872382967e-07,"CENPA/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CENPW/H2AFX/H2AFZ/HIST1H2AE/HIST1H2BD/HIST1H2BK/HIST1H4H/HIST1H4J/HIST2H4A/HJURP/OIP5/RUVBL1",22
"R-HSA-774815","R-HSA-774815","Nucleosome assembly","22/1515","34/7444",2.31228071362605e-08,9.62316826406135e-07,8.40438872382967e-07,"CENPA/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CENPW/H2AFX/H2AFZ/HIST1H2AE/HIST1H2BD/HIST1H2BK/HIST1H4H/HIST1H4J/HIST2H4A/HJURP/OIP5/RUVBL1",22
"R-HSA-157579","R-HSA-157579","Telomere Maintenance","27/1515","48/7444",4.40626231920513e-08,1.78138890905007e-06,1.55577502639002e-06,"DKC1/DNA2/FEN1/H2AFX/H2AFZ/HIST1H2AE/HIST1H2BD/HIST1H2BK/HIST1H4H/HIST1H4J/HIST2H4A/LIG1/PCNA/POLA2/POLD2/POLE2/POLE3/PRIM1/PRIM2/RFC2/RFC3/RFC4/RFC5/RPA1/RPA3/RUVBL1/RUVBL2",27
"R-HSA-73894","R-HSA-73894","DNA Repair","88/1515","258/7444",1.07393932531617e-07,4.22117818145108e-06,3.68656364889237e-06,"ACTL6A/ALKBH2/BLM/BRCA1/BRCA2/BRCC3/BRIP1/CCNA1/CCNA2/CHEK1/CHEK2/CLSPN/COPS7A/DCLRE1A/DCLRE1B/DNA2/DTL/EME1/EXO1/EYA1/EYA2/FANCA/FANCD2/FANCE/FANCF/FANCG/FANCI/FANCM/FEN1/GEN1/GTF2H3/H2AFX/HIST1H2BD/HIST1H2BK/HIST1H4H/HIST1H4J/HIST2H4A/ISG15/ISY1/KPNA2/LIG1/LIG3/MAD2L2/MNAT1/MSH2/MSH6/PALB2/PARP1/PCNA/PMS2/LOC107984056/POLB/POLD2/POLE2/POLE3/POLQ/POLR2D/POLR2F/POLR2H/POLR2I/POLR2J/PPP4C/PRKDC/PRPF19/RAD51/RAD51AP1/RAD51C/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/RPA1/RPA3/RUVBL1/SMUG1/SUMO2/TDP1/TIMELESS/TIPIN/TOPBP1/TP53/UBE2T/UBE2V2/UNG/XRCC2",88
"R-HSA-180786","R-HSA-180786","Extension of Telomeres","19/1515","29/7444",1.60538990768971e-07,6.13953167400256e-06,5.36195661914004e-06,"DKC1/DNA2/FEN1/LIG1/PCNA/POLA2/POLD2/POLE2/POLE3/PRIM1/PRIM2/RFC2/RFC3/RFC4/RFC5/RPA1/RPA3/RUVBL1/RUVBL2",19
"R-HSA-5693579","R-HSA-5693579","Homologous DNA Pairing and Strand Exchange","21/1515","36/7444",6.20690578768396e-07,2.31125570778232e-05,2.01853390436038e-05,"BLM/BRCA1/BRCA2/BRIP1/CHEK1/DNA2/EXO1/PALB2/RAD51/RAD51AP1/RAD51C/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RPA1/RPA3/TOPBP1/XRCC2",21
"R-HSA-5693607","R-HSA-5693607","Processing of DNA double-strand break ends","31/1515","65/7444",6.5489704436823e-07,2.37610081482319e-05,2.07516634301836e-05,"BLM/BRCA1/BRCC3/BRIP1/CCNA1/CCNA2/CHEK1/CLSPN/DNA2/EXO1/H2AFX/HIST1H2BD/HIST1H2BK/HIST1H4H/HIST1H4J/HIST2H4A/PPP4C/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/RPA1/RPA3/SUMO2/TIMELESS/TIPIN/TOPBP1/UBE2V2",31
"R-HSA-983189","R-HSA-983189","Kinesins","24/1515","45/7444",9.37339032826591e-07,3.31583682862407e-05,2.8958842751011e-05,"CENPE/KIF11/KIF15/KIF18A/KIF18B/KIF1A/KIF20A/KIF20B/KIF21A/KIF22/KIF23/KIF26B/KIF2C/KIF3C/KIF4A/KIFC1/KLC3/RACGAP1/TUBA1B/TUBA1C/TUBA4A/TUBB2A/TUBB2B/TUBB3",24
