"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-76002","R-HSA-76002","Platelet activation, signaling and aggregation","73/1304","230/7442",7.05127886874558e-08,5.60811712694232e-06,4.90867974582149e-06,"A2M/ACTN2/APBB1IP/APLP2/ARRB1/ARRB2/CD36/CFD/CLEC3B/CLU/CSF2RA/CSF2RB/CTSW/DGKD/F13A1/F2RL3/F8/FCER1G/FERMT3/FGA/FGG/FYN/GAB2/GAS6/GNA14/GNAI2/GNAQ/GNG11/GNG2/GNG7/HGF/IL2RG/IL3RA/ITGA2B/ITIH3/ITIH4/ITPR1/JAK2/LCP2/MGLL/MMRN1/ORM1/PDGFB/PHACTR2/PIK3CG/PIK3R5/PLEK/PPBP/PRKCB/PRKCE/PRKCQ/PRKCZ/PROS1/QSOX1/RAP1A/RAPGEF3/RAPGEF4/RARRES2/RASGRP2/RHOB/SELP/SERPINA1/SERPINF2/SERPING1/SRGN/TBXA2R/TGFB2/THBS1/TIMP3/TLN1/TRPC6/TTN/VWF",73
"R-HSA-202430","R-HSA-202430","Translocation of ZAP-70 to Immunological synapse","13/1304","17/7442",1.646053139003e-07,1.22733837176911e-05,1.0742662591388e-05,"CD247/CD4/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQA2/HLA-DQB1/HLA-DQB2/HLA-DRA/HLA-DRB1/HLA-DRB5/PTPN22/ZAP70",13
"R-HSA-202427","R-HSA-202427","Phosphorylation of CD3 and TCR zeta chains","14/1304","20/7442",3.26336126624683e-07,2.29011175919557e-05,2.00449187375657e-05,"CD247/CD4/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQA2/HLA-DQB1/HLA-DQB2/HLA-DRA/HLA-DRB1/HLA-DRB5/PAG1/PTPN22/PTPRC",14
"R-HSA-449147","R-HSA-449147","Signaling by Interleukins","113/1304","419/7442",4.60722390983737e-07,3.05356562468665e-05,2.67272872430331e-05,"ACTN2/ALOX15/ALOX5/ANGPT1/APBB1IP/ARRB1/ARRB2/BTC/CASP1/CCL2/CCL4/CCR1/CCR2/CD36/CD4/CD80/CD86/CEBPD/CNKSR2/CNTFR/CSF1/CSF1R/CSF2RA/CSF2RB/CSF3/CSF3R/CXCL2/DUSP1/DUSP6/DUSP8/ERBB4/EREG/F13A1/FGA/FGF2/FGF7/FGFR4/FGG/FOS/FPR1/FYN/GAB2/GFRA1/HAVCR2/HBEGF/HCK/HGF/HMOX1/ICAM1/IL10RA/IL11RA/IL12RB1/IL16/IL17RB/IL17RE/IL18R1/IL18RAP/IL1R1/IL1RL1/IL2RG/IL32/IL33/IL34/IL3RA/IL4R/IL6/IL6R/IL6ST/IL7R/INPP5D/IRAK3/ITGA2B/ITGAM/ITGAX/ITGB2/JAK2/JUNB/KIT/KL/LIFR/MAOA/MAP3K3/MAP3K8/MCL1/MUC1/NDN/NOD1/PDGFB/PRTN3/PTAFR/PTGS2/RAP1A/RAPGEF2/RASA4/LOC102724229/RASAL3/RASGRF1/RASGRP3/RASGRP4/RHOU/RORC/S1PR1/SHC2/SOCS3/SPTBN1/STAT5A/TEC/TEK/TLN1/TNFRSF1B/VIM/VWF/ZEB1",113
"R-HSA-5576891","R-HSA-5576891","Cardiac conduction","35/1304","88/7442",6.26263412852985e-07,3.93227500807164e-05,3.44184656814494e-05,"ABCC9/ATP1A2/ATP1B2/ATP2A3/CACNA1C/CACNA1D/CACNA2D2/CACNB2/CACNB4/CACNG4/CASQ2/CLIC2/CORIN/FGF14/FKBP1B/FXYD1/FXYD6/ITPR1/KAT2B/KCNE1/KCNJ12/KCNK17/KCNK3/KCNK5/KCNQ1/NOS1/NPR1/PLN/RYR2/SCN1A/SCN3B/SCN4B/SCN7A/SLC8A1/TBX5",35
"R-HSA-166663","R-HSA-166663","Initial triggering of complement","12/1304","16/7442",7.26948263116781e-07,4.3362463894916e-05,3.79543514216761e-05,"C1QA/C1QB/C1QC/C2/C3/C4A/CFD/CFP/FCN1/FCN3/GZMM/MASP1",12
"R-HSA-202433","R-HSA-202433","Generation of second messenger molecules","17/1304","29/7442",7.75933170680947e-07,4.33950272656044e-05,3.79828535293419e-05,"CD101/CD247/CD4/GRAP2/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQA2/HLA-DQB1/HLA-DQB2/HLA-DRA/HLA-DRB1/HLA-DRB5/ITK/LCP2/WAS/ZAP70",17
"R-HSA-5688849","R-HSA-5688849","Defective CSF2RB causes pulmonary surfactant metabolism dysfunction 5 (SMDP5)","8/1304","8/7442",8.72960686599353e-07,4.33950272656044e-05,3.79828535293419e-05,"CSF2RA/CSF2RB/SFTA3/SFTPA1/SFTPA2/SFTPB/SFTPC/SFTPD",8
"R-HSA-5688890","R-HSA-5688890","Defective CSF2RA causes pulmonary surfactant metabolism dysfunction 4 (SMDP4)","8/1304","8/7442",8.72960686599353e-07,4.33950272656044e-05,3.79828535293419e-05,"CSF2RA/CSF2RB/SFTA3/SFTPA1/SFTPA2/SFTPB/SFTPC/SFTPD",8
"R-HSA-202733","R-HSA-202733","Cell surface interactions at the vascular wall","39/1304","104/7442",8.72993004505035e-07,4.33950272656044e-05,3.79828535293419e-05,"ANGPT1/ATP1B2/CAV1/CD244/CD47/CD48/CD74/CD84/CEACAM6/DOK2/ESAM/FCER1G/FYN/GAS6/GYPC/INPP5D/ITGAL/ITGAM/ITGAX/ITGB2/JAM2/JAM3/OLR1/PROS1/LOC105369247/SDC2/SDC4/SELE/SELL/SELP/SELPLG/SIRPA/SLC7A7/SPN/TEK/THBD/TNFRSF10D/TREM1/TSPAN7",39
"R-HSA-392154","R-HSA-392154","Nitric oxide stimulates guanylate cyclase","14/1304","22/7442",1.89399984841565e-06,8.81934609398729e-05,7.71940823685128e-05,"GUCY1A2/ITPR1/KCNMB1/MRVI1/NOS1/NOS3/PDE1A/PDE1B/PDE2A/PDE3A/PDE3B/PDE5A/PRKG1/PRKG2",14
"R-HSA-416476","R-HSA-416476","G alpha (q) signalling events","38/1304","103/7442",1.92207039768374e-06,8.81934609398729e-05,7.71940823685128e-05,"ADRA1A/ADRA1B/ADRA1D/AGTR1/CCL23/CYSLTR1/DGKD/EDN1/EDNRA/EDNRB/F2RL3/FFAR2/FPR2/GNA14/GNAQ/GNG11/GNG2/GNG7/GPR17/GPR4/GPR65/GRK5/ITPR1/MGLL/NMUR1/PLCB2/PRKCE/PRKCQ/PROK2/PTAFR/PTGFR/RASGRP2/RGS18/RGS2/RGS3/TACR1/TBXA2R/TRPC6",38
"R-HSA-2142753","R-HSA-2142753","Arachidonic acid metabolism","21/1304","44/7442",3.68761714288514e-06,0.000162938046350444,0.000142616616208268,"ALOX15/ALOX15B/ALOX5/ALOX5AP/CYP1A1/CYP2U1/CYP4B1/DPEP2/FAAH/GGT1/GGT2/LOC102724197/HPGD/HPGDS/LTA4H/LTC4S/PON3/PTGDS/PTGIS/PTGS2/TBXAS1",21
"R-HSA-389948","R-HSA-389948","PD-1 signaling","13/1304","21/7442",6.98854117839086e-06,0.000287432143683247,0.000251583964824441,"CD247/CD274/CD4/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQA2/HLA-DQB1/HLA-DQB2/HLA-DRA/HLA-DRB1/HLA-DRB5/PDCD1LG2",13
"R-HSA-114608","R-HSA-114608","Platelet degranulation ","38/1304","108/7442",7.14671087282044e-06,0.000287432143683247,0.000251583964824441,"A2M/ACTN2/APLP2/CD36/CFD/CLEC3B/CLU/CTSW/F13A1/F8/FERMT3/FGA/FGG/GAS6/HGF/ITGA2B/ITIH3/ITIH4/MMRN1/ORM1/PDGFB/PHACTR2/PLEK/PPBP/PROS1/QSOX1/RARRES2/SELP/SERPINA1/SERPINF2/SERPING1/SRGN/TGFB2/THBS1/TIMP3/TLN1/TTN/VWF",38
"R-HSA-76005","R-HSA-76005","Response to elevated platelet cytosolic Ca2+","39/1304","112/7442",7.22796673134736e-06,0.000287432143683247,0.000251583964824441,"A2M/ACTN2/APLP2/CD36/CFD/CLEC3B/CLU/CTSW/F13A1/F8/FERMT3/FGA/FGG/GAS6/HGF/ITGA2B/ITIH3/ITIH4/MMRN1/ORM1/PDGFB/PHACTR2/PLEK/PPBP/PRKCB/PROS1/QSOX1/RARRES2/SELP/SERPINA1/SERPINF2/SERPING1/SRGN/TGFB2/THBS1/TIMP3/TLN1/TTN/VWF",39
"R-HSA-418457","R-HSA-418457","cGMP effects","11/1304","16/7442",8.47814778215451e-06,0.000326271945293882,0.00028557971476731,"ITPR1/KCNMB1/MRVI1/PDE1A/PDE1B/PDE2A/PDE3A/PDE3B/PDE5A/PRKG1/PRKG2",11
"R-HSA-3781865","R-HSA-3781865","Diseases of glycosylation","25/1304","61/7442",1.34467954492549e-05,0.000501313342842533,0.000438790167291475,"ADAMTS1/ADAMTS10/ADAMTS15/ADAMTS8/ADAMTS9/ADAMTSL2/ADAMTSL3/ADAMTSL4/CFP/DCN/GPC3/MUC1/MUC15/MUC21/NOTCH4/OGN/OMD/PRELP/SDC2/SDC4/SEMA5A/THBS1/THSD1/THSD4/THSD7A",25
"R-HSA-140877","R-HSA-140877","Formation of Fibrin Clot (Clotting Cascade)","13/1304","22/7442",1.43473230994662e-05,0.000518677468414037,0.00045398866075504,"A2M/F10/F13A1/F8/FGA/FGG/PROS1/PRTN3/SERPIND1/SERPING1/TFPI/THBD/VWF",13
"R-HSA-380108","R-HSA-380108","Chemokine receptors bind chemokines","16/1304","31/7442",1.53692328603358e-05,0.000538010924399909,0.000470910872197211,"CCL13/CCL21/CCR1/CCR2/CCR4/CCRL2/CX3CL1/CX3CR1/CXCL12/CXCL16/CXCL2/CXCL3/CXCL5/CXCR1/CXCR2/PPBP",16
"R-HSA-216083","R-HSA-216083","Integrin cell surface interactions","30/1304","80/7442",1.5784058972336e-05,0.000538010924399909,0.000470910872197211,"CD47/COL13A1/COL4A3/COL4A4/COL6A6/COL8A1/FGA/FGG/ICAM1/ICAM2/ICAM4/ICAM5/ITGA1/ITGA10/ITGA2B/ITGA7/ITGA8/ITGA9/ITGAL/ITGAM/ITGAX/ITGB2/ITGB6/LOC100505984/JAM2/JAM3/KDR/THBS1/VTN/VWF",30
"R-HSA-877300","R-HSA-877300","Interferon gamma signaling","30/1304","82/7442",2.75648611640409e-05,0.000900030482178394,0.00078777980175671,"CIITA/FCGR1A/FCGR1B/GBP3/GBP4/HLA-B/HLA-C/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQA2/HLA-DQB1/HLA-DQB2/HLA-DRA/HLA-DRB1/HLA-DRB5/HLA-E/HLA-F/HLA-G/ICAM1/IFI30/IRF1/IRF8/JAK2/MT2A/OASL/PTAFR/SOCS3/TRIM22/TRIM34",30
"R-HSA-5687613","R-HSA-5687613","Diseases associated with surfactant metabolism","8/1304","10/7442",2.80628033376988e-05,0.000900030482178394,0.00078777980175671,"CSF2RA/CSF2RB/SFTA3/SFTPA1/SFTPA2/SFTPB/SFTPC/SFTPD",8
"R-HSA-1247673","R-HSA-1247673","Erythrocytes take up oxygen and release carbon dioxide","6/1304","6/7442",2.86681964147351e-05,0.000900030482178394,0.00078777980175671,"AQP1/CA2/CA4/HBA1/HBA2/HBB",6
"R-HSA-6785807","R-HSA-6785807","Interleukin-4 and 13 signaling","32/1304","91/7442",3.77078032852602e-05,0.0011534720338286,0.00100961243883882,"ALOX15/ALOX5/CCL2/CD36/CEBPD/F13A1/FGF2/FOS/HGF/HMOX1/ICAM1/IL2RG/IL4R/IL6/IL6R/ITGAM/ITGAX/ITGB2/JAK2/JUNB/MAOA/MCL1/MUC1/NDN/PTGS2/RHOU/RORC/S1PR1/SOCS3/TNFRSF1B/VIM/ZEB1",32
"R-HSA-881907","R-HSA-881907","Gastrin-CREB signalling pathway via PKC and MAPK","82/1304","311/7442",4.43629231765403e-05,0.00132312418374031,0.00115810578397705,"ACTN2/ADRA1A/ADRA1B/ADRA1D/AGTR1/ANGPT1/APBB1IP/ARRB1/ARRB2/BTC/CCL23/CNKSR2/CSF2RA/CSF2RB/CYSLTR1/DGKD/DUSP1/DUSP6/DUSP8/EDN1/EDNRA/EDNRB/ERBB4/EREG/F2RL3/FFAR2/FGA/FGF2/FGF7/FGFR4/FGG/FPR2/FYN/GFRA1/GNA14/GNAQ/GNG11/GNG2/GNG7/GPR17/GPR4/GPR65/GRK5/HBEGF/HGF/IL2RG/IL3RA/ITGA2B/ITPR1/JAK2/KIT/KL/MGLL/NMUR1/PDGFB/PLCB2/PRKCE/PRKCQ/PROK2/PTAFR/PTGFR/RAP1A/RAPGEF2/RASA4/LOC102724229/RASAL3/RASGRF1/RASGRP2/RASGRP3/RASGRP4/RGS18/RGS2/RGS3/RPS6KA2/SHC2/SPTBN1/TACR1/TBXA2R/TEK/TLN1/TRPC6/VWF",82
"R-HSA-140875","R-HSA-140875","Common Pathway of Fibrin Clot Formation","9/1304","13/7442",5.51153642532568e-05,0.00160372267205208,0.00140370837841414,"F10/F13A1/F8/FGA/FGG/PROS1/PRTN3/SERPIND1/THBD",9
"R-HSA-3906995","R-HSA-3906995","Diseases associated with O-glycosylation of proteins","18/1304","41/7442",7.38133751238488e-05,0.0020966513457798,0.00183515960207664,"ADAMTS1/ADAMTS10/ADAMTS15/ADAMTS8/ADAMTS9/ADAMTSL2/ADAMTSL3/ADAMTSL4/CFP/MUC1/MUC15/MUC21/NOTCH4/SEMA5A/THBS1/THSD1/THSD4/THSD7A",18
"R-HSA-2142691","R-HSA-2142691","Synthesis of Leukotrienes (LT) and Eoxins (EX)","10/1304","16/7442",7.5829921758564e-05,0.00210383945716202,0.00184145122116268,"ALOX15/ALOX5/ALOX5AP/CYP4B1/DPEP2/GGT1/GGT2/LOC102724197/LTA4H/LTC4S",10
"R-HSA-5083635","R-HSA-5083635","Defective B3GALTL causes Peters-plus syndrome (PpS)","14/1304","28/7442",8.30775345953173e-05,0.00225253406300485,0.00197160082101806,"ADAMTS1/ADAMTS10/ADAMTS15/ADAMTS8/ADAMTS9/ADAMTSL2/ADAMTSL3/ADAMTSL4/CFP/SEMA5A/THBS1/THSD1/THSD4/THSD7A",14
"R-HSA-6783783","R-HSA-6783783","Interleukin-10 signaling","17/1304","38/7442",8.75257834324177e-05,0.00232040576966387,0.00203100765298148,"CCL2/CCL4/CCR1/CCR2/CD80/CD86/CSF1/CSF3/CXCL2/FPR1/ICAM1/IL10RA/IL1R1/IL6/PTAFR/PTGS2/TNFRSF1B",17
"R-HSA-5173214","R-HSA-5173214","O-glycosylation of TSR domain-containing proteins","14/1304","29/7442",0.000134900926943886,0.00349862621400121,0.00306228191140354,"ADAMTS1/ADAMTS10/ADAMTS15/ADAMTS8/ADAMTS9/ADAMTSL2/ADAMTSL3/ADAMTSL4/CFP/SEMA5A/THBS1/THSD1/THSD4/THSD7A",14
"R-HSA-432047","R-HSA-432047","Passive transport by Aquaporins","5/1304","5/7442",0.000164130390097294,0.00407932407054316,0.00357055585474815,"AQP1/AQP3/AQP4/AQP5/AQP9",5
