"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-69242","R-HSA-69242","S Phase","54/1449","117/7442",3.94467853625882e-11,5.01332781244529e-09,4.32970935989365e-09,"CCNA1/CCNA2/CCNE1/CCNE2/CDC25A/CDC45/CDC6/CDCA5/CDK4/CDT1/DNA2/ESCO1/ESCO2/FEN1/GINS1/GINS2/GINS3/GINS4/LIG1/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/MNAT1/MYC/PCNA/POLA2/POLD2/POLE2/POLE3/PRIM1/PRIM2/PSMB3/PSMB5/PSMC4/PSMD10/PSMD11/PSMD14/PSMD2/PSMD3/PSMD8/PSME3/PTK6/RFC2/RFC3/RFC4/RFC5/RPA1/RPA3/SKP2/WEE1",54
"R-HSA-5389840","R-HSA-5389840","Mitochondrial translation elongation","43/1449","85/7442",9.93014202768222e-11,1.15686154622498e-08,9.99111658399255e-09,"ERAL1/GADD45GIP1/GFM1/MRPL11/MRPL12/MRPL13/MRPL15/MRPL17/MRPL18/MRPL19/MRPL21/MRPL24/MRPL27/MRPL3/MRPL30/MRPL36/MRPL37/MRPL4/MRPL40/MRPL42/MRPL45/MRPL47/MRPL48/MRPL51/MRPL53/MRPL9/MRPS10/MRPS11/MRPS12/MRPS16/MRPS17/MRPS18A/MRPS22/MRPS23/MRPS24/MRPS26/MRPS28/MRPS30/MRPS33/MRPS34/MRPS35/MRPS7/TSFM",43
"R-HSA-5693538","R-HSA-5693538","Homology Directed Repair","47/1449","98/7442",1.43681008094874e-10,1.43475749511882e-08,1.23911365627685e-08,"BLM/BRCA1/BRCA2/BRCC3/BRIP1/CCNA1/CCNA2/CHEK1/CLSPN/DNA2/EME1/EXO1/FEN1/GEN1/H2AFX/HIST1H2BD/HIST1H2BJ/HIST1H2BK/HIST1H4H/HIST1H4J/HIST2H4A/LIG3/PALB2/PARP1/PCNA/POLD2/POLE2/POLE3/POLQ/RAD51/RAD51AP1/RAD51C/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/RPA1/RPA3/SUMO2/TIMELESS/TIPIN/TOPBP1/UBE2V2/XRCC2",47
"R-HSA-69306","R-HSA-69306","DNA Replication","47/1449","98/7442",1.43681008094874e-10,1.43475749511882e-08,1.23911365627685e-08,"CCNA1/CCNA2/CDC45/CDC6/CDT1/DBF4/DNA2/E2F1/E2F2/FEN1/GINS1/GINS2/GINS3/GINS4/GMNN/LIG1/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/PCNA/POLA2/POLD2/POLE2/POLE3/PRIM1/PRIM2/PSMB3/PSMB5/PSMC4/PSMD10/PSMD11/PSMD14/PSMD2/PSMD3/PSMD8/PSME3/RFC2/RFC3/RFC4/RFC5/RPA1/RPA3",47
"R-HSA-69206","R-HSA-69206","G1/S Transition","50/1449","109/7442",2.75552101943994e-10,2.56814559011802e-08,2.21795270827902e-08,"CCNA1/CCNA2/CCNB1/CCNE1/CCNE2/CDC25A/CDC45/CDC6/CDK1/CDK4/CDT1/DBF4/DHFR/E2F1/FBXO5/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/MNAT1/MYC/PCNA/POLA2/POLE2/POLE3/PRIM1/PRIM2/PSMB3/PSMB5/PSMC4/PSMD10/PSMD11/PSMD14/PSMD2/PSMD3/PSMD8/PSME3/PTK6/RPA1/RPA3/RRM2/SKP2/TFDP1/TFDP2/TYMS/WEE1",50
"R-HSA-5368287","R-HSA-5368287","Mitochondrial translation","44/1449","91/7442",4.00287371531272e-10,3.49751090875449e-08,3.02058957333138e-08,"ERAL1/GADD45GIP1/GFM1/MRPL11/MRPL12/MRPL13/MRPL15/MRPL17/MRPL18/MRPL19/MRPL21/MRPL24/MRPL27/MRPL3/MRPL30/MRPL36/MRPL37/MRPL4/MRPL40/MRPL42/MRPL45/MRPL47/MRPL48/MRPL51/MRPL53/MRPL9/MRPS10/MRPS11/MRPS12/MRPS16/MRPS17/MRPS18A/MRPS22/MRPS23/MRPS24/MRPS26/MRPS28/MRPS30/MRPS33/MRPS34/MRPS35/MRPS7/MTIF2/TSFM",44
"R-HSA-5368286","R-HSA-5368286","Mitochondrial translation initiation","42/1449","85/7442",4.25821131857723e-10,3.50175260198292e-08,3.02425286836414e-08,"ERAL1/GADD45GIP1/MRPL11/MRPL12/MRPL13/MRPL15/MRPL17/MRPL18/MRPL19/MRPL21/MRPL24/MRPL27/MRPL3/MRPL30/MRPL36/MRPL37/MRPL4/MRPL40/MRPL42/MRPL45/MRPL47/MRPL48/MRPL51/MRPL53/MRPL9/MRPS10/MRPS11/MRPS12/MRPS16/MRPS17/MRPS18A/MRPS22/MRPS23/MRPS24/MRPS26/MRPS28/MRPS30/MRPS33/MRPS34/MRPS35/MRPS7/MTIF2",42
"R-HSA-69473","R-HSA-69473","G2/M DNA damage checkpoint","34/1449","62/7442",5.66115901565328e-10,4.39683350215738e-08,3.79728034558732e-08,"BLM/BRCA1/BRCC3/BRIP1/CCNB1/CDC25C/CDK1/CHEK1/CHEK2/DNA2/EXO1/H2AFX/HIST1H2BD/HIST1H2BJ/HIST1H2BK/HIST1H4H/HIST1H4J/HIST2H4A/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/RPA1/RPA3/SFN/TOPBP1/TP53/UBE2V2/WEE1/YWHAG/YWHAZ",34
"R-HSA-453279","R-HSA-453279","Mitotic G1-G1/S phases","56/1449","132/7442",9.38616087235934e-10,6.90623836818861e-08,5.9645022274771e-08,"CCNA1/CCNA2/CCNB1/CCNE1/CCNE2/CDC25A/CDC45/CDC6/CDK1/CDK4/CDKN2A/CDT1/DBF4/DHFR/E2F1/E2F2/FBXO5/HDAC1/LIN9/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/MNAT1/MYBL2/MYC/PCNA/POLA2/POLE2/POLE3/PRIM1/PRIM2/PSMB3/PSMB5/PSMC4/PSMD10/PSMD11/PSMD14/PSMD2/PSMD3/PSMD8/PSME3/PTK6/RPA1/RPA3/RRM2/SKP2/TFDP1/TFDP2/TOP2A/TYMS/WEE1",56
"R-HSA-5693532","R-HSA-5693532","DNA Double-Strand Break Repair","54/1449","126/7442",1.20067767721589e-09,8.3927369637391e-08,7.24830155666647e-08,"BLM/BRCA1/BRCA2/BRCC3/BRIP1/CCNA1/CCNA2/CHEK1/CHEK2/CLSPN/DNA2/EME1/EXO1/EYA1/EYA2/FEN1/GEN1/H2AFX/HIST1H2BD/HIST1H2BJ/HIST1H2BK/HIST1H4H/HIST1H4J/HIST2H4A/KPNA2/LIG3/PALB2/PARP1/PCNA/POLD2/POLE2/POLE3/POLQ/PRKDC/RAD51/RAD51AP1/RAD51C/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/RPA1/RPA3/SUMO2/TDP1/TIMELESS/TIPIN/TOPBP1/TP53/UBE2V2/XRCC2",54
"R-HSA-68962","R-HSA-68962","Activation of the pre-replicative complex","19/1449","25/7442",1.50966074930768e-09,1.00500272739626e-07,8.67960340579404e-08,"CDC45/CDC6/CDT1/DBF4/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/POLA2/POLE2/POLE3/PRIM1/PRIM2/RPA1/RPA3",19
"R-HSA-2555396","R-HSA-2555396","Mitotic Metaphase and Anaphase","67/1449","172/7442",1.70986371856664e-09,1.05939584268263e-07,9.14936399033942e-08,"ANAPC11/AURKB/BANF1/BIRC5/BUB1/BUB1B/CDC20/CDCA5/CDCA8/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/DSN1/ERCC6L/ESPL1/FBXO5/INCENP/KIF18A/KIF2C/KNTC1/LMNB1/MAD2L1/NDC80/NDE1/NUF2/NUP37/PLK1/PSMB3/PSMB5/PSMC4/PSMD10/PSMD11/PSMD14/PSMD2/PSMD3/PSMD8/PSME3/PTTG1/RANGAP1/RCC2/SKA1/SKA2/SPC24/SPC25/TMPO/TUBA1C/TUBA4A/TUBB2A/TUBB2B/TUBB3/UBE2C/VRK1/VRK2/XPO1/ZW10/ZWILCH/ZWINT",67
"R-HSA-5419276","R-HSA-5419276","Mitochondrial translation termination","41/1449","85/7442",1.74292592143781e-09,1.05939584268263e-07,9.14936399033942e-08,"ERAL1/GADD45GIP1/MRPL11/MRPL12/MRPL13/MRPL15/MRPL17/MRPL18/MRPL19/MRPL21/MRPL24/MRPL27/MRPL3/MRPL30/MRPL36/MRPL37/MRPL4/MRPL40/MRPL42/MRPL45/MRPL47/MRPL48/MRPL51/MRPL53/MRPL9/MRPS10/MRPS11/MRPS12/MRPS16/MRPS17/MRPS18A/MRPS22/MRPS23/MRPS24/MRPS26/MRPS28/MRPS30/MRPS33/MRPS34/MRPS35/MRPS7",41
"R-HSA-69205","R-HSA-69205","G1/S-Specific Transcription","15/1449","17/7442",1.88539140090171e-09,1.06223724657151e-07,9.17390348480933e-08,"CCNA1/CCNE1/CDC25A/CDC45/CDC6/CDK1/CDT1/DHFR/E2F1/FBXO5/PCNA/RRM2/TFDP1/TFDP2/TYMS",15
"R-HSA-5663220","R-HSA-5663220","RHO GTPases Activate Formins","50/1449","114/7442",1.89956589157996e-09,1.06223724657151e-07,9.17390348480933e-08,"AURKB/BIRC5/BUB1/BUB1B/CDC20/CDCA8/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/DIAPH3/DSN1/DVL3/ERCC6L/INCENP/KIF18A/KIF2C/KNTC1/MAD2L1/NDC80/NDE1/NUF2/NUP37/PFN2/PLK1/RANGAP1/RCC2/RHOD/SKA1/SKA2/SPC24/SPC25/TUBA1C/TUBA4A/TUBB2A/TUBB2B/TUBB3/XPO1/ZW10/ZWILCH/ZWINT",50
"R-HSA-176187","R-HSA-176187","Activation of ATR in response to replication stress","21/1449","30/7442",2.452100524153e-09,1.31847558952534e-07,1.13868797619574e-07,"CDC25A/CDC25C/CDC45/CDC6/CHEK1/CLSPN/DBF4/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/RFC2/RFC3/RFC4/RFC5/RPA1/RPA3",21
"R-HSA-176974","R-HSA-176974","Unwinding of DNA","12/1449","12/7442",2.86130484540758e-09,1.48152006439992e-07,1.27949967161111e-07,"CDC45/GINS1/GINS2/GINS3/GINS4/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8",12
"R-HSA-113510","R-HSA-113510","E2F mediated regulation of DNA replication","20/1449","28/7442",3.39843072903538e-09,1.69678791399695e-07,1.46541355120435e-07,"CCNA1/CCNB1/CCNE1/CDC25A/CDC45/CDC6/CDK1/CDT1/DHFR/E2F1/FBXO5/MCM8/PCNA/POLA2/PRIM1/PRIM2/RRM2/TFDP1/TFDP2/TYMS",20
"R-HSA-68882","R-HSA-68882","Mitotic Anaphase","66/1449","171/7442",3.53164418812863e-09,1.69968995422079e-07,1.4679198686027e-07,"ANAPC11/AURKB/BANF1/BIRC5/BUB1/BUB1B/CDC20/CDCA5/CDCA8/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/DSN1/ERCC6L/ESPL1/INCENP/KIF18A/KIF2C/KNTC1/LMNB1/MAD2L1/NDC80/NDE1/NUF2/NUP37/PLK1/PSMB3/PSMB5/PSMC4/PSMD10/PSMD11/PSMD14/PSMD2/PSMD3/PSMD8/PSME3/PTTG1/RANGAP1/RCC2/SKA1/SKA2/SPC24/SPC25/TMPO/TUBA1C/TUBA4A/TUBB2A/TUBB2B/TUBB3/UBE2C/VRK1/VRK2/XPO1/ZW10/ZWILCH/ZWINT",66
"R-HSA-5693567","R-HSA-5693567","HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA)","43/1449","93/7442",3.64740333523774e-09,1.69968995422079e-07,1.4679198686027e-07,"BLM/BRCA1/BRCA2/BRCC3/BRIP1/CCNA1/CCNA2/CHEK1/CLSPN/DNA2/EME1/EXO1/GEN1/H2AFX/HIST1H2BD/HIST1H2BJ/HIST1H2BK/HIST1H4H/HIST1H4J/HIST2H4A/PALB2/PCNA/POLD2/POLE2/POLE3/RAD51/RAD51AP1/RAD51C/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/RPA1/RPA3/SUMO2/TIMELESS/TIPIN/TOPBP1/UBE2V2/XRCC2",43
"R-HSA-606279","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere","22/1449","33/7442",4.24222904162885e-09,1.8533238125616e-07,1.6006041811672e-07,"CENPA/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CENPW/H2AFX/H2AFZ/HIST1H2BD/HIST1H2BJ/HIST1H2BK/HIST1H4H/HIST1H4J/HIST2H4A/HJURP/OIP5/RUVBL1",22
"R-HSA-774815","R-HSA-774815","Nucleosome assembly","22/1449","33/7442",4.24222904162885e-09,1.8533238125616e-07,1.6006041811672e-07,"CENPA/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CENPW/H2AFX/H2AFZ/HIST1H2BD/HIST1H2BJ/HIST1H2BK/HIST1H4H/HIST1H4J/HIST2H4A/HJURP/OIP5/RUVBL1",22
"R-HSA-69239","R-HSA-69239","Synthesis of DNA","42/1449","91/7442",5.92757430009651e-09,2.51113602167725e-07,2.16871697678172e-07,"CCNA1/CCNA2/CDC45/CDC6/CDT1/DNA2/FEN1/GINS1/GINS2/GINS3/GINS4/LIG1/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/PCNA/POLA2/POLD2/POLE2/POLE3/PRIM1/PRIM2/PSMB3/PSMB5/PSMC4/PSMD10/PSMD11/PSMD14/PSMD2/PSMD3/PSMD8/PSME3/RFC2/RFC3/RFC4/RFC5/RPA1/RPA3",42
"R-HSA-157579","R-HSA-157579","Telomere Maintenance","27/1449","47/7442",8.80946165886474e-09,3.62224335267438e-07,3.12831347452565e-07,"DKC1/DNA2/FEN1/H2AFX/H2AFZ/HIST1H2BD/HIST1H2BJ/HIST1H2BK/HIST1H4H/HIST1H4J/HIST2H4A/LIG1/PCNA/POLA2/POLD2/POLE2/POLE3/PRIM1/PRIM2/RFC2/RFC3/RFC4/RFC5/RPA1/RPA3/RUVBL1/RUVBL2",27
"R-HSA-2467813","R-HSA-2467813","Separation of Sister Chromatids","61/1449","160/7442",2.38958430566685e-08,9.54468245520645e-07,8.2431675145861e-07,"ANAPC11/AURKB/BIRC5/BUB1/BUB1B/CDC20/CDCA5/CDCA8/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CKAP5/DSN1/ERCC6L/ESPL1/INCENP/KIF18A/KIF2C/KNTC1/MAD2L1/NDC80/NDE1/NUF2/NUP37/PLK1/PSMB3/PSMB5/PSMC4/PSMD10/PSMD11/PSMD14/PSMD2/PSMD3/PSMD8/PSME3/PTTG1/RANGAP1/RCC2/SKA1/SKA2/SPC24/SPC25/TUBA1C/TUBA4A/TUBB2A/TUBB2B/TUBB3/UBE2C/XPO1/ZW10/ZWILCH/ZWINT",61
"R-HSA-73894","R-HSA-73894","DNA Repair","87/1449","258/7442",2.75079006884826e-08,1.06822347673608e-06,9.22560295020164e-07,"ACTL6A/ALKBH2/BLM/BRCA1/BRCA2/BRCC3/BRIP1/CCNA1/CCNA2/CHEK1/CHEK2/CLSPN/DCLRE1A/DCLRE1B/DNA2/DTL/EME1/EXO1/EYA1/EYA2/FANCA/FANCD2/FANCE/FANCF/FANCG/FANCI/FANCM/FEN1/GEN1/GTF2H3/H2AFX/HIST1H2BD/HIST1H2BJ/HIST1H2BK/HIST1H4H/HIST1H4J/HIST2H4A/ISY1/KPNA2/LIG1/LIG3/MAD2L2/MNAT1/MSH2/MSH6/PALB2/PARP1/PCNA/PMS2/LOC107984056/POLB/POLD2/POLE2/POLE3/POLQ/POLR2D/POLR2F/POLR2H/POLR2I/POLR2J/PRKDC/PRPF19/RAD51/RAD51AP1/RAD51C/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/RPA1/RPA3/RUVBL1/SMUG1/SUMO2/TDG/TDP1/TIMELESS/TIPIN/TOPBP1/TP53/UBE2T/UBE2V2/UNG/XRCC2",87
"R-HSA-180786","R-HSA-180786","Extension of Telomeres","19/1449","29/7442",7.63107889593742e-08,2.88331035041095e-06,2.49014153446379e-06,"DKC1/DNA2/FEN1/LIG1/PCNA/POLA2/POLD2/POLE2/POLE3/PRIM1/PRIM2/RFC2/RFC3/RFC4/RFC5/RPA1/RPA3/RUVBL1/RUVBL2",19
"R-HSA-5693607","R-HSA-5693607","Processing of DNA double-strand break ends","31/1449","65/7442",2.33765627808261e-07,8.60011441252497e-06,7.42740097219045e-06,"BLM/BRCA1/BRCC3/BRIP1/CCNA1/CCNA2/CHEK1/CLSPN/DNA2/EXO1/H2AFX/HIST1H2BD/HIST1H2BJ/HIST1H2BK/HIST1H4H/HIST1H4J/HIST2H4A/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RNF168/RPA1/RPA3/SUMO2/TIMELESS/TIPIN/TOPBP1/UBE2V2",31
"R-HSA-5693579","R-HSA-5693579","Homologous DNA Pairing and Strand Exchange","21/1449","36/7442",2.84090512360097e-07,1.01835522122927e-05,8.79492085498061e-06,"BLM/BRCA1/BRCA2/BRIP1/CHEK1/DNA2/EXO1/PALB2/RAD51/RAD51AP1/RAD51C/RBBP8/RFC2/RFC3/RFC4/RFC5/RMI1/RPA1/RPA3/TOPBP1/XRCC2",21
"R-HSA-174417","R-HSA-174417","Telomere C-strand (Lagging Strand) Synthesis","16/1449","24/7442",5.92947894620635e-07,2.07235289169912e-05,1.78976640823649e-05,"DNA2/FEN1/LIG1/PCNA/POLA2/POLD2/POLE2/POLE3/PRIM1/PRIM2/RFC2/RFC3/RFC4/RFC5/RPA1/RPA3",16
"R-HSA-69186","R-HSA-69186","Lagging Strand Synthesis","14/1449","20/7442",1.26129666260903e-06,4.30071398616445e-05,3.71426770734932e-05,"DNA2/FEN1/LIG1/PCNA/POLA2/POLD2/PRIM1/PRIM2/RFC2/RFC3/RFC4/RFC5/RPA1/RPA3",14
