"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-418555","R-HSA-418555","G alpha (s) signalling events","39/1587","72/7444",8.63158040304792e-10,1.0381437157484e-07,8.98675548183363e-08,"ADCY4/ADCY5/ADCY6/ADCY7/ADCY9/ADORA2A/ADRB1/ADRB2/ARRB1/ARRB2/CALCRL/GIPR/GNAI2/GNG11/GNG2/GNG7/GRK5/HRH2/PDE1A/PDE1B/PDE2A/PDE3A/PDE3B/PDE4A/PDE4B/PDE4C/LOC729966/PDE4D/PDE8A/PDE8B/PTGER2/PTGER4/PTGIR/PTH1R/RAMP2/RAMP3/RXFP1/SCTR/VIPR1",39
"R-HSA-194840","R-HSA-194840","Rho GTPase cycle","58/1587","132/7444",3.47555115171914e-09,3.83179514477035e-07,3.31701723953546e-07,"A2M/ABR/AKAP13/ARAP3/ARHGAP10/ARHGAP15/ARHGAP17/ARHGAP18/ARHGAP20/ARHGAP25/ARHGAP26/ARHGAP29/ARHGAP30/ARHGAP31/ARHGAP4/ARHGAP42/ARHGAP6/ARHGAP9/ARHGDIB/ARHGEF1/LOC100505585/ARHGEF10/ARHGEF10L/ARHGEF15/ARHGEF17/ARHGEF2/ARHGEF38/ARHGEF6/ARHGEF7/CHN1/CHN2/LOC101928168/DLC1/FGD2/FGD3/FGD4/INPP5B/KALRN/MCF2L/MYO9A/MYO9B/OBSCN/OPHN1/PLEKHG2/PREX1/RASGRF2/RHOB/RHOBTB1/RHOBTB2/RHOF/RHOJ/RHOU/SRGAP1/STARD13/STARD8/SYDE1/TAGAP/TRIP10",58
"R-HSA-76005","R-HSA-76005","Response to elevated platelet cytosolic Ca2+","51/1587","112/7444",7.06230929819639e-09,7.18725784731833e-07,6.22169434529367e-07,"A2M/ACTN2/ALB/ANXA5/CD36/CFD/CLEC3B/CLU/CTSW/F13A1/F5/F8/FERMT3/FGA/FGG/FLNA/FN1/GAS6/HABP4/HGF/IGF1/ITGA2B/ITGB3/ITIH3/ITIH4/MMRN1/ORM1/PDGFB/PHACTR2/PLEK/PPBP/PRKCA/PRKCB/PROS1/RARRES2/SELP/SERPINA1/SERPINE1/SERPING1/SPARC/SRGN/SYTL4/TGFB2/THBS1/TIMP1/TIMP3/TLN1/TTN/VCL/VEGFC/VWF",51
"R-HSA-449147","R-HSA-449147","Signaling by Interleukins","138/1587","421/7444",1.22649553344207e-08,1.15903827910275e-06,1.00332867698118e-06,"ACTN2/ALOX5/ANGPT1/APBB1IP/ARRB1/ARRB2/BCL6/CASP1/CCL2/CCL4/CCR1/CCR2/CD36/CD4/CD80/CEBPD/CNKSR2/CNTFR/CSF1/CSF2RA/CSF2RB/CSF3/CSF3R/CXCL2/DLG4/DUSP1/DUSP8/ERBB4/EREG/F13A1/FGA/FGF2/FGF7/FGFR1/FGFR4/FGG/FN1/FOS/FOXO1/FPR1/FYN/GAB2/GFRA1/HAVCR2/HBEGF/HGF/HMOX1/ICAM1/IKBKB/IL10RA/IL11RA/IL12RB1/IL15/IL15RA/IL16/IL17RB/IL18BP/IL18R1/IL18RAP/IL1R1/IL1R2/IL1RL1/IL32/IL33/IL3RA/IL4R/IL6/IL6R/IL6ST/IL7R/INPP5D/INPPL1/IRAK2/IRAK3/IRS2/ITGA2B/ITGAM/ITGAX/ITGB2/ITGB3/JAK2/JAK3/JUNB/KIT/KL/KSR1/LAMA5/LAT/LIFR/MAOA/MAP3K3/MAP3K8/MCL1/MMP2/MUC1/NCAM1/NDN/NOD1/NOD2/PDGFB/PDGFRA/PDGFRB/PIK3CD/PIK3R1/PIK3R3/PRTN3/PTK2B/RAPGEF2/RASA3/RASA4/LOC102724229/RASAL3/RASGRF1/RASGRF2/RASGRP3/RASGRP4/RHOU/RORA/RORC/S1PR1/SHC2/SOCS3/SPTBN1/SPTBN5/STAT5A/STAT5B/STAT6/STX3/SYNGAP1/TEC/TEK/TIMP1/TLN1/TNFRSF1B/VCL/VIM/VWF/ZEB1",138
"R-HSA-114608","R-HSA-114608","Platelet degranulation ","49/1587","108/7444",1.6149763653415e-08,1.4244091542312e-06,1.23304862139758e-06,"A2M/ACTN2/ALB/ANXA5/CD36/CFD/CLEC3B/CLU/CTSW/F13A1/F5/F8/FERMT3/FGA/FGG/FLNA/FN1/GAS6/HABP4/HGF/IGF1/ITGA2B/ITGB3/ITIH3/ITIH4/MMRN1/ORM1/PDGFB/PHACTR2/PLEK/PPBP/PROS1/RARRES2/SELP/SERPINA1/SERPINE1/SERPING1/SPARC/SRGN/SYTL4/TGFB2/THBS1/TIMP1/TIMP3/TLN1/TTN/VCL/VEGFC/VWF",49
"R-HSA-5683826","R-HSA-5683826","Surfactant metabolism","19/1587","26/7444",2.22956329470727e-08,1.84357014931107e-06,1.59589793726415e-06,"ABCA3/ADORA2A/ADRA2A/CSF2RA/CSF2RB/CTSH/DMBT1/GATA6/LMCD1/NAPSA/PGA3/PGA4/SFTA3/SFTPA1/SFTPA2/SFTPB/SFTPC/SFTPD/SLC34A2",19
"R-HSA-6798695","R-HSA-6798695","Neutrophil degranulation","139/1587","429/7444",2.46800610859749e-08,1.92068945980852e-06,1.66265674684463e-06,"ADAM8/ALDH3B1/ALOX5/ANO6/ANPEP/ARG1/ARHGAP9/ASAH1/ATP11A/ATP6V0A1/ATP8A1/ATP8B4/AZU1/BST1/C3/C3AR1/C5AR1/CAT/CD33/CD36/CD53/CD55/CD59/CD93/CEACAM6/CFD/CFP/CLEC12A/CLEC5A/CR1/CRISPLD2/CST3/CTSG/CTSH/CTSS/CXCR1/CXCR2/CYBB/DEFA1B/DOCK2/DOK3/ELANE/ENPP4/FCAR/FCER1G/FCGR2A/FCGR2C/FCGR3B/FCN1/FGL2/FGR/FPR1/FPR2/GCA/GLIPR1/GMFG/GSDMD/HBB/HK3/HLA-B/HLA-C/HP/HSPA6/IQGAP2/ITGAL/ITGAM/ITGAX/ITGB2/KCNAB2/KRT1/LAIR1/LILRA3/LILRB2/LILRB3/LOC102725035/LOC107987425/LOC107987462/LPCAT1/LTA4H/LYZ/METTL7A/MGAM/MME/MMP25/MMP8/MNDA/MPO/MVP/NBEAL2/NCKAP1L/NFAM1/NFASC/OLFM4/OLR1/ORM1/OSCAR/P2RX1/PADI2/PIGR/PLAC8/PLEKHO2/PPBP/PRTN3/PTPRB/PTPRC/PTPRN2/PTX3/RAB27A/RAB37/RETN/RHOF/RNASE2/S100A12/S100A8/SDCBP/SELL/SERPINA1/SERPINB6/SIGLEC14/SIGLEC5/SIGLEC9/SIRPA/SIRPB1/SLC11A1/SLC2A3/SNAP25/STK10/STOM/TBC1D10C/TCIRG1/TIMP2/TLR2/TMEM173/TMEM63A/TNFRSF1B/TYROBP/UNC13D/VCL/VNN1",139
"R-HSA-416476","R-HSA-416476","G alpha (q) signalling events","46/1587","102/7444",5.56908846371925e-08,4.09328002083365e-06,3.54337324475236e-06,"ADRA1A/ADRA1B/ADRA1D/AGT/AGTR1/CCL23/DGKD/DGKE/DGKG/DGKH/EDN1/EDNRA/EDNRB/F2RL3/FFAR2/FPR2/GNA14/GNAQ/GNG11/GNG2/GNG7/GNRH1/GPR17/GPR4/GPR65/GRK5/ITPR1/KALRN/MGLL/NMUR1/PIK3R1/PIK3R3/PLCB2/PLCB4/PRKCE/PRKCH/PRKCQ/PROK2/PTGFR/RASGRP2/RGS18/RGS2/RGS3/TAC1/TBXA2R/TRPC6",46
"R-HSA-418594","R-HSA-418594","G alpha (i) signalling events","49/1587","113/7444",9.52238250961477e-08,6.38406077864753e-06,5.52640181976251e-06,"ADCY4/ADCY5/ADCY6/ADCY7/ADCY9/ADRA2A/AGT/AGTR2/C3/C3AR1/C5/C5AR1/CCL21/CCL23/CCR1/CCR2/CCR4/CNR1/CXCL12/CXCL2/CXCL3/CXCL5/CXCR1/CXCR2/CXCR4/FPR1/FPR2/GABBR1/GNAI2/GNG11/GNG2/GNG7/GPR17/GPSM1/NMUR1/NPY1R/P2RY13/P2RY14/PPBP/PTGER3/RGS1/RGS11/RGS18/RGS5/RGS9/S1PR1/S1PR2/S1PR4/SSTR1",49
"R-HSA-390522","R-HSA-390522","Striated Muscle Contraction","17/1587","23/7444",9.65088553083527e-08,6.38406077864753e-06,5.52640181976251e-06,"ACTA1/ACTN2/DES/DMD/MYBPC1/MYH3/TCAP/TMOD1/TMOD2/TNNC1/TNNI2/TNNT2/TNNT3/TPM1/TPM2/TTN/VIM",17
"R-HSA-5083635","R-HSA-5083635","Defective B3GALTL causes Peters-plus syndrome (PpS)","19/1587","28/7444",1.49904763813045e-07,9.44400012022181e-06,8.17525729466629e-06,"ADAMTS1/ADAMTS10/ADAMTS15/ADAMTS2/ADAMTS3/ADAMTS4/ADAMTS6/ADAMTS7/ADAMTS8/ADAMTS9/ADAMTSL2/ADAMTSL3/ADAMTSL4/CFP/SEMA5A/SPON2/THBS1/THSD1/THSD7A",19
"R-HSA-3781865","R-HSA-3781865","Diseases of glycosylation","32/1587","63/7444",2.09058166298353e-07,1.25719979096691e-05,1.08830279872061e-05,"ADAMTS1/ADAMTS10/ADAMTS15/ADAMTS2/ADAMTS3/ADAMTS4/ADAMTS6/ADAMTS7/ADAMTS8/ADAMTS9/ADAMTSL2/ADAMTSL3/ADAMTSL4/BGN/CFP/CSPG4/DCN/FMOD/GPC3/MUC1/MUC21/NOTCH4/OGN/OMD/PRELP/SDC2/SEMA5A/SPON2/THBS1/THSD1/THSD7A/VCAN",32
"R-HSA-3000178","R-HSA-3000178","ECM proteoglycans","32/1587","64/7444",3.33501547754431e-07,1.9180787158058e-05,1.66039674010161e-05,"BGN/COL4A1/COL4A2/COL4A3/COL4A4/COL5A3/COL6A1/COL6A2/COL6A6/DCN/FMOD/FN1/ITGA2B/ITGA7/ITGA8/ITGA9/ITGAX/ITGB3/LAMA2/LAMA4/LAMA5/LAMB1/LAMB2/MATN3/NCAM1/SERPINE1/SPARC/TGFB2/TNR/TNXB/VCAN/VTN",32
"R-HSA-5173214","R-HSA-5173214","O-glycosylation of TSR domain-containing proteins","19/1587","29/7444",3.47950787447765e-07,1.9180787158058e-05,1.66039674010161e-05,"ADAMTS1/ADAMTS10/ADAMTS15/ADAMTS2/ADAMTS3/ADAMTS4/ADAMTS6/ADAMTS7/ADAMTS8/ADAMTS9/ADAMTSL2/ADAMTSL3/ADAMTSL4/CFP/SEMA5A/SPON2/THBS1/THSD1/THSD7A",19
"R-HSA-881907","R-HSA-881907","Gastrin-CREB signalling pathway via PKC and MAPK","103/1587","309/7444",3.85561968033389e-07,2.04039393483269e-05,1.76627966829611e-05,"ACTN2/ADRA1A/ADRA1B/ADRA1D/AGT/AGTR1/ANGPT1/APBB1IP/ARRB1/ARRB2/CCL23/CNKSR2/CSF2RA/CSF2RB/DGKD/DGKE/DGKG/DGKH/DLG4/DUSP1/DUSP8/EDN1/EDNRA/EDNRB/ERBB4/EREG/F2RL3/FFAR2/FGA/FGF2/FGF7/FGFR1/FGFR4/FGG/FN1/FPR2/FYN/GFRA1/GNA14/GNAQ/GNG11/GNG2/GNG7/GNRH1/GPR17/GPR4/GPR65/GRK5/HBEGF/HGF/IL3RA/IRS2/ITGA2B/ITGB3/ITPR1/JAK2/JAK3/KALRN/KIT/KL/KSR1/LAT/MGLL/NCAM1/NMUR1/PDGFB/PDGFRA/PDGFRB/PIK3R1/PIK3R3/PLCB2/PLCB4/PRKCA/PRKCE/PRKCH/PRKCQ/PROK2/PTGFR/RAPGEF2/RASA3/RASA4/LOC102724229/RASAL3/RASGRF1/RASGRF2/RASGRP2/RASGRP3/RASGRP4/RGS18/RGS2/RGS3/RPS6KA2/SHC2/SPTBN1/SPTBN5/SYNGAP1/TAC1/TBXA2R/TEK/TLN1/TRPC6/VCL/VWF",103
"R-HSA-216083","R-HSA-216083","Integrin cell surface interactions","37/1587","80/7444",5.10716131703178e-07,2.59875939324348e-05,2.24963219146987e-05,"COL13A1/COL4A1/COL4A2/COL4A3/COL4A4/COL5A3/COL6A1/COL6A2/COL6A6/COL8A1/FBN1/FGA/FGG/FN1/ICAM1/ICAM2/ICAM4/ICAM5/ITGA1/ITGA10/ITGA2B/ITGA4/ITGA5/ITGA7/ITGA8/ITGA9/ITGAL/ITGAM/ITGAX/ITGB2/ITGB3/JAM2/JAM3/KDR/THBS1/VTN/VWF",37
"R-HSA-5576891","R-HSA-5576891","Cardiac conduction","39/1587","88/7444",9.86194330924189e-07,4.83235222152853e-05,4.18315568048935e-05,"ABCC9/ATP1A2/ATP1B2/ATP2A3/CACNA1C/CACNA1D/CACNA2D2/CACNA2D4/CACNB1/CACNB2/CACNB4/CACNG4/CASQ2/CLIC2/DMPK/FGF14/FKBP1B/FXYD1/FXYD6/ITPR1/KAT2B/KCNE1/KCNJ12/KCNK17/KCNK3/KCNK5/KCNQ1/NPR1/NPR2/PLN/RYR2/SCN1A/SCN1B/SCN3B/SCN4B/SCN7A/SLC8A1/TBX5/TRPC1",39
"R-HSA-422475","R-HSA-422475","Axon guidance","143/1587","475/7444",2.11818368356028e-06,0.000100084179048223,8.66384905155482e-05,"ABLIM2/ABLIM3/ACTN2/AGAP2/ANGPT1/ANK2/APBB1IP/APH1B/ARHGEF7/ARRB1/ARRB2/CACNA1C/CACNA1D/CACNA1H/CACNA1I/CACNB1/CACNB2/CACNB4/CLASP2/CNKSR2/CNTN6/CNTNAP1/COL4A1/COL4A2/COL4A3/COL4A4/COL5A3/COL6A1/COL6A2/COL6A6/CSF2RA/CSF2RB/DLG4/DNM3/DOK2/DOK6/DPYSL2/DUSP1/DUSP8/EPHA3/ERBB4/EREG/EVL/FES/FGA/FGF2/FGF7/FGFR1/FGFR4/FGG/FN1/FYN/GAB1/GAB2/GFRA1/HBEGF/HGF/IL3RA/IRS2/ITGA1/ITGA10/ITGA2B/ITGA5/ITGA9/ITGB3/JAK2/JAK3/KALRN/KCNQ3/KDR/KIT/KL/KSR1/LAMB1/LAT/MMP2/MSN/MYH10/MYH11/MYL9/NCAM1/NFASC/NRP1/NTN4/NUMB/LOC101928143/PDGFB/PDGFRA/PDGFRB/PDLIM7/PIK3CD/PIK3R1/PIK3R3/PLXNA2/PLXNA4/PLXNC1/PLXND1/PRKCA/PRKCQ/PTPRC/RAPGEF2/RASA3/RASA4/LOC102724229/RASAL3/RASGRF1/RASGRF2/RASGRP3/RASGRP4/RHOB/RND1/ROBO2/ROBO3/ROCK2/RPS6KA2/RRAS/SCN1A/SCN1B/SCN3B/SCN4B/SCN7A/SDC2/SDCBP/SEMA3E/SEMA5A/SEMA6A/SHC2/SLIT2/SLIT3/SPTBN1/SPTBN5/SRGAP1/SYNGAP1/TEK/TLN1/TRPC1/TRPC4/TRPC6/TUBB1/TYROBP/UNC5C/VCL/VWF",143
"R-HSA-375276","R-HSA-375276","Peptide ligand-binding receptors","35/1587","78/7444",2.48291934640453e-06,0.000113272492941145,9.80550362572823e-05,"AGT/AGTR1/AGTR2/C3/C3AR1/C5/C5AR1/CCL13/CCL21/CCL23/CCR1/CCR2/CCR4/CCRL2/CX3CR1/CXCL12/CXCL2/CXCL3/CXCL5/CXCR1/CXCR2/CXCR4/EDN1/EDNRA/EDNRB/F2RL3/FPR1/FPR2/NMUR1/NPY1R/PPBP/PROK2/RXFP1/SSTR1/TAC1",35
"R-HSA-392154","R-HSA-392154","Nitric oxide stimulates guanylate cyclase","15/1587","22/7444",2.95458392760208e-06,0.000130297151207252,0.000112792537306353,"GUCY1A2/GUCY1A3/GUCY1B3/ITPR1/KCNMB1/KCNMB4/MRVI1/NOS3/PDE1A/PDE1B/PDE2A/PDE3A/PDE3B/PDE5A/PRKG1",15
"R-HSA-5688849","R-HSA-5688849","Defective CSF2RB causes pulmonary surfactant metabolism dysfunction 5 (SMDP5)","8/1587","8/7444",4.2084686952235e-06,0.000173993877618146,0.000150618879618525,"CSF2RA/CSF2RB/SFTA3/SFTPA1/SFTPA2/SFTPB/SFTPC/SFTPD",8
"R-HSA-5688890","R-HSA-5688890","Defective CSF2RA causes pulmonary surfactant metabolism dysfunction 4 (SMDP4)","8/1587","8/7444",4.2084686952235e-06,0.000173993877618146,0.000150618879618525,"CSF2RA/CSF2RB/SFTA3/SFTPA1/SFTPA2/SFTPB/SFTPC/SFTPD",8
"R-HSA-445355","R-HSA-445355","Smooth Muscle Contraction","18/1587","30/7444",4.59469696405974e-06,0.000184205578286395,0.000159458701655407,"ACTA2/ACTG2/ANXA6/CALD1/DYSF/ITGA1/LMOD1/MYH11/MYL5/MYL9/MYLK/PXN/SORBS1/SORBS3/TLN1/TPM1/TPM2/VCL",18
